#{"t_start": 1511327527.2626982, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-21.0,759,25.086879
-20.0,864,48.771927
-20.0,857,72.440094
-21.0,758,93.470198
-21.0,762,114.64046
-21.0,759,135.356817
-20.0,897,160.234276
-21.0,787,181.596133
-21.0,834,204.78311
-21.0,840,227.850303
-20.0,831,250.856908
-20.0,934,276.523358
-21.0,853,300.235232
-21.0,851,323.743858
-21.0,811,346.238045
-19.0,1172,378.704857
-20.0,1155,410.641176
-19.0,1183,443.191398
-18.0,1393,481.727764
-18.0,1714,528.839592
-19.0,1875,580.865204
-14.0,2200,642.219795
-21.0,1464,682.723365
-21.0,762,703.925498
-21.0,761,725.215911
-21.0,1124,756.788443
-21.0,2047,813.221714
-14.0,2583,884.717681
19.0,2224,946.285334
16.0,2345,1012.107517
20.0,2004,1067.736865
17.0,2247,1130.219145
18.0,1728,1178.019943
19.0,1629,1223.170823
15.0,2356,1288.660108
20.0,1564,1331.847824
17.0,2089,1389.67954
18.0,2103,1447.82888
16.0,2417,1514.448731
5.0,3429,1609.432398
19.0,2050,1666.221388
20.0,1637,1711.323939
18.0,1810,1760.873688
15.0,2068,1817.810837
19.0,1629,1862.853293
19.0,2083,1920.531695
20.0,1567,1963.784363
19.0,1634,2009.46854
19.0,1684,2055.950844
20.0,1997,2111.372954
18.0,1723,2159.387383
17.0,1933,2213.008707
15.0,2511,2282.426015
20.0,1562,2325.437978
20.0,2006,2381.014144
13.0,2061,2438.272105
20.0,2004,2493.617768
20.0,2111,2552.391862
20.0,1589,2596.630013
20.0,1562,2639.911783
18.0,2247,2702.211367
19.0,1659,2748.183339
18.0,2392,2813.796928
18.0,1784,2863.162254
20.0,1718,2910.77441
19.0,2085,2968.251309
19.0,2041,3024.775578
20.0,2005,3076.57463
19.0,1685,3112.043225
18.0,1952,3151.771927
20.0,2069,3193.729462
20.0,1996,3234.020509
19.0,2125,3277.052332
20.0,2055,3318.620002
13.0,2497,3369.197242
17.0,1937,3408.558593
20.0,1566,3440.398405
18.0,2163,3484.209621
15.0,2193,3528.79748
19.0,2033,3570.001222
18.0,2270,3616.028489
17.0,2093,3658.366964
21.0,1973,3698.33815
19.0,2040,3739.895087
20.0,1995,3780.205836
19.0,2147,3823.859245
20.0,1994,3864.495317
19.0,2027,3905.290772
20.0,1567,3937.105747
19.0,2081,3979.416637
20.0,1561,4011.047936
20.0,1561,4042.703089
18.0,2826,4100.245967
15.0,2473,4150.58711
18.0,2028,4191.775541
19.0,2148,4235.36151
20.0,1564,4267.243112
20.0,1564,4298.929978
14.0,2862,4356.75091
20.0,2019,4397.865216
17.0,2654,4451.981827
20.0,1645,4485.276431
21.0,1968,4525.164842
20.0,2002,4565.546597
13.0,2659,4619.215274
20.0,2006,4660.01859
20.0,2002,4700.710064
18.0,2429,4749.89362
20.0,1561,4781.702835
19.0,2139,4825.004698
17.0,2234,4870.278191
20.0,2003,4911.064367
20.0,2006,4952.022395
21.0,3027,5013.486309
19.0,2149,5057.243437
20.0,2001,5097.945004
20.0,3060,5160.012223
19.0,2080,5202.129652
20.0,2005,5242.792996
20.0,3062,5305.109592
21.0,3063,5367.148997
20.0,1564,5398.864411
18.0,2166,5442.891868
20.0,2004,5483.734577
21.0,1952,5523.61219
20.0,2007,5564.3374
20.0,2007,5604.926878
20.0,1567,5636.698599
20.0,3061,5699.108595
20.0,3059,5761.280988
20.0,2006,5802.12751
20.0,2067,5844.061571
17.0,2177,5888.246723
20.0,1566,5920.066926
20.0,1996,5960.404423
20.0,1567,5992.4318
20.0,2052,6034.068734
20.0,1565,6065.90836
20.0,2055,6107.641399
19.0,3093,6170.400493
18.0,2288,6216.742202
20.0,1561,6248.463306
19.0,3090,6311.077571
21.0,3023,6372.570879
20.0,1990,6412.681398
20.0,1991,6452.976271
20.0,3061,6515.299244
20.0,1565,6547.062721
20.0,3057,6609.011
17.0,2234,6654.373534
20.0,1561,6685.903396
19.0,2178,6730.244382
20.0,3055,6792.300965
20.0,2035,6833.596511
20.0,3145,6897.653826
19.0,3079,6960.360311
19.0,1659,6994.061407
19.0,3091,7057.066874
19.0,2683,7111.603282
19.0,2150,7155.232129
20.0,3170,7219.410708
19.0,3032,7280.950058
20.0,2001,7321.534335
19.0,3090,7384.473889
17.0,3005,7445.095008
19.0,2069,7490.399519
20.0,2025,7531.688123
20.0,3086,7592.43966
20.0,3062,7652.373682
19.0,2044,7690.882668
20.0,2004,7730.015909
20.0,2077,7772.723059
