#{"t_start": 1511327527.1879406, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-20.0,913,29.462192
-21.0,882,53.845442
-21.0,763,74.634637
-21.0,764,95.872057
-21.0,758,116.970816
-21.0,775,138.249022
-21.0,912,163.253233
-21.0,973,190.02139
-20.0,900,214.842427
-19.0,1018,242.985999
-20.0,902,267.606221
-21.0,885,292.499819
-21.0,816,314.808282
-20.0,920,340.358021
-19.0,1122,371.408406
-20.0,945,397.470757
-19.0,1266,432.437701
-18.0,1382,470.630357
-18.0,1634,515.592644
-14.0,2279,578.712852
-16.0,2638,652.129211
-18.0,1215,685.835769
-21.0,760,707.033849
-21.0,763,728.352465
-20.0,959,755.199805
-5.0,3306,846.693035
-13.0,2780,923.594658
8.0,2822,1002.521179
18.0,1870,1054.548943
7.0,2997,1137.7751
19.0,1634,1183.136357
20.0,1563,1226.44233
15.0,2334,1291.367761
20.0,1562,1334.45055
20.0,1562,1377.586352
20.0,1995,1432.780077
18.0,1788,1481.896006
18.0,1786,1531.485917
20.0,1992,1586.689381
19.0,2206,1647.617403
20.0,2002,1702.808192
20.0,2002,1757.902495
20.0,2007,1812.910402
17.0,2060,1869.98174
19.0,1631,1915.134106
20.0,1567,1958.462461
20.0,2006,2014.39191
20.0,1997,2069.503428
20.0,1997,2125.113282
18.0,1724,2172.835464
20.0,1993,2228.279405
19.0,2082,2285.781246
15.0,2103,2343.816832
19.0,2079,2401.422775
20.0,1561,2444.788711
20.0,1992,2499.936861
17.0,1880,2552.248896
20.0,2055,2609.524139
19.0,2073,2666.958264
20.0,2003,2722.262582
20.0,2029,2778.441074
20.0,2002,2833.637029
18.0,1790,2883.065305
20.0,2085,2940.60472
19.0,2083,2997.921901
16.0,1854,3049.276063
20.0,1994,3095.600776
19.0,2037,3137.195008
19.0,1901,3175.654243
17.0,2030,3216.644351
20.0,2005,3257.390485
20.0,1562,3289.02378
20.0,1565,3320.659565
17.0,2700,3375.347538
19.0,2033,3416.590714
20.0,2006,3457.284484
19.0,1903,3495.876608
20.0,2024,3537.173875
17.0,1822,3574.011271
19.0,2070,3616.003582
15.0,2233,3661.247499
20.0,1996,3701.584638
20.0,1993,3742.218698
19.0,2061,3783.896442
19.0,1701,3818.482472
20.0,1994,3859.043085
15.0,2745,3914.493832
17.0,2287,3960.985735
17.0,3103,4023.865597
20.0,2001,4064.573079
19.0,2047,4106.354903
18.0,2086,4148.678102
20.0,1562,4180.484424
18.0,3125,4243.958559
14.0,2409,4292.858577
19.0,2786,4349.178556
18.0,1937,4388.580063
20.0,1992,4429.200507
20.0,1995,4469.83297
20.0,1563,4501.28625
17.0,2142,4544.643539
20.0,1562,4576.173416
20.0,3061,4638.167495
20.0,2005,4678.927491
20.0,1566,4710.649707
19.0,1680,4744.619948
19.0,2044,4786.275489
19.0,2027,4827.34411
20.0,1564,4858.841759
21.0,3023,4920.608494
19.0,2089,4963.259462
20.0,1591,4995.506798
19.0,2049,5037.089169
19.0,2793,5093.963538
21.0,2050,5135.381914
20.0,1624,5168.546482
20.0,2019,5209.408701
20.0,1562,5241.048873
20.0,1567,5272.699272
17.0,2179,5317.36855
19.0,3092,5379.728884
20.0,3149,5443.798723
20.0,2025,5485.041482
20.0,2006,5525.997575
19.0,3119,5589.218193
18.0,2076,5631.274014
20.0,1593,5663.727646
20.0,2006,5704.535956
19.0,2965,5764.80895
20.0,1994,5805.442549
19.0,2080,5847.652745
19.0,2035,5888.932698
20.0,2002,5929.452685
20.0,1992,5970.049483
20.0,2085,6012.430362
20.0,3060,6074.576322
20.0,2004,6115.36565
20.0,1991,6155.698389
19.0,3092,6218.471438
20.0,2006,6259.108482
20.0,1994,6299.560634
18.0,3125,6363.10966
18.0,2194,6407.336408
20.0,3060,6469.348816
19.0,2040,6510.888897
20.0,1564,6542.742778
18.0,3089,6605.283321
19.0,2041,6646.693374
19.0,2038,6687.9108
20.0,3058,6750.135396
19.0,2038,6791.543411
20.0,1562,6823.249353
19.0,3210,6888.518654
20.0,2001,6929.366936
19.0,2082,6971.678087
19.0,2042,7013.196041
18.0,3016,7074.661865
20.0,2004,7115.347059
19.0,1622,7148.285092
20.0,1566,7180.06643
20.0,3056,7241.843181
19.0,2329,7289.154624
19.0,2123,7332.451331
20.0,1563,7364.235543
20.0,3055,7425.892639
20.0,1633,7459.243751
20.0,2003,7503.600823
20.0,1567,7534.73233
20.0,2006,7573.955797
20.0,1567,7604.266811
20.0,2058,7644.982435
19.0,2249,7688.184719
12.0,2905,7746.14888
19.0,2053,7786.334306
