#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511316681.578631}
r,l,t
1.0,153,5.936461
0.0,129,8.081128
1.0,155,10.46479
0.0,127,12.581658
9.0,404,19.567671
2.0,222,23.308387
0.0,125,25.180509
4.0,299,30.361309
0.0,129,32.333693
1.0,173,35.246528
0.0,127,37.356289
3.0,270,41.937702
0.0,129,43.871576
0.0,127,45.92148
4.0,300,51.074436
0.0,127,53.161818
0.0,125,55.138228
2.0,202,58.460492
0.0,129,60.404796
0.0,129,62.529884
2.0,200,65.82891
11.0,482,74.037287
0.0,127,76.007005
0.0,129,78.099741
0.0,129,80.122721
0.0,129,82.137003
0.0,129,84.170729
0.0,127,86.107088
2.0,200,89.353526
9.0,404,98.066053
0.0,127,100.620453
2.0,200,105.446137
0.0,125,108.548205
0.0,125,111.920514
0.0,127,115.273922
1.0,157,119.589065
4.0,320,128.660874
0.0,129,132.152388
2.0,202,137.999758
2.0,202,143.616815
0.0,127,146.975859
0.0,129,150.399821
11.0,457,163.71291
9.0,382,174.661126
2.0,186,179.999224
4.0,275,187.676365
0.0,129,191.124255
0.0,129,194.303264
1.0,155,198.414184
2.0,200,203.907582
4.0,296,212.04774
6.0,401,223.653227
0.0,129,227.07573
5.0,352,237.12078
6.0,380,248.16679
3.0,230,254.508388
6.0,400,265.984489
2.0,186,271.063989
3.0,234,277.857915
8.0,331,287.019612
7.0,420,298.972816
0.0,129,302.152738
5.0,350,312.161431
5.0,350,322.204323
5.0,348,332.187597
0.0,129,335.481837
4.0,276,343.496501
0.0,127,346.843758
7.0,427,358.939499
15.0,525,373.805758
0.0,129,377.267464
1.0,155,381.475728
4.0,298,389.464273
4.0,282,397.277615
1.0,176,401.882342
15.0,468,415.153285
10.0,423,427.09902
1.0,155,431.261609
4.0,243,437.930808
8.0,442,450.329112
6.0,331,459.525692
6.0,372,469.668235
11.0,481,482.899411
4.0,267,490.316284
8.0,452,502.945632
6.0,381,513.662679
5.0,318,522.259839
13.0,522,536.919227
13.0,558,552.528597
12.0,285,560.342238
10.0,516,575.009425
11.0,449,587.303801
10.0,468,600.344676
16.0,656,618.858523
13.0,371,629.014811
8.0,391,639.873967
18.0,705,659.695868
5.0,312,668.532603
9.0,508,682.856028
7.0,374,693.229902
10.0,492,706.978791
18.0,690,726.436188
13.0,461,739.106819
11.0,443,751.626557
10.0,541,767.013312
18.0,729,787.318692
20.0,713,807.555434
10.0,514,822.236887
17.0,765,843.96256
11.0,411,855.498488
16.0,710,875.806591
21.0,649,894.156904
21.0,706,914.165804
20.0,747,935.196036
24.0,605,951.859357
30.0,710,971.697405
24.0,775,993.42399
21.0,849,1016.941933
34.0,953,1043.615695
24.0,884,1068.571386
23.0,892,1093.491427
30.0,928,1119.598774
20.0,549,1134.82657
52.0,1489,1177.218236
43.0,778,1198.967247
21.0,813,1221.576119
14.0,627,1239.210722
33.0,727,1259.790891
27.0,824,1282.794738
48.0,1187,1316.005065
39.0,1077,1346.300188
58.0,1401,1385.767911
48.0,1232,1420.52537
56.0,1504,1462.665991
46.0,911,1487.952557
60.0,1324,1524.765801
47.0,1031,1553.757371
48.0,1131,1585.396632
76.0,1411,1624.871577
42.0,986,1652.200956
38.0,992,1679.936658
60.0,912,1705.675544
63.0,1210,1739.677837
74.0,1488,1781.744746
74.0,1301,1818.774565
88.0,1583,1863.144138
52.0,1290,1899.614353
27.0,875,1924.295074
45.0,1340,1961.854025
70.0,1327,1999.447105
89.0,1637,2045.40931
92.0,1488,2087.282191
124.0,1427,2127.409966
79.0,1375,2165.739001
50.0,1306,2202.449874
59.0,836,2225.641712
205.0,1379,2263.836225
88.0,1226,2298.128299
120.0,1254,2333.369409
324.0,1975,2389.05177
90.0,1174,2421.782185
121.0,1389,2460.668065
151.0,1596,2504.851798
168.0,1964,2559.408859
244.0,2090,2618.363515
331.0,2157,2678.589957
309.0,1664,2724.966957
203.0,1897,2778.213612
365.0,2044,2835.538433
413.0,2127,2895.21172
337.0,2203,2956.045115
413.0,2266,3019.354887
373.0,1968,3073.865651
350.0,2411,3140.942591
340.0,2014,3197.207117
414.0,2553,3267.952746
386.0,2366,3333.384693
288.0,1704,3380.39062
307.0,1856,3431.508956
396.0,1944,3485.402473
330.0,1976,3539.957334
364.0,2132,3598.864626
291.0,1865,3650.799479
372.0,2305,3714.8323
420.0,2526,3785.039162
395.0,2408,3851.59198
193.0,1791,3901.31611
400.0,3024,3985.567262
97.0,1472,4026.559551
379.0,2793,4104.235704
417.0,9377,4362.677849
340.0,1876,4415.057882
381.0,3651,4515.609203
418.0,3518,4612.898913
398.0,2333,4677.815101
424.0,2839,4756.185957
383.0,2336,4820.739498
398.0,2280,4883.745763
321.0,1719,4930.778138
374.0,1896,4983.174171
420.0,2833,5061.587132
425.0,2590,5132.787529
366.0,2037,5188.734909
391.0,3370,5281.852686
322.0,2027,5337.462925
452.0,4595,5464.538353
412.0,3565,5563.045241
340.0,2595,5634.670228
399.0,3317,5726.150019
432.0,2477,5794.320583
803.0,7664,6006.067678
428.0,3770,6109.017286
384.0,1879,6160.583469
