#{"env_id": "PongNoFrameskip-v4", "t_start": 1511327455.8228552, "gym_version": "0.9.3"}
r,l,t
-21.0,817,15.055839
-21.0,898,28.87055
-21.0,759,40.509246
-20.0,877,53.937312
-21.0,824,66.603135
-20.0,837,86.729682
-20.0,837,108.839501
-21.0,788,129.510425
-20.0,987,155.831342
-18.0,1314,190.70482
-21.0,818,212.528611
-20.0,841,234.802891
-20.0,1005,261.317345
-18.0,1233,293.792821
-16.0,1412,331.252189
-19.0,1046,359.258762
-20.0,1133,389.284156
-20.0,1346,424.866732
-15.0,1750,471.38525
-13.0,2169,528.669468
-17.0,1718,574.559326
-12.0,2161,632.267164
-3.0,2699,704.016044
16.0,1768,750.892335
18.0,1732,796.839014
1.0,2923,874.535909
13.0,2474,940.549405
11.0,2588,1009.802651
18.0,2198,1068.474488
18.0,1811,1116.761019
18.0,1809,1164.856781
14.0,2427,1229.654723
20.0,2146,1287.259218
19.0,2086,1343.219342
20.0,2005,1396.929887
20.0,1563,1438.408652
17.0,2195,1497.005647
20.0,1661,1541.651107
20.0,2007,1594.764369
19.0,1695,1639.802482
13.0,2420,1704.142322
20.0,2001,1757.462161
9.0,3178,1842.826378
20.0,2007,1896.329786
19.0,1748,1942.768891
20.0,1563,1984.45725
20.0,2001,2037.740332
20.0,2003,2091.26339
19.0,1632,2134.561836
20.0,2001,2187.564632
20.0,2794,2261.957947
20.0,2124,2318.653285
17.0,1931,2370.419403
21.0,2054,2425.514334
16.0,2227,2485.351984
20.0,1623,2529.039688
17.0,2356,2592.088258
20.0,1565,2633.820373
16.0,2003,2687.827225
18.0,1810,2735.697246
19.0,2081,2791.055628
20.0,1651,2835.215527
19.0,2082,2890.572904
17.0,2130,2947.476163
19.0,2039,3001.594767
18.0,1781,3049.091488
20.0,2854,3125.052173
19.0,2042,3168.767738
20.0,2007,3207.889348
3.0,3210,3270.187813
18.0,2477,3318.613004
20.0,1562,3349.1898
19.0,2895,3405.693932
18.0,2345,3451.268285
17.0,2225,3494.327399
19.0,2097,3535.196068
20.0,2004,3574.248969
21.0,2759,3628.013443
20.0,1564,3658.46895
18.0,2203,3701.395075
20.0,2791,3755.881244
17.0,2265,3800.001984
20.0,2004,3838.939406
19.0,1860,3875.483695
20.0,2003,3914.909279
19.0,1662,3947.187849
20.0,2000,3985.852968
17.0,2225,4029.313795
16.0,2242,4073.110523
20.0,2005,4112.281544
20.0,1627,4143.751608
19.0,1625,4175.201167
20.0,2788,4229.504167
20.0,2006,4268.708365
20.0,1564,4298.914915
18.0,2239,4342.541481
20.0,1567,4373.014521
20.0,2033,4412.212778
20.0,2003,4451.251
20.0,2006,4490.323149
19.0,2885,4546.921636
19.0,2051,4586.612619
18.0,2340,4632.000346
20.0,1564,4662.212763
18.0,2238,4706.299415
18.0,2270,4750.480649
16.0,2322,4795.757791
20.0,2032,4835.221533
20.0,2791,4889.716008
20.0,2005,4928.779188
20.0,2761,4982.407854
20.0,2007,5021.198414
19.0,1868,5057.668894
20.0,2085,5098.197873
20.0,1924,5135.636273
18.0,2305,5180.756503
20.0,2003,5219.72049
19.0,2053,5259.708997
20.0,1683,5292.371397
19.0,1633,5324.162374
19.0,2115,5365.745485
21.0,1972,5404.132103
19.0,2729,5457.035078
19.0,1746,5491.09257
20.0,2057,5531.046422
17.0,2406,5577.764776
19.0,2122,5619.066286
20.0,1566,5649.540303
18.0,1868,5685.729405
19.0,2204,5728.432322
19.0,2113,5769.486024
20.0,1562,5799.792571
17.0,2770,5853.602855
18.0,2538,5903.106357
20.0,1589,5934.01814
18.0,2141,5975.761173
20.0,2048,6015.694607
20.0,2057,6055.735189
20.0,2063,6095.73014
20.0,2775,6149.866499
20.0,1648,6182.027157
20.0,2053,6221.679217
20.0,2777,6275.569287
18.0,2180,6317.790878
20.0,1562,6348.114778
18.0,2243,6391.550551
20.0,2002,6430.508106
20.0,1591,6461.326853
18.0,2300,6505.905119
18.0,1785,6540.782344
21.0,2033,6580.142193
20.0,2821,6634.992647
20.0,2789,6689.379
19.0,2084,6729.751304
21.0,1988,6768.245566
20.0,2002,6807.461918
19.0,2143,6849.011616
20.0,2042,6888.484965
20.0,1561,6918.801418
20.0,2007,6957.576521
20.0,2771,7011.418067
20.0,2818,7066.299599
20.0,2035,7105.61131
18.0,2331,7150.907202
20.0,1623,7182.20268
19.0,2114,7223.152291
20.0,2006,7262.065724
15.0,2518,7310.737449
19.0,1700,7343.755268
17.0,2218,7386.887921
20.0,1689,7419.596595
19.0,2204,7462.513419
21.0,1970,7500.778743
