nupdates,policy_loss,explained_variance,total_timesteps,fps,policy_entropy,value_loss
3464,-0.020685337483882904,0.8505215048789978,2216960,1232,1.6224521398544312,0.016899770125746727
3465,-0.022961538285017014,0.7637437582015991,2217600,1232,1.5848363637924194,0.031033281236886978
3466,-0.003497650846838951,0.8987059891223907,2218240,1232,1.701907753944397,0.010436905547976494
3467,-0.016999708488583565,0.8575000911951065,2218880,1232,1.6133537292480469,0.016041310504078865
3468,-0.08303055912256241,0.8485203385353088,2219520,1232,1.5635006427764893,0.017046133056282997
3469,-0.01704678125679493,0.9042164459824562,2220160,1232,1.6368335485458374,0.009711284190416336
3470,0.08556479960680008,0.8660368472337723,2220800,1232,1.6531283855438232,0.011775264516472816
3471,-0.0405811071395874,0.8670157045125961,2221440,1232,1.6868149042129517,0.013259490951895714
3472,0.03321971744298935,0.894560195505619,2222080,1232,1.5590494871139526,0.01033852994441986
3473,0.013823263347148895,0.8932500183582306,2222720,1232,1.6258596181869507,0.009458797052502632
3474,-0.04390992596745491,0.9083699882030487,2223360,1232,1.6660232543945312,0.011299241334199905
3475,-0.05761723965406418,0.9317929968237877,2224000,1232,1.6418851613998413,0.009426897391676903
3476,-0.0006906278431415558,0.9481119476258755,2224640,1232,1.5835950374603271,0.005015661474317312
3477,-0.006799883209168911,0.8409392088651657,2225280,1232,1.6291511058807373,0.014885696582496166
3478,-0.014504111371934414,0.9109044373035431,2225920,1232,1.6814502477645874,0.007901578210294247
3479,0.023972906172275543,0.87087282538414,2226560,1232,1.5481356382369995,0.012529310770332813
3480,-0.03264849632978439,0.9346868023276329,2227200,1232,1.6260747909545898,0.007359998766332865
3481,-0.010609153658151627,0.9340090155601501,2227840,1232,1.6759477853775024,0.007164866663515568
3482,0.04954489320516586,0.8780982047319412,2228480,1232,1.6830825805664062,0.00727901142090559
3483,0.014092721045017242,0.9263152554631233,2229120,1232,1.5672906637191772,0.006103931926190853
3484,-0.018737897276878357,0.8421478569507599,2229760,1232,1.5987436771392822,0.011445688083767891
3485,-0.006635035388171673,0.723733514547348,2230400,1232,1.6823015213012695,0.021380197256803513
3486,-0.04296006262302399,0.9045410975813866,2231040,1232,1.6137402057647705,0.008973641321063042
3487,-0.0760331004858017,0.8872506767511368,2231680,1232,1.6147215366363525,0.01355772651731968
3488,-0.044042401015758514,0.8287367969751358,2232320,1232,1.646673560142517,0.01756046898663044
3489,-0.01281317975372076,0.8912005946040154,2232960,1232,1.6595468521118164,0.008107824251055717
3490,-0.009908493608236313,0.8981721326708794,2233600,1232,1.595999002456665,0.011067518964409828
3491,-0.08981185406446457,0.8722538650035858,2234240,1232,1.6311242580413818,0.017589788883924484
3492,-0.07039833813905716,0.9096228554844856,2234880,1232,1.7045797109603882,0.01167684979736805
3493,-0.015280176885426044,0.934450700879097,2235520,1232,1.5895904302597046,0.009340206161141396
3494,-0.11947732418775558,0.756522923707962,2236160,1232,1.5942946672439575,0.04042959213256836
3495,0.04920314997434616,0.8503753840923309,2236800,1232,1.6667001247406006,0.01497567631304264
3496,-0.053420066833496094,0.8084983825683594,2237440,1232,1.578240156173706,0.01844773255288601
3497,-0.06526387482881546,0.7354801595211029,2238080,1232,1.6124368906021118,0.037529055029153824
3498,-0.0622769296169281,0.9042850807309151,2238720,1232,1.6373145580291748,0.011450307443737984
3499,-0.012393064796924591,0.8926361873745918,2239360,1232,1.626818060874939,0.009059078991413116
3500,0.020482612773776054,0.853368729352951,2240000,1232,1.6298261880874634,0.015355709008872509
3501,-0.012558492831885815,0.8221508413553238,2240640,1232,1.6014583110809326,0.01747707650065422
3502,-0.06523668766021729,0.8928158655762672,2241280,1232,1.665962815284729,0.014386785216629505
3503,-0.04120582342147827,0.9040913283824921,2241920,1232,1.6305240392684937,0.014219802804291248
3504,0.015791580080986023,0.8591424226760864,2242560,1232,1.6201452016830444,0.016240397468209267
3505,0.026892298832535744,0.9119551926851273,2243200,1232,1.6044988632202148,0.009867756627500057
3506,0.0024057310074567795,0.7708755284547806,2243840,1232,1.5995848178863525,0.014927968382835388
3507,0.014797341078519821,0.922221265733242,2244480,1232,1.6526267528533936,0.007967163808643818
3508,-0.00931616872549057,0.8956681117415428,2245120,1232,1.6447312831878662,0.012741988524794579
3509,0.02642953209578991,0.8748938292264938,2245760,1232,1.6305952072143555,0.014307789504528046
3510,0.009658068418502808,0.8747881948947906,2246400,1232,1.5909661054611206,0.013697248883545399
3511,-0.008702821098268032,0.9196899756789207,2247040,1232,1.6257612705230713,0.00838504172861576
3512,-0.025330737233161926,0.9509919211268425,2247680,1232,1.6505542993545532,0.006193883251398802
3513,0.009626181796193123,0.8547156304121017,2248320,1232,1.6418371200561523,0.011004216969013214
3514,0.03839534521102905,0.8257887661457062,2248960,1232,1.617429494857788,0.01417200081050396
3515,-0.10200641304254532,0.7966110706329346,2249600,1232,1.588936448097229,0.02576112374663353
3516,0.02617732435464859,0.8928089290857315,2250240,1232,1.6205936670303345,0.01265488751232624
3517,-0.04491778463125229,0.8819160163402557,2250880,1232,1.6112970113754272,0.011942748911678791
3518,0.007446940988302231,0.8093326985836029,2251520,1232,1.6395084857940674,0.020097408443689346
3519,-0.05562280863523483,0.8935562297701836,2252160,1232,1.6211057901382446,0.012183691374957561
3520,-0.03563441336154938,0.8344118595123291,2252800,1232,1.5871522426605225,0.01658499799668789
3521,-0.1009148359298706,0.8430516272783279,2253440,1232,1.6540721654891968,0.02492177113890648
3522,-0.08282534778118134,0.926383376121521,2254080,1232,1.633888602256775,0.010390871204435825
3523,-0.020515093579888344,0.8825152888894081,2254720,1232,1.5928548574447632,0.014164440333843231
3524,-0.12382131069898605,0.6456144154071808,2255360,1232,1.623218297958374,0.053564250469207764
3525,0.0030271410942077637,0.8566123247146606,2256000,1232,1.6144466400146484,0.013098726980388165
3526,-0.10271164774894714,0.7465705275535583,2256640,1232,1.597698450088501,0.032106637954711914
3527,-0.006777871400117874,0.9078529477119446,2257280,1232,1.6098031997680664,0.012730270624160767
3528,-0.0384245365858078,0.8043810427188873,2257920,1231,1.693202018737793,0.014183270744979382
3529,-0.07936345040798187,0.7817926853895187,2258560,1231,1.5522602796554565,0.03294970840215683
3530,-0.025293461978435516,0.8730544447898865,2259200,1231,1.6121362447738647,0.01056661270558834
3531,0.02116781286895275,0.7801280915737152,2259840,1231,1.6263866424560547,0.02303401753306389
3532,-0.049986518919467926,0.8632845133543015,2260480,1231,1.666359305381775,0.012600339949131012
3533,0.012525403872132301,0.9054237529635429,2261120,1231,1.649092435836792,0.008617335930466652
3534,-0.07433868944644928,0.802703782916069,2261760,1231,1.5361882448196411,0.023231953382492065
3535,-0.03284553810954094,0.8697798252105713,2262400,1231,1.6324418783187866,0.01310749351978302
3536,0.03425034135580063,0.929470106959343,2263040,1231,1.6212276220321655,0.007347561419010162
3537,-0.017746224999427795,0.6750115752220154,2263680,1231,1.633243203163147,0.0384722463786602
3538,-0.06196033954620361,0.7835665494203568,2264320,1231,1.649423360824585,0.02037382684648037
3539,0.006935570389032364,0.760158509016037,2264960,1231,1.5652530193328857,0.014603272080421448
3540,-0.040382228791713715,0.9042648747563362,2265600,1231,1.6181904077529907,0.00944087840616703
3541,-0.001629759557545185,0.9011556208133698,2266240,1231,1.6622536182403564,0.010247183963656425
3542,-0.0143703892827034,0.9336288198828697,2266880,1231,1.6928859949111938,0.006371690891683102
3543,-0.022840524092316628,0.8337798714637756,2267520,1231,1.582991361618042,0.01787787675857544
3544,-0.017760155722498894,0.8243300467729568,2268160,1231,1.5644805431365967,0.018014095723628998
3545,-0.034354522824287415,0.8107229620218277,2268800,1231,1.680873155593872,0.030153144150972366
3546,0.0324225053191185,0.7956027090549469,2269440,1231,1.6411666870117188,0.02548016607761383
3547,0.020590055733919144,0.927723839879036,2270080,1231,1.65254807472229,0.006200922653079033
3548,-0.053971074521541595,0.7284288108348846,2270720,1231,1.5469388961791992,0.0257454551756382
3549,0.0550762340426445,0.9390793032944202,2271360,1231,1.6394684314727783,0.006528803147375584
3550,0.008173733949661255,0.909087285399437,2272000,1231,1.6647312641143799,0.011144756339490414
3551,-0.008750113658607006,0.7411485612392426,2272640,1231,1.6474939584732056,0.01696249470114708
3552,-0.027984358370304108,0.8485455214977264,2273280,1231,1.600874900817871,0.01299196481704712
3553,-0.035216204822063446,0.928439624607563,2273920,1231,1.580613374710083,0.006133809220045805
3554,0.009587375447154045,0.9574164375662804,2274560,1231,1.685476541519165,0.004243277944624424
3555,-0.09936095774173737,0.7868983745574951,2275200,1231,1.6233880519866943,0.03249641880393028
3556,0.006786596029996872,0.9086818620562553,2275840,1231,1.6857770681381226,0.010252751410007477
3557,-0.015295646153390408,0.8052027225494385,2276480,1231,1.6089563369750977,0.020832769572734833
3558,-0.05097329244017601,0.8016769587993622,2277120,1231,1.5978935956954956,0.01803184486925602
3559,-0.028876405209302902,0.8468174636363983,2277760,1231,1.6482422351837158,0.019552873447537422
3560,-0.038309112191200256,0.9094322919845581,2278400,1231,1.6461703777313232,0.011074071750044823
3561,-0.0681711807847023,0.8708581626415253,2279040,1231,1.655278205871582,0.010664750821888447
3562,-0.006048823706805706,0.8655878752470016,2279680,1231,1.5743069648742676,0.007693454623222351
3563,0.05125998705625534,0.8518732786178589,2280320,1231,1.5991427898406982,0.012225826270878315
3564,-0.021895505487918854,0.9084168374538422,2280960,1231,1.696099877357483,0.007275798823684454
3565,-0.0387362465262413,0.8370379358530045,2281600,1231,1.674931287765503,0.010317309759557247
3566,-0.007762463763356209,0.9132871255278587,2282240,1231,1.5953866243362427,0.007309712469577789
3567,-0.015980765223503113,0.9532076641917229,2282880,1231,1.60159170627594,0.004287885036319494
3568,-0.008776819333434105,0.9233386516571045,2283520,1231,1.6608585119247437,0.005210917443037033
3569,0.02797270566225052,0.944833867251873,2284160,1231,1.6578470468521118,0.0043918052688241005
3570,-0.023738279938697815,0.9406636767089367,2284800,1231,1.6391611099243164,0.0036810734309256077
3571,-0.035144008696079254,0.919170580804348,2285440,1231,1.6330150365829468,0.004750092979520559
3572,0.0017577018588781357,0.9519544281065464,2286080,1231,1.6084743738174438,0.004395000170916319
3573,-0.03352230787277222,0.9393614567816257,2286720,1231,1.6441662311553955,0.007475086487829685
3574,-0.05835472792387009,0.9626713544130325,2287360,1231,1.6601825952529907,0.005039297975599766
3575,0.007914410904049873,0.9468435198068619,2288000,1231,1.6497716903686523,0.003867401508614421
3576,0.011969991028308868,0.924717590212822,2288640,1231,1.608331322669983,0.005409193225204945
3577,-0.031980544328689575,0.9373424053192139,2289280,1231,1.5892127752304077,0.005132758058607578
3578,0.013888830319046974,0.8868412524461746,2289920,1231,1.6704463958740234,0.006056163460016251
3579,-0.045809149742126465,0.9334786906838417,2290560,1231,1.6284434795379639,0.004417540971189737
3580,-0.041679173707962036,0.8795202001929283,2291200,1231,1.656282663345337,0.009404947981238365
3581,-0.030686067417263985,0.9443874359130859,2291840,1231,1.611598253250122,0.004135289695113897
3582,-0.020411062985658646,0.9412131495773792,2292480,1231,1.5975968837738037,0.003795705270022154
3583,0.0020972788333892822,0.9596720226109028,2293120,1231,1.6638262271881104,0.003014541929587722
3584,-0.01397872157394886,0.9380315542221069,2293760,1231,1.6494405269622803,0.005166153889149427
3585,-0.029691942036151886,0.9551204219460487,2294400,1231,1.647552251815796,0.002971172332763672
3586,-0.022971265017986298,0.9254971444606781,2295040,1231,1.601763129234314,0.005480865482240915
3587,-0.016400624066591263,0.9479510262608528,2295680,1231,1.6561006307601929,0.003174874931573868
3588,-0.010270767845213413,0.932973675429821,2296320,1231,1.6544578075408936,0.0038091670721769333
3589,-0.028817899525165558,0.9526263773441315,2296960,1231,1.6443599462509155,0.0025236548390239477
3590,-0.010735534131526947,0.9192366600036621,2297600,1231,1.6482527256011963,0.005176245234906673
3591,-0.024666476994752884,0.9592098817229271,2298240,1231,1.6285479068756104,0.002563025103881955
3592,-0.000467691570520401,0.9073310494422913,2298880,1231,1.6506664752960205,0.005025320686399937
3593,-0.013384507969021797,0.9156522154808044,2299520,1231,1.6825088262557983,0.008334280923008919
3594,-0.0005167461931705475,0.9665612913668156,2300160,1231,1.6238510608673096,0.0028186144772917032
3595,-0.03161383420228958,0.9225801303982735,2300800,1231,1.6275590658187866,0.009171376004815102
3596,-0.024494927376508713,0.933844268321991,2301440,1231,1.6487128734588623,0.006981560494750738
3597,0.020836740732192993,0.9205377474427223,2302080,1231,1.640373945236206,0.0057646469213068485
3598,-0.03760982304811478,0.9137426167726517,2302720,1231,1.6106045246124268,0.00880303792655468
3599,-0.055512234568595886,0.8581197559833527,2303360,1231,1.6782560348510742,0.008026566356420517
3600,-0.07015971839427948,0.7460059523582458,2304000,1231,1.6352412700653076,0.026454826816916466
3601,-0.07732106745243073,0.7743381261825562,2304640,1231,1.6020959615707397,0.027153220027685165
3602,-0.00462678074836731,0.9267957434058189,2305280,1231,1.6754506826400757,0.007218827493488789
3603,-0.028675686568021774,0.9402617961168289,2305920,1231,1.6423051357269287,0.005735013633966446
3604,4.5530498027801514e-05,0.9305873066186905,2306560,1231,1.64602530002594,0.006347565911710262
3605,0.01745385304093361,0.9209685102105141,2307200,1231,1.619280457496643,0.008076620288193226
3606,-0.07755343616008759,0.9031515270471573,2307840,1231,1.6685718297958374,0.011231320910155773
3607,0.025510916486382484,0.9401831738650799,2308480,1231,1.6814781427383423,0.0046769073233008385
3608,-0.013834144920110703,0.8805272802710533,2309120,1231,1.585419774055481,0.010200997814536095
3609,-0.09072482585906982,0.8970915898680687,2309760,1231,1.676247000694275,0.015487921424210072
3610,0.03415895253419876,0.931492954492569,2310400,1231,1.6865431070327759,0.005873487330973148
3611,0.014187311753630638,0.8897434175014496,2311040,1231,1.5962470769882202,0.012460388243198395
3612,-0.0037209298461675644,0.9102392494678497,2311680,1231,1.6562954187393188,0.01101316511631012
3613,0.014860974624752998,0.7271684408187866,2312320,1231,1.682887077331543,0.021457552909851074
3614,0.001741582527756691,0.7034656703472137,2312960,1231,1.655191421508789,0.0236732829362154
3615,-0.028231266885995865,0.9275536760687828,2313600,1231,1.5878028869628906,0.007476887200027704
3616,-0.03345219045877457,0.9030375853180885,2314240,1231,1.6527849435806274,0.011365518905222416
3617,0.008001981303095818,0.872709259390831,2314880,1231,1.7010657787322998,0.013078605756163597
3618,-0.05148778110742569,0.9031325504183769,2315520,1231,1.6154921054840088,0.00857858918607235
3619,0.008963460102677345,0.9124400094151497,2316160,1231,1.6111881732940674,0.010196800343692303
3620,-0.019801555201411247,0.9478806108236313,2316800,1231,1.6493852138519287,0.004880741238594055
3621,0.02031746320426464,0.8551700413227081,2317440,1231,1.6898534297943115,0.014071399345993996
3622,-0.022460414096713066,0.9574222266674042,2318080,1231,1.6715128421783447,0.0038185156881809235
3623,0.005283471196889877,0.9527918957173824,2318720,1231,1.6515796184539795,0.0026936489157378674
3624,-0.026707518845796585,0.8652922064065933,2319360,1231,1.6301418542861938,0.009032796137034893
3625,-0.03884713724255562,0.6925681233406067,2320000,1231,1.6187855005264282,0.02936577796936035
3626,-0.07000452280044556,0.8182789236307144,2320640,1231,1.691133737564087,0.01858162321150303
3627,-0.03132049739360809,0.9310927167534828,2321280,1231,1.6273376941680908,0.004894529469311237
3628,0.003704564645886421,0.9157942235469818,2321920,1231,1.6653735637664795,0.004971691872924566
3629,-0.08983676135540009,0.8781696483492851,2322560,1231,1.5912535190582275,0.012243019416928291
3630,0.018164141103625298,0.9149261713027954,2323200,1231,1.6738487482070923,0.008067198097705841
3631,-0.05782150849699974,0.8462476581335068,2323840,1231,1.6861047744750977,0.015910973772406578
3632,-0.010368929244577885,0.8903457969427109,2324480,1231,1.6704469919204712,0.009370715357363224
3633,-0.02070154994726181,0.9382217042148113,2325120,1231,1.6134541034698486,0.004001474007964134
3634,-0.04015371948480606,0.8225029557943344,2325760,1231,1.5636491775512695,0.01646558754146099
3635,0.0053068120032548904,0.8695077896118164,2326400,1231,1.715912103652954,0.012033231556415558
3636,-0.055463410913944244,0.6815606653690338,2327040,1231,1.652719259262085,0.02549731358885765
3637,-0.00732867605984211,0.9263401851058006,2327680,1231,1.6686146259307861,0.0060387784615159035
3638,-0.09065288305282593,0.7310582995414734,2328320,1231,1.6030328273773193,0.02196737378835678
3639,-0.01257320400327444,0.8871543034911156,2328960,1231,1.6284011602401733,0.0077172680757939816
3640,-0.05506709963083267,0.8546089380979538,2329600,1230,1.6605064868927002,0.017995264381170273
3641,0.03258266672492027,0.9488583914935589,2330240,1230,1.6559076309204102,0.005441511981189251
3642,-0.03847638517618179,0.8537802696228027,2330880,1230,1.6677110195159912,0.010238762944936752
3643,-0.029274899512529373,0.6973699331283569,2331520,1230,1.5844013690948486,0.027277126908302307
3644,0.008075568825006485,0.7646482884883881,2332160,1230,1.6221277713775635,0.015300042927265167
3645,0.002135569229722023,0.8920013457536697,2332800,1230,1.6952464580535889,0.008889992721378803
3646,-0.0234433151781559,0.905563548207283,2333440,1230,1.672283411026001,0.006825415883213282
3647,-0.03456250578165054,0.8751702532172203,2334080,1230,1.6272499561309814,0.010468604043126106
3648,-0.07081852108240128,0.9061737209558487,2334720,1230,1.6282374858856201,0.009671943262219429
3649,-0.04455089941620827,0.9337440878152847,2335360,1230,1.671280860900879,0.006299878470599651
3650,-0.004394477233290672,0.925148606300354,2336000,1230,1.6732431650161743,0.00889611802995205
3651,-0.008125701919198036,0.9311538189649582,2336640,1230,1.627935767173767,0.005105684511363506
3652,0.005321366712450981,0.781168594956398,2337280,1230,1.6078112125396729,0.010700034908950329
3653,-0.023920796811580658,0.8928368836641312,2337920,1230,1.644622802734375,0.01074485294520855
3654,0.015132797881960869,0.9303081706166267,2338560,1230,1.6400387287139893,0.007668263278901577
3655,-0.06128615885972977,0.9268526807427406,2339200,1230,1.6793487071990967,0.008659107610583305
3656,-0.028581298887729645,0.8850575387477875,2339840,1230,1.6490156650543213,0.012973782606422901
3657,-0.016050925478339195,0.7435947954654694,2340480,1230,1.59664785861969,0.03444390743970871
3658,-0.006687479093670845,0.8955132886767387,2341120,1230,1.6189792156219482,0.010470358654856682
3659,0.004387274384498596,0.7892635464668274,2341760,1230,1.622362732887268,0.02194378897547722
3660,-0.02824515663087368,0.7234059274196625,2342400,1230,1.6242663860321045,0.018158843740820885
3661,0.009907973930239677,0.9061697125434875,2343040,1230,1.6131349802017212,0.006491238716989756
3662,-0.0004314146935939789,0.9240666851401329,2343680,1230,1.6220331192016602,0.007787677459418774
3663,-0.04491183161735535,0.8711865842342377,2344320,1230,1.664996862411499,0.013061925768852234
3664,-0.07099143415689468,0.7895737439393997,2344960,1230,1.6683683395385742,0.022569574415683746
3665,-0.019729740917682648,0.9288856908679008,2345600,1230,1.6149126291275024,0.007722015492618084
3666,0.03772579878568649,0.8829055726528168,2346240,1230,1.6308648586273193,0.010892584919929504
3667,-0.044903866946697235,0.8729652464389801,2346880,1230,1.6475896835327148,0.009961450472474098
3668,-0.022148264572024345,0.7268015146255493,2347520,1230,1.658233642578125,0.031225502490997314
3669,0.03714095056056976,0.9006479904055595,2348160,1230,1.6361080408096313,0.00915958546102047
3670,-0.02062772959470749,0.9152273535728455,2348800,1230,1.6696960926055908,0.006889154203236103
3671,-0.018496982753276825,0.9026485830545425,2349440,1230,1.6239467859268188,0.008021782152354717
3672,0.03016870841383934,0.9483043849468231,2350080,1230,1.6123764514923096,0.006714916788041592
3673,-0.04820304736495018,0.92325359582901,2350720,1230,1.623440146446228,0.010296651162207127
3674,0.02319115400314331,0.7822222411632538,2351360,1230,1.6826934814453125,0.01287890039384365
3675,0.021422574296593666,0.8489190936088562,2352000,1230,1.668473243713379,0.01415521651506424
3676,-0.0014611370861530304,0.9479587413370609,2352640,1230,1.5825961828231812,0.006120896898210049
3677,-0.008320951834321022,0.9451124593615532,2353280,1230,1.6467422246932983,0.006785692181438208
3678,-0.03157323971390724,0.7261590659618378,2353920,1230,1.6602874994277954,0.020378485321998596
3679,0.03702407330274582,0.8600475192070007,2354560,1230,1.6683406829833984,0.011565551161766052
3680,-0.013042700476944447,0.9262273162603378,2355200,1230,1.5689148902893066,0.006735668983310461
3681,0.029492735862731934,0.8871050253510475,2355840,1230,1.6517658233642578,0.008202778175473213
3682,-0.06043054163455963,0.8619326651096344,2356480,1230,1.6943323612213135,0.014911651611328125
3683,-0.028764836490154266,0.9024812132120132,2357120,1230,1.5880653858184814,0.009364524856209755
3684,-0.00838062260299921,0.9178349375724792,2357760,1230,1.6498838663101196,0.011367961764335632
3685,-0.02964812144637108,0.9357478246092796,2358400,1230,1.6632401943206787,0.00776436785236001
3686,0.0021777693182229996,0.916092149913311,2359040,1230,1.6916606426239014,0.009115828201174736
3687,-0.016711261123418808,0.8535109013319016,2359680,1230,1.5439064502716064,0.010800352320075035
3688,-0.01753566414117813,0.948396597057581,2360320,1230,1.6482651233673096,0.004192242864519358
3689,-0.018951673060655594,0.8957467153668404,2360960,1230,1.7098480463027954,0.008199087344110012
3690,-0.06318208575248718,0.9129916206002235,2361600,1230,1.6514770984649658,0.006024105008691549
3691,-0.05496494472026825,0.872281476855278,2362240,1230,1.5950254201889038,0.01389131136238575
3692,-0.022763853892683983,0.8900609761476517,2362880,1230,1.6550098657608032,0.008176478557288647
3693,-0.013010965660214424,0.9141214713454247,2363520,1230,1.655303955078125,0.006541241891682148
3694,-0.04546200856566429,0.8118573874235153,2364160,1230,1.5976812839508057,0.020758455619215965
3695,-0.02441878244280815,0.952973697334528,2364800,1230,1.6620216369628906,0.005008349195122719
3696,-0.08879757672548294,0.799026608467102,2365440,1230,1.6584726572036743,0.017427725717425346
3697,-0.06617036461830139,0.9289785102009773,2366080,1230,1.652411699295044,0.00887850858271122
3698,-0.07392781227827072,0.7678765654563904,2366720,1230,1.5971894264221191,0.03186303377151489
3699,0.010287834331393242,0.9298286139965057,2367360,1230,1.6865475177764893,0.00789172574877739
3700,-0.03028205782175064,0.8762382715940475,2368000,1230,1.683392882347107,0.010677997022867203
3701,-0.09345899522304535,0.4714335799217224,2368640,1230,1.6031897068023682,0.05432455614209175
3702,-0.03152531757950783,0.6975000202655792,2369280,1230,1.5997943878173828,0.03197720646858215
3703,-0.011647305451333523,0.8639144599437714,2369920,1230,1.680091142654419,0.01196383498609066
3704,-0.05576637387275696,0.8825741484761238,2370560,1230,1.6511577367782593,0.010826267302036285
3705,0.007027272135019302,0.8649677485227585,2371200,1230,1.6292459964752197,0.009902965277433395
3706,-0.016022080555558205,0.8905108496546745,2371840,1230,1.648773431777954,0.009799117222428322
3707,-0.03256022185087204,0.7283272743225098,2372480,1230,1.6525003910064697,0.025518158450722694
3708,-0.009340137243270874,0.902726873755455,2373120,1230,1.6881710290908813,0.008912510238587856
3709,0.017321476712822914,0.9465286359190941,2373760,1230,1.6093868017196655,0.005068407393991947
3710,-0.010741014033555984,0.9236010983586311,2374400,1230,1.6890777349472046,0.0055910078808665276
3711,-0.0027754362672567368,0.9075874984264374,2375040,1230,1.6016241312026978,0.006886165589094162
3712,0.0056789107620716095,0.8674777448177338,2375680,1230,1.6569812297821045,0.014159989543259144
3713,-0.050213269889354706,0.9295535981655121,2376320,1230,1.657941460609436,0.008216803893446922
3714,-0.0009789802134037018,0.8440951108932495,2376960,1230,1.6831343173980713,0.011470729485154152
3715,0.08398681879043579,0.731387734413147,2377600,1230,1.6605278253555298,0.018747778609395027
3716,-0.028045687824487686,0.887948289513588,2378240,1230,1.5971717834472656,0.010229900479316711
3717,0.006696036085486412,0.955767098814249,2378880,1230,1.6691001653671265,0.005000575445592403
3718,-0.03367725759744644,0.8693614602088928,2379520,1230,1.6770120859146118,0.011479152366518974
3719,-0.05444025993347168,0.6864524483680725,2380160,1230,1.6816208362579346,0.027873774990439415
3720,-0.0038136467337608337,0.8762099221348763,2380800,1230,1.600346565246582,0.010590897873044014
3721,-0.058082982897758484,0.8376974612474442,2381440,1230,1.6217060089111328,0.02348388358950615
3722,-0.0016567464917898178,0.9236344546079636,2382080,1230,1.6680810451507568,0.0073073855601251125
3723,-0.016499631106853485,0.890554741024971,2382720,1230,1.674167275428772,0.008134518750011921
3724,0.01040879637002945,0.7572544068098068,2383360,1230,1.619977593421936,0.015596416778862476
3725,-0.031943634152412415,0.8843808621168137,2384000,1230,1.6151326894760132,0.008273365907371044
3726,-0.010548761114478111,0.9138431400060654,2384640,1230,1.674560785293579,0.007104224059730768
3727,0.005748158320784569,0.9149227440357208,2385280,1230,1.6496765613555908,0.005346273072063923
3728,-0.04935535043478012,0.8527945280075073,2385920,1230,1.6275781393051147,0.009958334267139435
3729,-0.02145504206418991,0.910694345831871,2386560,1230,1.6826608180999756,0.0071910349652171135
3730,9.178556501865387e-05,0.916748121380806,2387200,1230,1.6301624774932861,0.006474843714386225
3731,0.01048426516354084,0.9074078649282455,2387840,1230,1.629473090171814,0.007739563472568989
3732,0.011937478557229042,0.9118405431509018,2388480,1230,1.6652406454086304,0.006416558288037777
3733,-0.03595057874917984,0.8471964001655579,2389120,1230,1.6390177011489868,0.010428108274936676
3734,0.012654485180974007,0.9284050166606903,2389760,1230,1.653167963027954,0.005624866578727961
3735,-0.061582744121551514,0.9235121831297874,2390400,1230,1.5938093662261963,0.0059229182079434395
3736,-0.05986086279153824,0.9217452332377434,2391040,1230,1.6800546646118164,0.007032291032373905
3737,-0.03822542354464531,0.838783398270607,2391680,1230,1.6881487369537354,0.009418007917702198
3738,-0.021333172917366028,0.9360076859593391,2392320,1230,1.5979692935943604,0.003994763363152742
3739,-0.009483485482633114,0.920972429215908,2392960,1230,1.6528230905532837,0.005841901525855064
3740,-0.04387319087982178,0.9017656147480011,2393600,1230,1.6278737783432007,0.011519825085997581
3741,-0.02248106710612774,0.8590741455554962,2394240,1230,1.6509742736816406,0.014137675985693932
3742,0.0008851923048496246,0.7434006631374359,2394880,1230,1.6459077596664429,0.023266855627298355
3743,-0.06058375909924507,0.8890504166483879,2395520,1230,1.6530883312225342,0.009876531548798084
3744,-0.06467621773481369,0.795543372631073,2396160,1230,1.6084569692611694,0.016329975798726082
3745,-0.02533613331615925,0.9283915013074875,2396800,1230,1.6202342510223389,0.007145619485527277
3746,-0.015066578984260559,0.928491048514843,2397440,1230,1.6739097833633423,0.006870775483548641
3747,-0.015623534098267555,0.903682254254818,2398080,1230,1.6315969228744507,0.009646428748965263
3748,-0.07278262078762054,0.8200327306985855,2398720,1230,1.6482356786727905,0.01772650144994259
3749,-0.004007834941148758,0.9026781022548676,2399360,1230,1.6090034246444702,0.009220822714269161
3750,0.0009544454514980316,0.8996671959757805,2400000,1230,1.6660125255584717,0.0065990230068564415
3751,0.01941087655723095,0.9198606163263321,2400640,1230,1.6261781454086304,0.007115197833627462
3752,-0.017854060977697372,0.9098150357604027,2401280,1230,1.6477924585342407,0.006609699688851833
3753,-0.017839526757597923,0.7805669605731964,2401920,1230,1.6669105291366577,0.010086479596793652
3754,0.024418635293841362,0.920157253742218,2402560,1230,1.600318193435669,0.005682163871824741
3755,-0.07037187367677689,0.7961438894271851,2403200,1230,1.652189016342163,0.022381167858839035
3756,-0.027334371581673622,0.9189403876662254,2403840,1230,1.688401460647583,0.005824570078402758
3757,-0.10069499909877777,0.7344445586204529,2404480,1230,1.6495492458343506,0.02260899730026722
3758,0.016681980341672897,0.9003299474716187,2405120,1230,1.56331467628479,0.006692280527204275
3759,-0.0007150806486606598,0.9007250815629959,2405760,1230,1.656507134437561,0.005299028940498829
3760,-0.045537471771240234,0.9037929549813271,2406400,1230,1.6736581325531006,0.0064490498043596745
3761,0.011707711964845657,0.7975008338689804,2407040,1229,1.6516071557998657,0.015093587338924408
3762,-0.031931810081005096,0.9535163193941116,2407680,1230,1.6233047246932983,0.004715395625680685
3763,0.01697220839560032,0.9023863822221756,2408320,1230,1.6342906951904297,0.006392511073499918
