nupdates,policy_loss,explained_variance,total_timesteps,fps,policy_entropy,value_loss
89,-0.0793401226401329,0.005432844161987305,56960,2027,1.7564237117767334,0.07031778991222382
90,0.13462285697460175,-0.0011301040649414062,57600,2027,1.7528579235076904,0.04697895795106888
91,-0.02162284217774868,0.011409401893615723,58240,2028,1.7513145208358765,0.07616188377141953
92,0.20838409662246704,-0.019067883491516113,58880,2027,1.756051778793335,0.1239369660615921
93,0.1685316115617752,-0.013596653938293457,59520,2021,1.761664628982544,0.11538475751876831
94,0.2073960304260254,0.0004006028175354004,60160,2021,1.7662086486816406,0.10330130159854889
95,-0.047611694782972336,0.014790773391723633,60800,2020,1.770634651184082,0.06817362457513809
96,0.013025714084506035,0.007853209972381592,61440,2020,1.772139310836792,0.06295521557331085
97,0.00523030012845993,0.003338158130645752,62080,2021,1.7747033834457397,0.08321277052164078
98,0.03580758720636368,0.009755432605743408,62720,2022,1.7776260375976562,0.050217024981975555
99,-0.23503905534744263,0.008143365383148193,63360,2023,1.777962327003479,0.08649583160877228
100,-0.24375475943088531,0.00391155481338501,64000,2023,1.7768447399139404,0.08788533508777618
101,-0.15610194206237793,0.01197880506515503,64640,2025,1.774780035018921,0.10400696843862534
102,-0.17821021378040314,0.012040197849273682,65280,2026,1.7731125354766846,0.07978377491235733
103,-0.027584675699472427,0.006263852119445801,65920,2022,1.7718732357025146,0.062439244240522385
104,-0.10930848121643066,0.0017305612564086914,66560,2023,1.7699604034423828,0.07836975157260895
105,-0.13530771434307098,0.008531153202056885,67200,2024,1.7650753259658813,0.0797496810555458
106,-0.13420134782791138,0.015211820602416992,67840,2025,1.7604602575302124,0.08181203901767731
107,-0.03313443809747696,0.021338820457458496,68480,2025,1.7551095485687256,0.07261551916599274
108,0.07205496728420258,0.012303292751312256,69120,2027,1.7500873804092407,0.09036114811897278
109,0.07531452924013138,0.02030402421951294,69760,2028,1.7416013479232788,0.08316443115472794
110,0.10620520263910294,0.023350954055786133,70400,2029,1.7357895374298096,0.07950223982334137
111,0.07989226281642914,0.01815861463546753,71040,2031,1.731724739074707,0.07416312396526337
112,0.001146506518125534,0.028080403804779053,71680,2032,1.7306089401245117,0.07875553518533707
113,0.05304061621427536,0.017317116260528564,72320,2034,1.7333968877792358,0.0694502517580986
114,-0.014739394187927246,0.025219321250915527,72960,2032,1.7368929386138916,0.07161568105220795
115,0.03885698318481445,0.02919173240661621,73600,2033,1.748983383178711,0.0637047067284584
116,-0.141932412981987,0.017118990421295166,74240,2034,1.760627031326294,0.09954740107059479
117,-0.09597417712211609,0.04030972719192505,74880,2034,1.767004370689392,0.07444987446069717
118,-0.14178386330604553,0.024883031845092773,75520,2035,1.7715333700180054,0.0772092416882515
119,-0.26326408982276917,0.026932716369628906,76160,2036,1.7727086544036865,0.09690073132514954
120,-0.03816179186105728,0.04018878936767578,76800,2038,1.7723764181137085,0.0672137588262558
121,-0.1254645586013794,0.03328597545623779,77440,2039,1.7734410762786865,0.07982078194618225
122,0.11941450089216232,0.04448920488357544,78080,2039,1.772449254989624,0.059806663542985916
123,-0.054140813648700714,0.03442162275314331,78720,2040,1.7746543884277344,0.090431347489357
124,0.22738033533096313,-0.0030858516693115234,79360,2040,1.7772445678710938,0.12319578975439072
125,0.18306052684783936,0.04221844673156738,80000,2040,1.779829978942871,0.08696869760751724
126,-0.1508994698524475,0.0341070294380188,80640,2039,1.7823232412338257,0.09598290920257568
127,0.20422746241092682,0.028486430644989014,81280,2040,1.7835607528686523,0.060578297823667526
128,0.05834360420703888,0.05377751588821411,81920,2041,1.7841360569000244,0.06990086287260056
129,0.1628124713897705,0.008485198020935059,82560,2042,1.7846968173980713,0.06367312371730804
130,0.12072834372520447,-0.008512020111083984,83200,2042,1.785249948501587,0.1277799904346466
131,0.05682210624217987,0.0027045011520385742,83840,2042,1.7856864929199219,0.11202887445688248
132,0.10117023438215256,0.04272043704986572,84480,2042,1.7863891124725342,0.06566084921360016
133,-0.10155624151229858,0.038232386112213135,85120,2043,1.7874033451080322,0.06982166320085526
134,0.020248427987098694,0.018002569675445557,85760,2044,1.7876155376434326,0.07162340730428696
135,0.01674315147101879,0.022559762001037598,86400,2045,1.7882788181304932,0.08231964707374573
136,-0.18775849044322968,0.030056416988372803,87040,2042,1.788344383239746,0.08194263279438019
137,-0.13075289130210876,0.021344900131225586,87680,2042,1.7876405715942383,0.06898883730173111
138,-0.24346879124641418,0.03329801559448242,88320,2042,1.786881446838379,0.08690471202135086
139,-0.008702545426785946,0.047189950942993164,88960,2041,1.7859477996826172,0.05785611271858215
140,-0.00011869333684444427,0.021376967430114746,89600,2041,1.7840614318847656,0.08296694606542587
141,0.1525496393442154,0.0007271170616149902,90240,2041,1.7790729999542236,0.050738655030727386
142,-0.06122559309005737,0.014723479747772217,90880,2042,1.7727973461151123,0.05943714454770088
143,-0.11096878349781036,0.015259087085723877,91520,2042,1.76688551902771,0.07326368987560272
144,0.004353424534201622,0.020796239376068115,92160,2043,1.7580629587173462,0.06355942040681839
145,0.22418875992298126,0.02751392126083374,92800,2043,1.748656988143921,0.1181102842092514
146,0.018839575350284576,0.0490109920501709,93440,2043,1.7401468753814697,0.07061615586280823
147,0.06486382335424423,0.04137355089187622,94080,2042,1.7378835678100586,0.05722885578870773
148,-0.3106296956539154,0.0495113730430603,94720,2043,1.73833429813385,0.11383078992366791
149,-0.07620670646429062,0.060879409313201904,95360,2043,1.7354438304901123,0.05172649770975113
150,-0.15148885548114777,0.07166439294815063,96000,2043,1.732848882675171,0.08503610640764236
151,-0.22850237786769867,0.06422960758209229,96640,2044,1.728621244430542,0.07804585993289948
152,-0.012162772938609123,0.07558590173721313,97280,2045,1.7227504253387451,0.053158629685640335
153,-0.18638499081134796,0.07572054862976074,97920,2046,1.7247289419174194,0.07837405055761337
154,-0.11656990647315979,0.05786174535751343,98560,2047,1.723702073097229,0.07331956923007965
155,-0.012865118682384491,0.07895761728286743,99200,2048,1.719651460647583,0.07151484489440918
156,-0.09074847400188446,0.06375342607498169,99840,2049,1.7209348678588867,0.08564309775829315
157,0.23441703617572784,0.02399975061416626,100480,2049,1.721384048461914,0.1334996521472931
158,0.00809939019382,0.1016775369644165,101120,2046,1.7237764596939087,0.09079688042402267
159,0.3852789103984833,0.09549850225448608,101760,2047,1.722887396812439,0.06435392051935196
160,0.06499769538640976,0.09125030040740967,102400,2047,1.7239620685577393,0.07430858165025711
161,0.13395841419696808,0.10894262790679932,103040,2048,1.7300050258636475,0.0745919942855835
162,0.135253444314003,0.10647398233413696,103680,2048,1.7383651733398438,0.08647600561380386
163,-0.13950419425964355,0.1432514190673828,104320,2049,1.7471736669540405,0.09394866228103638
164,0.2761678695678711,0.08254373073577881,104960,2050,1.7502353191375732,0.08009849488735199
165,-0.14673195779323578,0.1528347134590149,105600,2051,1.7539222240447998,0.08849670737981796
166,0.06289394199848175,0.14227241277694702,106240,2052,1.7561649084091187,0.04344372823834419
167,-0.11716949939727783,0.20585554838180542,106880,2053,1.7573238611221313,0.07130823284387589
168,-0.1636827290058136,0.10679399967193604,107520,2053,1.7582690715789795,0.07029714435338974
169,0.04177902638912201,0.19523978233337402,108160,2050,1.7581424713134766,0.061289019882678986
170,-0.2602519392967224,0.21645069122314453,108800,2051,1.7614021301269531,0.07839319109916687
171,-0.00438680499792099,0.19764995574951172,109440,2051,1.761867880821228,0.034211255609989166
172,-0.19657638669013977,0.13601988554000854,110080,2051,1.7631866931915283,0.09753363579511642
173,-0.038807421922683716,0.2536064386367798,110720,2052,1.7621303796768188,0.04254993051290512
174,0.009926555678248405,0.19405096769332886,111360,2052,1.7591049671173096,0.06495114415884018
175,0.03799164295196533,0.24697506427764893,112000,2053,1.7585217952728271,0.05159146338701248
176,0.1289161741733551,0.08943295478820801,112640,2053,1.7609357833862305,0.08740310370922089
177,-0.03902620077133179,0.18418866395950317,113280,2054,1.765199065208435,0.08607044816017151
178,0.012100452557206154,0.15124768018722534,113920,2054,1.766919493675232,0.04408983141183853
179,-0.07096580415964127,-0.04275321960449219,114560,2054,1.7675220966339111,0.09487149864435196
180,-0.07261115312576294,0.12206631898880005,115200,2053,1.766037940979004,0.07638441771268845
181,-0.018543438985943794,0.16721898317337036,115840,2053,1.763453483581543,0.05237191170454025
182,-0.10331956297159195,0.08848845958709717,116480,2053,1.759851098060608,0.06800293922424316
183,-0.10019738227128983,0.09054327011108398,117120,2053,1.7551864385604858,0.06996556371450424
184,0.07130075991153717,0.05072450637817383,117760,2053,1.749706506729126,0.06949631869792938
185,-0.0636841207742691,0.07819223403930664,118400,2053,1.7445846796035767,0.07366040349006653
186,0.20826689898967743,0.08394986391067505,119040,2054,1.739330530166626,0.08400394767522812
187,0.1270613968372345,0.10369449853897095,119680,2053,1.7360382080078125,0.11686303466558456
188,-0.0025933999568223953,0.07081156969070435,120320,2054,1.735161542892456,0.05136428028345108
189,0.028357867151498795,0.11826324462890625,120960,2055,1.7358649969100952,0.06804674118757248
190,-0.10297495126724243,0.15258848667144775,121600,2052,1.7401401996612549,0.08632554113864899
191,-0.02965451031923294,0.1564120650291443,122240,2053,1.7432630062103271,0.05327697470784187
192,-0.13637688755989075,0.14359980821609497,122880,2052,1.7441799640655518,0.07975838333368301
193,-0.04041440784931183,0.14364081621170044,123520,2053,1.7457643747329712,0.05545349046587944
194,-0.12550723552703857,0.24044692516326904,124160,2053,1.744855523109436,0.07045993208885193
195,-0.062447525560855865,0.18908196687698364,124800,2054,1.7423737049102783,0.07709787786006927
196,0.030099397525191307,0.2083432674407959,125440,2054,1.7406246662139893,0.049667395651340485
197,-0.021708618849515915,0.19926804304122925,126080,2055,1.740692377090454,0.08169390261173248
198,0.009907539933919907,0.24033302068710327,126720,2055,1.742729902267456,0.06507228314876556
199,0.06719398498535156,0.1731162667274475,127360,2056,1.7485748529434204,0.05991869047284126
200,-0.08665996789932251,0.22087699174880981,128000,2056,1.7535240650177002,0.06512334197759628
201,-0.08217871189117432,0.2522329092025757,128640,2054,1.7576372623443604,0.06883085519075394
202,-0.005680114962160587,0.22767317295074463,129280,2055,1.7580254077911377,0.06777069717645645
203,0.06610816717147827,0.22382807731628418,129920,2055,1.7555205821990967,0.07655426114797592
204,-0.06788915395736694,0.33889085054397583,130560,2055,1.7536656856536865,0.05840116739273071
205,0.034507863223552704,0.18948060274124146,131200,2055,1.7512174844741821,0.06316429376602173
206,-0.0013970304280519485,0.2776631712913513,131840,2056,1.7503774166107178,0.07958786189556122
207,0.07662498950958252,0.14978384971618652,132480,2056,1.751916527748108,0.10015430301427841
208,-0.06551197171211243,0.40412265062332153,133120,2057,1.7514171600341797,0.0661080926656723
209,0.17915849387645721,0.42479199171066284,133760,2057,1.7502648830413818,0.08747242391109467
210,0.03779266029596329,0.3068450689315796,134400,2058,1.7489864826202393,0.07802727073431015
211,0.08912041783332825,0.3011939525604248,135040,2058,1.7493181228637695,0.0668099969625473
212,0.0022415798157453537,0.34026437997817993,135680,2056,1.7498805522918701,0.05615001171827316
213,-0.036546915769577026,0.053404808044433594,136320,2054,1.7512439489364624,0.08171533048152924
214,0.020784461870789528,0.32564014196395874,136960,2054,1.7518965005874634,0.06102810427546501
215,-0.2715910077095032,0.39412087202072144,137600,2046,1.7550277709960938,0.0723663717508316
216,-0.19962216913700104,0.3949929475784302,138240,2034,1.7577333450317383,0.05202607065439224
217,-0.17308858036994934,0.43265753984451294,138880,2019,1.758702278137207,0.058433897793293
218,-0.2041730284690857,0.3503655195236206,139520,2002,1.7595475912094116,0.06972481310367584
219,-0.23908691108226776,0.4597132205963135,140160,1998,1.7581818103790283,0.06711743772029877
220,-0.17333751916885376,0.5161467492580414,140800,1990,1.7556674480438232,0.056618861854076385
221,0.10329056531190872,0.21327883005142212,141440,1989,1.7539211511611938,0.07939072698354721
222,-0.1021924540400505,0.4305831789970398,142080,1989,1.7518317699432373,0.05250171571969986
223,0.0014212094247341156,0.34883546829223633,142720,1987,1.7485954761505127,0.06587700545787811
224,-0.04421236366033554,0.3407232165336609,143360,1987,1.7454220056533813,0.044648539274930954
225,-0.005952249281108379,0.39581364393234253,144000,1985,1.7457557916641235,0.040795352309942245
226,0.07236340641975403,0.4637446999549866,144640,1984,1.7501027584075928,0.05480246618390083
227,0.004466451704502106,0.4540035128593445,145280,1983,1.7548719644546509,0.06645121425390244
228,0.09790118783712387,0.6721659004688263,145920,1979,1.7583274841308594,0.03719271346926689
229,0.06808056682348251,0.5718588829040527,146560,1976,1.7624908685684204,0.054161615669727325
230,0.01429971493780613,0.36032575368881226,147200,1970,1.7669899463653564,0.06440381705760956
231,0.06479066610336304,0.4525575041770935,147840,1965,1.7710462808609009,0.061597563326358795
232,-0.08384368568658829,0.49844545125961304,148480,1961,1.7752048969268799,0.04601835086941719
233,-0.08619759976863861,0.43027448654174805,149120,1957,1.7777297496795654,0.04496445506811142
234,-0.09484077244997025,0.4706920385360718,149760,1954,1.7778629064559937,0.050569891929626465
235,-0.13778188824653625,0.40704357624053955,150400,1951,1.7776809930801392,0.05083230137825012
236,-0.014313530176877975,0.5557502210140228,151040,1947,1.775903344154358,0.03895183280110359
237,0.0019155275076627731,0.38397252559661865,151680,1943,1.7734121084213257,0.08491293340921402
238,0.012215154245495796,0.4557936191558838,152320,1938,1.7702081203460693,0.03965267539024353
239,-0.13453975319862366,0.2562200427055359,152960,1935,1.7659788131713867,0.055099088698625565
240,0.03803088143467903,0.2669520378112793,153600,1930,1.7602417469024658,0.03760909289121628
241,-0.009993855841457844,0.3269081115722656,154240,1925,1.756360411643982,0.07552963495254517
242,-0.034018807113170624,0.6312768161296844,154880,1921,1.7547775506973267,0.024263428524136543
243,-0.009497763589024544,0.6046975553035736,155520,1916,1.7520036697387695,0.034493185579776764
244,-0.11201126873493195,0.3972638249397278,156160,1911,1.7498985528945923,0.05736079812049866
245,-0.006710825487971306,0.6041496396064758,156800,1907,1.745486855506897,0.03022592142224312
246,0.002612913027405739,0.5726274847984314,157440,1903,1.7445237636566162,0.03581225872039795
247,-0.05237182602286339,0.6726066768169403,158080,1896,1.7454837560653687,0.03725714236497879
248,-0.078610859811306,0.7099154889583588,158720,1892,1.7465823888778687,0.029262110590934753
249,-0.03406289219856262,0.6943033039569855,159360,1886,1.7453720569610596,0.02758200466632843
250,-0.015826905146241188,0.7746878564357758,160000,1883,1.7430164813995361,0.01884949952363968
251,-0.046306706964969635,0.590896338224411,160640,1879,1.742261528968811,0.026964539662003517
252,-0.05436122789978981,0.6812112331390381,161280,1875,1.7409355640411377,0.01981987990438938
253,-0.018682828173041344,0.5473193824291229,161920,1871,1.740770697593689,0.050037480890750885
254,0.07245579361915588,0.7618216872215271,162560,1867,1.735203504562378,0.021106846630573273
255,0.05049865320324898,0.7049753367900848,163200,1861,1.7326217889785767,0.03594996780157089
256,0.185196653008461,0.6963343918323517,163840,1857,1.73272705078125,0.05915289372205734
257,0.1303616762161255,0.6999154388904572,164480,1853,1.7330135107040405,0.04361327737569809
258,0.08445902913808823,0.6876150965690613,165120,1849,1.7357410192489624,0.02491309866309166
259,-0.04073704034090042,0.5851616263389587,165760,1845,1.7392809391021729,0.0407511405646801
260,0.029279371723532677,0.7045294344425201,166400,1841,1.745434045791626,0.03125625103712082
261,0.0646136999130249,0.6970893740653992,167040,1837,1.7524137496948242,0.05522969365119934
262,-0.09520776569843292,0.7220658957958221,167680,1834,1.7608251571655273,0.04433757811784744
263,-0.03421185910701752,0.6826331615447998,168320,1830,1.7660270929336548,0.03848584368824959
264,-0.1317799985408783,0.4883318543434143,168960,1827,1.7699823379516602,0.05715015530586243
265,-0.08159320056438446,0.5467427372932434,169600,1824,1.7735332250595093,0.03801221027970314
266,-0.1695283055305481,0.5444875657558441,170240,1821,1.7750829458236694,0.05223903805017471
267,0.03529924899339676,0.7066445350646973,170880,1818,1.7763515710830688,0.024214480072259903
268,0.0318392813205719,0.6195497810840607,171520,1815,1.7780507802963257,0.0416114442050457
269,0.00992843508720398,0.593142956495285,172160,1811,1.7796952724456787,0.05502883344888687
270,0.06502748280763626,0.7718345373868942,172800,1808,1.7822139263153076,0.02575664594769478
271,-0.04394792020320892,0.7181547284126282,173440,1805,1.7836620807647705,0.04435066133737564
272,-0.03612726926803589,0.6851635873317719,174080,1800,1.7841720581054688,0.033857639878988266
273,0.04031931608915329,0.5254755616188049,174720,1797,1.7835280895233154,0.06539497524499893
274,-0.1334673911333084,0.5393450856208801,175360,1795,1.7826855182647705,0.047058191150426865
275,-0.05426247417926788,0.49758046865463257,176000,1792,1.7817398309707642,0.06758568435907364
276,-0.33785486221313477,0.4342215061187744,176640,1789,1.7796388864517212,0.0820143073797226
277,-0.04344087094068527,0.5762932598590851,177280,1786,1.7774864435195923,0.04334032163023949
278,-0.14181667566299438,0.7000435590744019,177920,1784,1.7756210565567017,0.03343319147825241
279,0.03456253558397293,0.5201110541820526,178560,1780,1.7742576599121094,0.04062200337648392
280,0.06838387995958328,0.5877792537212372,179200,1777,1.7726919651031494,0.04604780301451683
281,-0.16203834116458893,0.6460145711898804,179840,1773,1.7717536687850952,0.052664387971162796
282,-0.04752920940518379,0.6615197658538818,180480,1770,1.7704967260360718,0.0425584502518177
283,-0.018056772649288177,0.6150614023208618,181120,1768,1.7683696746826172,0.05885116010904312
284,0.18468527495861053,0.6414727568626404,181760,1766,1.765708327293396,0.06059768795967102
285,0.19503861665725708,0.5662042498588562,182400,1762,1.7629048824310303,0.06172822043299675
286,0.04495448246598244,0.737148642539978,183040,1760,1.7612476348876953,0.032924044877290726
287,0.061279844492673874,0.48470360040664673,183680,1758,1.761591911315918,0.07797320932149887
288,0.12307523190975189,0.5986124575138092,184320,1756,1.7599923610687256,0.053496528416872025
289,0.043096356093883514,0.6414553821086884,184960,1752,1.7607829570770264,0.050451844930648804
290,-0.15569713711738586,0.6179856359958649,185600,1748,1.7639271020889282,0.06543713063001633
291,0.030015459284186363,0.6760847568511963,186240,1745,1.7657296657562256,0.03542378544807434
292,-0.11948539316654205,0.7066235840320587,186880,1743,1.7667443752288818,0.046964939683675766
293,-0.09913399815559387,0.5637489259243011,187520,1740,1.7678800821304321,0.02883942797780037
294,-0.18234698474407196,0.23941874504089355,188160,1738,1.768193006515503,0.060593485832214355
295,-0.054554156959056854,0.38399839401245117,188800,1736,1.7668567895889282,0.044295042753219604
296,-0.07645736634731293,0.6405559778213501,189440,1734,1.767394781112671,0.032542385160923004
297,-0.05859068036079407,0.43738043308258057,190080,1732,1.7657215595245361,0.05583416670560837
298,-0.018240589648485184,0.6111988425254822,190720,1730,1.7657654285430908,0.020668378099799156
299,0.03112264722585678,0.3443834185600281,191360,1728,1.76288640499115,0.052518971264362335
300,-0.02721872553229332,0.3684658408164978,192000,1724,1.7650607824325562,0.04583904892206192
301,0.11224068701267242,0.5342025458812714,192640,1722,1.7656195163726807,0.040706995874643326
302,-0.07683753222227097,0.639944463968277,193280,1720,1.7676217555999756,0.028584185987710953
303,0.10785502195358276,0.6206967234611511,193920,1718,1.7657203674316406,0.030536677688360214
304,0.17981809377670288,0.625518411397934,194560,1715,1.7663263082504272,0.042065419256687164
305,0.10803361237049103,0.7866995930671692,195200,1713,1.7680349349975586,0.02803710661828518
306,-0.020703407004475594,0.8320119678974152,195840,1711,1.7698719501495361,0.022491667419672012
307,0.0665111243724823,0.7276026606559753,196480,1709,1.771349549293518,0.04536648094654083
308,-0.026982782408595085,0.8382595479488373,197120,1708,1.772916555404663,0.021921951323747635
309,0.07782778888940811,0.6412315666675568,197760,1706,1.7756706476211548,0.047473352402448654
310,0.04897012561559677,0.6011364758014679,198400,1703,1.7779639959335327,0.06089553236961365
311,-0.040526553988456726,0.6248311698436737,199040,1701,1.7789033651351929,0.04051237553358078
