#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511316681.4041672}
r,l,t
0.0,129,5.712038
0.0,127,7.811974
0.0,125,9.668094
0.0,129,11.776624
0.0,125,13.803329
0.0,127,15.836335
1.0,151,18.175812
4.0,299,23.345866
0.0,125,25.270347
1.0,157,27.846851
1.0,153,30.341932
0.0,129,32.380575
3.0,217,36.06011
0.0,125,38.135762
0.0,127,40.072721
0.0,129,42.189133
2.0,202,45.48562
0.0,127,47.551477
1.0,157,50.103834
4.0,278,54.836341
0.0,127,56.848951
0.0,129,58.911945
0.0,129,60.865341
5.0,350,66.856575
2.0,200,70.186143
2.0,202,73.471298
0.0,127,75.426244
0.0,129,77.457355
5.0,350,83.367185
4.0,297,88.324383
2.0,200,91.493518
2.0,202,94.855736
2.0,202,100.526335
5.0,350,109.612527
0.0,127,113.032172
2.0,202,118.687644
9.0,404,130.3047
0.0,129,133.875951
0.0,127,137.26463
1.0,155,141.377976
0.0,125,144.837741
3.0,250,151.934798
2.0,223,158.158168
1.0,157,162.410219
0.0,125,165.852445
4.0,297,174.208126
5.0,350,184.477022
5.0,344,193.962094
2.0,198,199.307683
6.0,396,210.479098
0.0,125,213.730551
0.0,129,217.199414
1.0,175,221.859489
0.0,127,225.380151
2.0,221,231.448179
1.0,175,236.240397
4.0,319,245.35954
1.0,157,249.752104
0.0,129,253.154824
5.0,311,262.021723
2.0,206,267.712487
3.0,236,274.489087
0.0,129,277.843045
1.0,155,281.959049
3.0,250,288.862978
3.0,218,294.794277
4.0,286,302.794695
6.0,398,314.050476
1.0,176,318.945461
1.0,155,323.123088
3.0,214,329.118094
1.0,154,333.233618
8.0,283,341.299837
4.0,297,349.808425
6.0,347,359.490162
0.0,129,362.836035
2.0,206,368.343392
1.0,157,372.607679
5.0,350,382.599918
10.0,399,393.480294
14.0,389,404.438356
5.0,350,414.080304
5.0,370,424.656721
8.0,281,432.349939
8.0,409,443.96048
7.0,391,454.773161
18.0,632,472.352486
17.0,581,488.812541
12.0,320,497.501392
10.0,380,508.116096
5.0,315,516.71609
