#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511316681.1974306}
r,l,t
0.0,125,5.809846
3.0,252,10.090824
1.0,177,13.033177
0.0,125,15.084874
4.0,282,19.85021
1.0,173,22.703696
0.0,127,24.690721
3.0,270,29.185809
1.0,153,31.66811
4.0,319,37.221354
0.0,127,39.258506
2.0,200,42.626793
4.0,280,47.332178
2.0,200,50.657619
0.0,129,52.748403
0.0,129,54.841027
3.0,250,58.961099
2.0,202,62.319278
0.0,127,64.288921
0.0,127,66.323151
0.0,129,68.296495
2.0,202,71.617163
4.0,297,76.630538
5.0,350,82.576016
9.0,404,89.393213
4.0,297,94.253539
0.0,125,97.71113
9.0,404,107.903332
4.0,280,115.771557
0.0,127,119.257251
0.0,129,122.640761
0.0,129,125.954679
0.0,129,129.491929
0.0,125,132.938132
2.0,202,138.657841
2.0,202,144.32921
0.0,127,147.64981
0.0,127,151.037668
0.0,125,154.28113
0.0,127,157.693233
2.0,200,163.23995
1.0,159,167.704258
0.0,129,171.174131
4.0,278,179.021981
3.0,251,186.196418
4.0,301,194.500676
0.0,129,197.822903
1.0,178,202.76677
0.0,125,205.807103
0.0,129,209.286475
1.0,153,213.262663
1.0,175,218.142505
2.0,201,223.675642
0.0,125,226.885104
10.0,454,240.083637
1.0,153,244.249193
0.0,125,247.530798
6.0,402,259.208218
0.0,129,262.616041
1.0,177,267.405528
2.0,207,273.280153
1.0,174,278.0119
0.0,129,281.342554
2.0,202,286.819484
5.0,328,295.98537
4.0,264,303.440556
7.0,447,315.990019
0.0,129,319.596656
5.0,350,329.631686
3.0,214,335.450663
1.0,153,339.681503
4.0,245,346.66291
0.0,127,350.04104
5.0,326,359.16189
3.0,256,366.168091
1.0,175,370.838084
1.0,155,375.000183
4.0,299,383.427397
2.0,224,389.413244
7.0,372,399.469526
2.0,207,405.276736
5.0,329,414.405357
8.0,295,422.540215
12.0,529,437.703108
7.0,383,448.509985
11.0,472,461.638346
8.0,433,473.615961
4.0,263,480.675773
11.0,271,488.099651
7.0,406,499.414453
23.0,586,515.862654
12.0,523,530.432486
9.0,494,544.194619
12.0,439,556.493513
11.0,568,572.639677
13.0,368,582.755029
11.0,407,594.125803
13.0,365,604.13266
14.0,529,619.009343
14.0,599,635.693084
20.0,679,654.640724
16.0,686,674.263345
13.0,591,691.012941
7.0,390,701.860602
14.0,365,711.975755
19.0,699,731.588928
23.0,536,746.594241
20.0,606,763.812029
24.0,760,785.297
12.0,604,802.267957
23.0,543,817.687333
24.0,860,842.103696
18.0,667,861.181386
14.0,559,877.163824
32.0,942,904.030097
12.0,546,919.235484
21.0,620,936.670956
27.0,816,959.26845
29.0,836,982.845075
20.0,833,1006.004638
27.0,717,1025.889304
40.0,1111,1057.295282
28.0,980,1084.564047
38.0,988,1112.427879
25.0,829,1135.691882
23.0,684,1154.756283
29.0,910,1180.78038
9.0,444,1192.950912
38.0,1196,1226.542176
61.0,1627,1272.844659
22.0,557,1288.151499
23.0,871,1312.411754
31.0,855,1336.307703
39.0,918,1362.211857
52.0,1343,1400.072786
49.0,1271,1435.802333
43.0,1007,1463.794597
62.0,1412,1503.058029
60.0,1001,1530.978583
59.0,1218,1565.268242
90.0,1510,1607.687421
87.0,1328,1644.606418
41.0,944,1670.973081
70.0,1460,1712.160034
59.0,1177,1745.187083
39.0,866,1769.5725
53.0,1159,1802.26896
56.0,1347,1840.516199
64.0,1346,1878.242965
242.0,1354,1916.80387
74.0,1506,1958.951121
85.0,1645,2005.414629
60.0,1045,2034.59078
80.0,1495,2076.701247
90.0,1454,2117.570921
78.0,1192,2150.991385
53.0,1174,2183.84557
153.0,1853,2235.662824
92.0,1611,2280.505403
343.0,1577,2324.768301
130.0,1566,2368.88309
71.0,1216,2403.149077
141.0,1519,2445.732677
306.0,1843,2496.869089
152.0,1631,2542.107563
285.0,1765,2591.545397
231.0,1994,2647.699789
55.0,1026,2675.865613
340.0,2052,2733.238023
268.0,1474,2774.415645
390.0,2276,2838.27449
221.0,1878,2890.996779
307.0,2089,2948.876332
404.0,2084,3006.672212
199.0,1749,3055.614097
209.0,1364,3093.081184
313.0,1743,3141.434735
326.0,2015,3197.724218
200.0,1910,3250.532716
278.0,1286,3286.018167
392.0,2112,3344.297761
350.0,1900,3396.824381
363.0,2437,3464.324853
249.0,1794,3513.708321
407.0,2463,3582.068314
374.0,2140,3641.317692
316.0,1919,3694.633722
316.0,1529,3737.10089
428.0,2584,3808.749828
359.0,2161,3868.546429
104.0,1275,3903.915042
389.0,4719,4035.512947
428.0,2771,4112.505321
348.0,2016,4167.873113
410.0,2622,4240.047834
435.0,3251,4329.275441
377.0,2383,4395.170946
413.0,1922,4448.071809
382.0,1900,4500.573984
428.0,2693,4574.902332
394.0,2277,4637.547212
428.0,3396,4732.170876
314.0,1597,4776.008382
425.0,2740,4851.924944
397.0,2243,4913.631534
399.0,2265,4975.944718
746.0,4953,5113.215988
357.0,1657,5158.413791
419.0,3399,5252.164083
422.0,2899,5332.187942
414.0,2524,5401.741738
364.0,2123,5460.32847
417.0,3696,5562.32727
421.0,3022,5645.751165
364.0,2513,5715.024944
400.0,3056,5799.285604
361.0,1932,5852.920647
421.0,3750,5955.886444
428.0,2694,6029.105122
428.0,4641,6156.989647
410.0,4690,6286.213552
391.0,5714,6443.993229
427.0,3149,6531.309246
423.0,7937,6750.341657
396.0,2400,6816.445273
425.0,3379,6909.266039
416.0,3152,6996.033311
392.0,5320,7142.225561
428.0,2952,7222.823526
402.0,2232,7283.917148
366.0,2216,7345.08334
411.0,4317,7463.567922
399.0,4238,7579.065041
425.0,3316,7669.952312
397.0,1699,7716.147471
325.0,1956,7769.81461
442.0,3045,7853.839987
285.0,1737,7900.969986
421.0,2580,7972.266768
427.0,3252,8061.509936
427.0,2620,8133.726765
428.0,4449,8255.220315
400.0,2708,8329.804961
406.0,3609,8429.513593
431.0,3086,8514.887589
390.0,2872,8593.385901
366.0,2320,8657.675262
424.0,6239,8828.833811
610.0,4360,8949.023986
433.0,3039,9032.500582
417.0,4649,9160.576377
447.0,2690,9234.12878
442.0,3072,9318.390017
424.0,2844,9395.901658
