#{"t_start": 1511316779.4236171, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
2.0,220,11.185441
0.0,127,14.665383
2.0,202,20.635051
0.0,129,24.106103
0.0,129,27.691981
0.0,127,31.279465
2.0,207,37.140513
0.0,127,40.663029
0.0,127,44.322429
0.0,127,47.706196
2.0,204,53.607239
0.0,127,57.241484
0.0,129,60.699761
3.0,250,68.143693
2.0,201,73.89514
4.0,299,82.932682
2.0,185,88.242675
0.0,129,91.959798
0.0,129,95.460485
5.0,310,104.489358
1.0,173,109.394145
0.0,127,112.676441
3.0,272,120.859094
0.0,127,124.309111
2.0,202,130.169004
0.0,129,133.665694
8.0,371,144.577579
0.0,125,147.95045
0.0,129,151.51558
0.0,127,154.954198
2.0,198,160.633903
1.0,173,165.569014
9.0,425,178.180609
5.0,352,188.68861
0.0,129,192.30777
9.0,404,204.596081
3.0,248,211.603955
2.0,202,217.352657
9.0,404,229.386823
0.0,125,232.731436
0.0,129,236.324127
0.0,127,239.850272
10.0,433,252.578471
3.0,251,260.251333
2.0,200,266.034531
0.0,127,269.574731
2.0,220,275.857003
0.0,129,279.541431
2.0,220,285.755336
2.0,200,291.543323
0.0,129,295.291911
13.0,457,309.285004
2.0,204,315.05842
1.0,176,320.094856
4.0,319,329.501357
0.0,129,333.204178
7.0,446,346.788605
9.0,382,357.785611
6.0,400,369.457865
0.0,125,372.894436
0.0,129,376.533494
5.0,346,386.931222
3.0,231,393.574961
1.0,154,397.87713
5.0,350,408.33333
0.0,129,412.056409
9.0,404,424.223478
9.0,404,436.168613
0.0,129,439.639256
2.0,186,444.989144
1.0,175,449.892145
4.0,297,458.503947
3.0,228,465.067049
2.0,185,470.382303
0.0,129,473.855262
4.0,278,481.991287
1.0,153,486.238054
4.0,300,494.845392
4.0,259,502.199826
3.0,211,508.07588
3.0,216,514.420597
1.0,155,518.697161
2.0,205,524.547411
2.0,200,530.232528
5.0,352,540.413479
1.0,157,544.757866
5.0,350,554.869798
12.0,529,570.237507
5.0,347,580.411803
12.0,303,589.197118
6.0,365,599.723073
11.0,556,615.938991
11.0,271,623.620076
8.0,379,634.600345
6.0,380,645.568333
14.0,527,660.996097
9.0,460,674.373903
7.0,392,685.772028
11.0,587,702.869596
6.0,399,714.210273
10.0,392,725.50278
19.0,791,748.980472
17.0,610,767.007102
13.0,478,780.99398
10.0,520,796.086013
9.0,496,810.601796
8.0,405,822.287865
9.0,445,835.097165
11.0,532,850.553095
7.0,371,861.057805
17.0,448,873.762945
17.0,509,888.909058
10.0,499,903.250437
24.0,738,924.967339
20.0,678,944.869921
32.0,810,968.665235
20.0,463,982.002534
19.0,704,1002.663527
18.0,695,1022.925988
9.0,329,1032.487201
16.0,756,1054.768998
14.0,690,1074.568425
18.0,839,1099.059047
16.0,475,1112.57305
19.0,580,1129.319639
20.0,748,1151.180357
19.0,693,1171.393256
18.0,714,1192.236455
11.0,567,1208.533203
19.0,729,1229.928513
20.0,681,1249.598331
19.0,611,1267.390898
14.0,631,1285.774959
26.0,848,1310.351597
23.0,827,1334.64251
24.0,843,1359.098516
28.0,713,1379.925243
24.0,864,1405.284927
21.0,726,1426.409794
43.0,904,1452.910555
45.0,1324,1491.552104
37.0,938,1518.681756
46.0,1169,1552.604214
35.0,894,1578.432498
50.0,1230,1614.031609
33.0,978,1642.659652
41.0,1253,1679.51695
31.0,668,1698.765562
58.0,1367,1738.589494
17.0,714,1759.215998
44.0,827,1782.72929
36.0,757,1804.794472
40.0,1276,1842.051592
46.0,1160,1875.802941
36.0,956,1903.385044
32.0,708,1923.826336
69.0,1358,1963.605259
55.0,1253,1999.596924
52.0,979,2028.365265
42.0,1100,2060.108979
28.0,1008,2089.185371
45.0,1091,2120.784354
64.0,1217,2156.212728
59.0,1336,2194.833578
69.0,1008,2224.172841
179.0,1996,2282.171619
69.0,1191,2316.77099
76.0,1277,2354.148376
44.0,1062,2384.924154
47.0,1003,2414.116634
58.0,1183,2448.372041
302.0,1589,2494.44777
54.0,835,2518.536527
210.0,1671,2567.126608
77.0,1500,2610.314005
132.0,1448,2652.049951
70.0,1032,2681.489778
110.0,1291,2718.918699
69.0,1371,2758.555637
275.0,1938,2814.683376
152.0,1712,2864.133144
338.0,1544,2908.828643
148.0,1758,2959.607559
254.0,1908,3014.894482
305.0,1914,3070.377643
359.0,2169,3133.598448
240.0,1252,3169.666824
318.0,1737,3220.161015
289.0,2173,3283.322957
197.0,1578,3328.605238
256.0,1555,3373.236903
113.0,1487,3416.004022
391.0,2170,3478.600802
365.0,1814,3531.148813
350.0,1915,3586.535863
384.0,2274,3652.197925
304.0,1821,3704.714411
253.0,1867,3758.381542
390.0,2096,3818.651013
366.0,2180,3881.304448
390.0,2374,3949.403215
368.0,2174,4011.48961
347.0,1920,4066.674032
408.0,2857,4148.886116
384.0,2260,4213.713591
419.0,3033,4301.504068
322.0,2014,4359.383324
392.0,2051,4418.5716
394.0,3326,4514.182302
392.0,2101,4575.186179
106.0,1558,4619.777314
346.0,2128,4680.330269
425.0,3177,4770.848971
376.0,2493,4842.528768
414.0,3472,4942.06499
389.0,3106,5031.916139
428.0,2826,5112.585586
327.0,1773,5163.343521
403.0,2667,5239.777256
434.0,3627,5343.569002
460.0,3277,5437.379156
394.0,2161,5499.092996
419.0,2720,5576.821328
420.0,2817,5657.188327
381.0,2270,5722.670518
300.0,1645,5769.803287
346.0,2107,5829.946535
419.0,2688,5906.972301
328.0,2766,5986.106036
322.0,3247,6078.368742
423.0,3817,6187.924141
428.0,3245,6280.336218
364.0,1956,6335.969714
352.0,1937,6391.363365
396.0,2195,6453.877404
400.0,4602,6585.100938
424.0,4942,6726.481174
410.0,2614,6801.462907
57.0,1299,6837.881884
403.0,2223,6901.094443
421.0,2719,6978.528924
400.0,2680,7054.674013
358.0,2527,7126.753
414.0,3377,7222.439157
428.0,2353,7289.19038
413.0,2539,7360.843258
401.0,2930,7443.960075
421.0,2639,7519.13208
413.0,2227,7582.27857
419.0,2182,7643.760436
333.0,1855,7696.510837
387.0,1818,7748.154487
428.0,10288,8043.202111
410.0,3749,8150.359142
404.0,5792,8316.286882
237.0,1587,8361.176578
409.0,2509,8432.365959
362.0,2317,8498.281912
491.0,4271,8620.235941
435.0,5650,8781.200767
438.0,8744,9030.493453
421.0,2660,9106.441423
246.0,1454,9147.663548
419.0,3235,9239.826221
388.0,2108,9299.192006
375.0,1464,9340.633233
443.0,4579,9466.362428
630.0,4143,9534.574349
431.0,3179,9587.005879
421.0,3289,9640.735829
428.0,3757,9701.736288
