#{"t_start": 1511327527.134913, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-19.0,958,30.811689
-20.0,880,55.01253
-21.0,757,75.749311
-21.0,762,96.843327
-21.0,761,118.072023
-20.0,898,142.816315
-20.0,1106,173.099403
-21.0,998,200.617336
-20.0,897,225.316156
-19.0,1081,255.074456
-21.0,783,276.674858
-21.0,805,299.150315
-20.0,860,322.814992
-20.0,1079,352.794545
-20.0,896,377.620389
-20.0,1005,405.289331
-19.0,1306,441.353941
-21.0,1030,469.748137
-18.0,1605,513.845308
-20.0,1483,554.832976
-9.0,2704,630.181413
-18.0,1603,674.720725
-20.0,868,698.790558
-21.0,764,720.17963
-20.0,834,743.514634
-21.0,1124,774.692145
-10.0,2789,851.850651
-3.0,3152,939.058125
18.0,2081,997.459572
16.0,2193,1058.404457
18.0,2165,1118.706964
16.0,1938,1172.383759
19.0,2033,1228.764445
20.0,2185,1289.401722
20.0,1997,1344.72857
18.0,2108,1402.962339
20.0,1564,1446.168785
20.0,1994,1500.961209
20.0,2004,1556.806641
14.0,2532,1626.631337
20.0,1561,1669.93109
19.0,2043,1725.97672
20.0,1579,1769.217823
20.0,2005,1824.465853
20.0,1993,1879.859926
17.0,2228,1941.502506
19.0,2168,2001.609567
20.0,1567,2045.06979
17.0,2000,2100.185805
19.0,2073,2158.103995
19.0,1629,2203.382136
17.0,1992,2258.572462
21.0,1974,2313.056673
19.0,2054,2369.644591
20.0,2006,2425.381178
20.0,2178,2485.675272
17.0,2234,2547.92568
20.0,2005,2603.633704
17.0,2209,2664.996409
20.0,1565,2708.158528
16.0,1924,2761.644476
16.0,2158,2820.901692
18.0,1993,2875.879055
20.0,1563,2919.186363
18.0,2125,2977.631769
20.0,1995,3032.973694
17.0,1996,3083.506191
20.0,2001,3124.483382
9.0,3003,3185.354423
13.0,2268,3231.254416
18.0,1963,3271.007849
21.0,2019,3311.804923
20.0,1566,3343.325063
20.0,1561,3375.128499
19.0,2103,3417.832447
19.0,2030,3459.135772
17.0,2033,3500.315121
20.0,2003,3541.029141
20.0,1562,3572.627061
16.0,3405,3641.633349
20.0,2003,3682.331324
19.0,1657,3715.850139
20.0,1862,3753.631605
20.0,1627,3786.667051
20.0,2002,3827.291479
19.0,1713,3862.246377
20.0,1995,3902.457581
20.0,1996,3942.956594
20.0,1991,3983.415161
20.0,2041,4024.688011
20.0,1565,4056.550353
19.0,2947,4116.596164
18.0,2555,4168.510871
20.0,2001,4209.266004
12.0,2367,4257.341907
20.0,2001,4297.89045
18.0,2316,4344.690004
19.0,2042,4386.167974
18.0,2256,4432.198967
20.0,1566,4463.95366
20.0,1563,4495.514601
17.0,2685,4549.939052
19.0,2043,4591.069422
20.0,1562,4622.709174
20.0,1561,4654.537963
20.0,1995,4694.945011
20.0,3055,4756.943432
19.0,2070,4799.056118
19.0,2038,4840.084737
19.0,2103,4882.929636
18.0,3143,4947.100766
20.0,1997,4987.742362
20.0,2004,5028.295939
20.0,1838,5065.915238
19.0,3062,5127.776181
20.0,1562,5159.662907
20.0,1994,5200.032941
21.0,1990,5240.420551
20.0,2906,5299.57755
20.0,2006,5340.142797
21.0,1993,5380.476741
20.0,1561,5412.306847
20.0,3056,5474.439247
20.0,1562,5506.238193
20.0,1561,5537.95672
21.0,1974,5578.065024
21.0,3085,5640.642904
20.0,2005,5681.410084
19.0,3120,5744.926482
20.0,1564,5776.726729
20.0,3058,5838.874098
20.0,2034,5880.206284
19.0,2201,5924.828145
16.0,2314,5971.874424
20.0,1565,6003.709465
20.0,2145,6047.33852
21.0,1970,6087.2906
20.0,1566,6119.144426
20.0,1564,6150.804274
20.0,2033,6191.903864
20.0,1994,6232.433513
17.0,2314,6279.293607
19.0,3090,6342.158757
20.0,1561,6373.756211
19.0,2044,6415.00699
21.0,1976,6454.997432
20.0,1561,6486.840704
19.0,1813,6523.78019
20.0,1563,6555.461082
20.0,1565,6587.092463
20.0,1567,6618.92037
20.0,1626,6651.824702
20.0,3099,6714.571797
18.0,2068,6756.715479
19.0,2049,6798.47056
20.0,1566,6830.165889
21.0,1595,6862.590453
20.0,2005,6903.428668
20.0,1994,6944.010774
20.0,2110,6986.791368
19.0,2172,7031.107754
20.0,1621,7064.130183
20.0,2125,7107.377907
21.0,1975,7147.437422
20.0,3061,7209.323889
20.0,2129,7252.521117
20.0,2007,7293.343765
17.0,2767,7349.611995
20.0,1997,7390.184362
20.0,2084,7432.224132
20.0,1561,7464.845463
20.0,2006,7507.809315
20.0,2116,7550.306539
19.0,1656,7583.017427
20.0,1990,7621.752734
20.0,2219,7665.078422
21.0,1973,7702.458411
20.0,1563,7733.228781
19.0,2159,7776.998334
