#{"env_id": "PongNoFrameskip-v4", "t_start": 1511327455.7453678, "gym_version": "0.9.3"}
r,l,t
-20.0,942,17.045444
-20.0,900,30.864379
-19.0,1159,48.76491
-20.0,958,63.390575
-21.0,1014,85.842654
-20.0,884,109.199585
-20.0,1052,137.033445
-20.0,935,161.892673
-21.0,1019,188.891117
-18.0,1183,220.345467
-21.0,986,246.396652
-21.0,928,270.956072
-20.0,842,293.047496
-18.0,1169,324.110072
-20.0,928,348.808995
-17.0,1171,379.935257
-20.0,1274,413.622276
-14.0,1863,463.039687
-21.0,1405,500.171334
-16.0,1913,550.853129
4.0,2521,618.175354
15.0,1877,668.349584
-8.0,2260,728.397931
-1.0,2757,801.532502
2.0,2777,875.356803
9.0,2636,945.827456
18.0,2115,1002.290915
20.0,1564,1044.187258
17.0,2164,1101.65709
20.0,2003,1155.098426
17.0,2115,1211.423012
16.0,2218,1270.74778
19.0,2079,1326.691126
19.0,2097,1382.834756
20.0,2089,1438.478729
21.0,1592,1480.999527
19.0,2037,1535.665975
19.0,1661,1579.623254
14.0,2046,1633.810929
20.0,2006,1687.257249
20.0,2004,1740.615262
10.0,2895,1818.338972
18.0,2319,1880.079926
19.0,2039,1934.575716
17.0,1817,1982.931341
19.0,1634,2026.513184
20.0,1564,2068.355318
18.0,2157,2125.61226
14.0,2930,2203.328109
20.0,2006,2256.882787
20.0,2007,2310.195767
18.0,2222,2369.863445
18.0,2130,2426.906596
20.0,2153,2484.795516
17.0,1874,2535.100054
19.0,1750,2582.156056
18.0,2114,2638.400698
20.0,2004,2692.512601
20.0,2002,2745.509998
17.0,2476,2811.423083
21.0,2054,2866.019752
20.0,2005,2919.881263
20.0,1566,2961.379153
21.0,2056,3016.315021
15.0,2152,3073.354985
19.0,2083,3128.623812
19.0,2039,3171.44313
20.0,1561,3201.834598
20.0,1566,3232.249527
19.0,2011,3271.342678
20.0,2002,3310.427056
12.0,2714,3363.695563
20.0,1584,3394.463882
20.0,2790,3448.751795
19.0,3021,3507.281971
18.0,2119,3548.535347
19.0,2041,3588.326511
20.0,2792,3642.733492
20.0,1566,3673.105082
18.0,3068,3733.067839
19.0,2113,3774.301428
20.0,2790,3828.696266
18.0,2157,3870.936554
10.0,3025,3930.311332
18.0,2528,3979.250643
14.0,2365,4025.271613
19.0,2042,4065.347745
20.0,2790,4119.601557
17.0,2257,4163.476964
20.0,1564,4193.780602
21.0,1988,4232.522245
20.0,2002,4271.535215
19.0,1706,4304.568225
20.0,2794,4358.854892
19.0,2238,4402.237516
19.0,2082,4442.728827
19.0,2159,4484.598857
20.0,1564,4515.457239
17.0,2282,4559.979964
20.0,1564,4590.237878
18.0,2220,4633.231803
19.0,1633,4664.904586
17.0,2542,4714.89194
20.0,1692,4747.741513
14.0,2527,4797.037613
19.0,2048,4836.852035
18.0,2892,4893.251884
20.0,1567,4923.877958
20.0,1562,4954.112716
20.0,2001,4992.931107
18.0,2188,5035.456738
17.0,3129,5096.358503
20.0,2794,5150.927308
18.0,1817,5186.440102
20.0,1563,5216.764791
20.0,2756,5270.371745
20.0,2002,5309.398848
15.0,2637,5361.113756
19.0,2144,5402.78917
20.0,2788,5456.85936
17.0,2558,5506.88023
20.0,2003,5545.704641
19.0,1806,5580.553086
19.0,2142,5622.324869
20.0,2789,5676.583946
20.0,2788,5730.512293
20.0,1563,5760.902345
20.0,1566,5791.315809
18.0,2158,5833.369476
19.0,2147,5875.185165
18.0,2219,5918.247759
20.0,1564,5948.682286
18.0,2154,5990.674169
21.0,2003,6029.87535
19.0,2143,6071.461859
20.0,1563,6101.72161
20.0,1566,6132.346864
20.0,2007,6171.520943
19.0,2053,6211.1658
20.0,2003,6250.011094
20.0,2882,6305.866798
19.0,2106,6346.727864
19.0,2151,6388.471104
20.0,2003,6427.399242
20.0,2791,6481.483441
19.0,2168,6523.672419
20.0,2006,6562.707015
20.0,2977,6620.395182
19.0,1712,6653.795927
19.0,2138,6695.433476
21.0,2781,6749.256228
20.0,2788,6803.601913
19.0,2135,6845.002912
17.0,2301,6889.67683
20.0,2800,6943.818166
20.0,2787,6998.035759
21.0,2786,7052.121832
19.0,2973,7109.856042
19.0,2829,7164.68315
20.0,1561,7194.802685
20.0,2787,7248.846947
20.0,2005,7287.736974
19.0,2174,7329.794218
20.0,2150,7371.428787
21.0,1975,7409.945357
20.0,2777,7463.981453
