#{"env_id": "PongNoFrameskip-v4", "t_start": 1511327455.9178894, "gym_version": "0.9.3"}
r,l,t
-21.0,997,17.742095
-21.0,852,30.868933
-20.0,945,45.415303
-21.0,821,57.941602
-21.0,787,72.251804
-21.0,959,95.905163
-20.0,1034,123.033749
-20.0,957,148.319378
-19.0,1076,177.166478
-21.0,1063,205.460395
-21.0,987,231.604216
-20.0,985,257.459474
-19.0,1085,286.209383
-19.0,1148,316.573442
-16.0,1377,353.253246
-17.0,1282,387.351799
-16.0,1654,431.095595
-14.0,1492,470.803005
-14.0,1763,517.334473
-8.0,2415,581.629854
15.0,1943,633.540687
19.0,1634,676.996529
16.0,1800,724.738832
20.0,1562,766.334769
-2.0,2715,838.37868
19.0,1636,881.797491
7.0,2441,947.124451
15.0,1986,1000.101327
18.0,2274,1060.889408
18.0,2074,1116.160727
12.0,2344,1178.413409
19.0,1658,1222.891014
17.0,2118,1279.460841
20.0,2001,1333.18787
18.0,2097,1389.48367
20.0,2087,1444.967182
20.0,2001,1498.509268
18.0,1863,1548.361496
20.0,1562,1589.584342
14.0,2508,1656.436693
15.0,2138,1713.125259
20.0,2003,1766.563053
16.0,2257,1827.216503
20.0,2032,1881.426803
20.0,2004,1934.914656
20.0,1565,1976.523695
19.0,1711,2022.040373
18.0,2142,2079.34036
20.0,2058,2134.016682
19.0,2040,2188.041
17.0,1860,2237.826325
19.0,2077,2292.999458
19.0,1691,2338.064733
18.0,2036,2392.80934
20.0,1562,2434.550459
18.0,1742,2481.445816
19.0,2086,2537.521818
20.0,2012,2591.365404
20.0,1563,2633.115062
18.0,2288,2694.588007
19.0,2411,2758.540866
17.0,1978,2811.22595
17.0,2567,2879.356814
18.0,2188,2938.213063
20.0,2007,2991.359632
20.0,2006,3044.864662
17.0,2048,3099.320173
20.0,2001,3148.467915
17.0,2369,3195.291341
19.0,1685,3227.983097
19.0,1685,3260.77126
21.0,2784,3315.095126
20.0,2005,3354.394514
18.0,2951,3411.892423
19.0,2049,3451.717772
16.0,2216,3494.617347
20.0,2790,3548.921362
20.0,2005,3587.975976
20.0,2002,3627.019432
20.0,2004,3666.054302
20.0,2004,3705.14141
20.0,2102,3746.005133
19.0,2132,3787.75286
20.0,2004,3826.731558
20.0,1562,3857.01421
14.0,2681,3909.871702
18.0,2967,3967.587106
18.0,2922,4024.42373
20.0,2789,4078.978549
20.0,2005,4118.087821
18.0,2068,4158.106799
20.0,2787,4212.308577
18.0,2881,4268.510582
20.0,2793,4322.892556
19.0,2852,4378.198406
19.0,2070,4418.252076
19.0,1792,4453.102703
19.0,2309,4498.296795
20.0,1563,4528.863447
17.0,2042,4568.640523
20.0,2793,4622.571564
19.0,2143,4664.168169
19.0,2108,4705.72504
18.0,2156,4747.629758
17.0,2231,4791.248086
17.0,2540,4840.736361
20.0,2007,4879.780828
19.0,2106,4920.825325
20.0,2007,4959.621571
10.0,3078,5019.363433
18.0,1901,5056.485089
18.0,2897,5112.85885
20.0,1564,5143.38238
20.0,1593,5174.591609
20.0,1562,5204.998705
19.0,2145,5246.698346
19.0,1656,5278.901427
18.0,2155,5320.74505
20.0,2871,5377.217408
18.0,2130,5418.519961
17.0,2454,5466.225682
20.0,2001,5505.236339
19.0,2115,5546.285823
19.0,2146,5587.913091
20.0,2793,5642.29106
20.0,1561,5672.560076
20.0,2005,5711.212033
20.0,1656,5743.394333
18.0,2224,5786.738626
19.0,2018,5825.904605
18.0,1836,5861.705507
20.0,2762,5915.4165
19.0,1742,5949.28366
21.0,1972,5987.657582
18.0,2276,6032.119526
20.0,2076,6072.485159
19.0,2054,6112.432939
20.0,2817,6167.287518
20.0,2034,6206.714731
17.0,2514,6255.451546
19.0,2146,6297.026583
21.0,2054,6337.01213
19.0,2175,6379.002309
19.0,2115,6420.054585
13.0,2684,6472.221531
19.0,2851,6527.648908
18.0,2407,6574.521491
17.0,2147,6616.126401
16.0,2510,6665.145775
20.0,2791,6719.332365
19.0,2190,6761.568509
20.0,1566,6792.161198
19.0,2088,6832.902442
20.0,1684,6865.585497
20.0,1653,6897.456826
20.0,2771,6951.210586
18.0,2238,6994.627971
20.0,2739,7047.67777
17.0,2443,7095.23886
17.0,2390,7141.721603
20.0,2057,7181.354928
20.0,2816,7236.056224
19.0,2835,7290.869188
20.0,2002,7329.652177
20.0,1593,7360.451068
20.0,1565,7390.97645
20.0,2004,7429.895839
18.0,2926,7486.874799
