#{"t_start": 1511316779.5151365, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
0.0,127,7.622648
1.0,173,13.146176
1.0,155,17.436017
1.0,157,21.979238
1.0,153,26.30923
0.0,125,29.862689
8.0,457,43.430468
0.0,129,47.118941
1.0,175,52.052422
2.0,198,57.789276
0.0,127,61.325744
3.0,233,68.245573
0.0,129,71.669417
2.0,224,78.367326
2.0,183,83.613053
4.0,296,92.544003
2.0,203,98.3757
2.0,202,104.0306
4.0,299,112.644496
1.0,176,117.77399
6.0,358,128.406364
10.0,431,141.323576
0.0,127,144.682381
6.0,380,156.022804
0.0,127,159.339935
2.0,200,164.999869
2.0,222,171.620347
2.0,200,177.303643
2.0,198,182.882624
0.0,129,186.508462
5.0,350,197.058396
0.0,129,200.76737
0.0,125,204.106305
0.0,127,207.585144
1.0,175,212.472774
0.0,127,215.981562
4.0,277,224.213243
0.0,127,227.420298
0.0,127,230.876077
0.0,129,234.525849
0.0,127,237.91405
1.0,177,242.956047
0.0,125,246.281809
0.0,129,249.911387
0.0,127,253.5227
1.0,175,258.656196
10.0,435,271.682256
9.0,404,283.706856
0.0,125,287.163317
2.0,198,293.022598
0.0,129,296.711231
2.0,202,302.62074
2.0,202,308.461523
1.0,174,313.384862
0.0,127,316.943764
2.0,202,322.721609
0.0,129,326.259145
0.0,129,329.778645
0.0,127,333.431305
0.0,127,336.959705
1.0,175,342.018
4.0,319,351.448072
0.0,127,354.772361
1.0,177,359.521
2.0,202,365.418277
4.0,297,373.91534
1.0,155,378.438481
0.0,125,382.053276
10.0,545,398.325111
2.0,201,404.115324
3.0,249,411.632556
2.0,202,417.45926
2.0,221,423.959643
1.0,174,428.90416
1.0,157,433.285799
1.0,177,438.250249
0.0,129,441.625525
5.0,352,452.044437
3.0,230,458.713548
1.0,175,463.669474
2.0,202,469.404247
0.0,129,472.953156
4.0,265,480.545954
3.0,230,487.274345
10.0,453,500.45244
2.0,185,505.604843
4.0,297,514.30167
4.0,302,522.95057
1.0,178,527.974309
7.0,444,540.964402
4.0,300,549.58447
2.0,203,555.409464
4.0,301,563.893141
8.0,459,577.36448
12.0,321,586.666423
7.0,393,598.191275
9.0,526,613.460023
11.0,499,627.922527
11.0,500,642.710314
11.0,517,657.742174
13.0,370,668.381061
9.0,465,681.918587
6.0,383,692.963959
9.0,495,707.330725
7.0,358,717.545293
13.0,473,731.259562
14.0,386,742.628243
15.0,585,759.717303
16.0,716,780.954594
13.0,626,799.37755
18.0,707,820.12961
14.0,526,835.285201
13.0,637,853.730909
10.0,431,866.054116
12.0,607,883.865433
16.0,655,903.017209
19.0,708,923.782195
18.0,610,941.613278
22.0,630,960.103696
13.0,607,977.832273
25.0,813,1001.665582
21.0,708,1022.30284
23.0,524,1037.751579
30.0,749,1059.608913
14.0,541,1075.130558
14.0,616,1093.069333
16.0,617,1110.654899
16.0,448,1123.583472
18.0,673,1143.160935
11.0,523,1158.240744
25.0,700,1178.893041
18.0,559,1194.807703
23.0,770,1217.310999
17.0,487,1231.333817
30.0,980,1259.841702
27.0,883,1285.919747
20.0,479,1299.818009
23.0,776,1322.329044
28.0,939,1349.728794
28.0,856,1374.888114
28.0,660,1393.857002
22.0,846,1418.924107
18.0,579,1435.466511
9.0,468,1448.932565
30.0,910,1475.452373
27.0,838,1499.890471
21.0,603,1517.031045
26.0,701,1537.111601
51.0,1097,1569.105018
63.0,1485,1612.071502
26.0,851,1637.019891
39.0,970,1665.480801
22.0,746,1687.237288
27.0,838,1711.263905
54.0,916,1737.851142
47.0,1011,1767.120132
54.0,1181,1801.415656
52.0,1336,1840.262172
23.0,742,1861.769325
43.0,1139,1894.928542
28.0,864,1919.876601
48.0,1150,1953.376852
77.0,1677,2002.015248
67.0,1377,2042.458784
59.0,1208,2077.201552
71.0,1176,2111.395306
90.0,1806,2164.139257
39.0,1189,2198.297682
79.0,1536,2243.081258
29.0,712,2263.566863
44.0,947,2290.818728
73.0,1362,2330.647119
84.0,1420,2372.294975
70.0,1416,2413.319409
41.0,842,2437.523526
50.0,1275,2474.566983
261.0,1721,2524.625531
74.0,1096,2556.298551
217.0,1823,2608.931268
67.0,1124,2641.187721
136.0,1920,2696.612563
281.0,1407,2737.553252
246.0,2039,2796.562132
173.0,986,2824.784583
310.0,1815,2877.092263
278.0,1861,2931.026162
320.0,1704,2980.550386
328.0,1952,3036.852027
36.0,1102,3068.96408
296.0,1567,3114.533601
305.0,1793,3166.274469
401.0,2044,3225.917714
271.0,1596,3272.281969
107.0,1468,3314.163835
334.0,2014,3372.363532
323.0,2255,3437.325382
375.0,1616,3484.15133
428.0,2411,3554.051966
406.0,2226,3618.180142
401.0,2208,3681.767583
134.0,1748,3732.46009
416.0,2236,3796.619172
376.0,1577,3841.737036
383.0,2181,3904.054951
418.0,2347,3971.457731
211.0,1605,4017.434884
433.0,2934,4101.778051
427.0,2091,4161.892642
434.0,3393,4259.95159
376.0,2232,4324.16421
207.0,2031,4382.987849
398.0,2261,4447.911993
412.0,2688,4525.320875
326.0,2551,4599.178994
416.0,2094,4658.411928
416.0,3096,4747.139049
414.0,2337,4813.861395
384.0,2228,4877.874193
624.0,4467,5006.310794
376.0,1967,5062.70101
439.0,2892,5145.676302
341.0,1882,5199.166275
167.0,1512,5242.671113
398.0,1956,5298.499714
427.0,2906,5381.345497
428.0,3083,5469.62142
753.0,3829,5579.397386
431.0,14946,6009.149494
425.0,3148,6098.743622
382.0,2321,6165.114372
428.0,2508,6236.90246
421.0,2777,6315.94225
413.0,4054,6431.843721
405.0,5054,6576.285816
418.0,7630,6795.096675
810.0,5395,6948.567818
706.0,4769,7084.637519
422.0,2424,7153.756413
274.0,1415,7193.668707
234.0,1197,7227.131292
375.0,2910,7309.602992
425.0,3934,7421.071234
382.0,2900,7503.893039
774.0,5582,7662.328624
424.0,3245,7754.836356
431.0,5469,7910.650443
412.0,2994,7996.861214
856.0,8234,8233.495397
383.0,2620,8307.969541
452.0,3534,8408.381218
412.0,2040,8466.204627
421.0,4505,8594.870041
355.0,2359,8662.106279
375.0,2621,8736.695699
447.0,4546,8865.985685
413.0,3345,8960.749765
394.0,2023,9018.227984
805.0,4876,9157.714219
423.0,2475,9228.036533
428.0,3269,9320.616496
456.0,4853,9458.882638
415.0,2505,9500.427334
424.0,2342,9538.910702
398.0,2395,9578.315933
439.0,3484,9635.304808
406.0,4732,9712.180304
368.0,2998,9760.798375
