entloss,EpisodesSoFar,meankl,ev_tdlam_before,EpRewMean,EpLenMean,TimeElapsed,EpThisIter,optimgain,TimestepsSoFar,entropy,surrgain
,9,0.00124998,0.00238525867462,0.555555555556,44.6666666667,1.8297019004821777,9,0.00473692,402,1.38504,0.00473692
,23,8.35027e-05,0.00129044055939,0.521739130435,44.347826087,3.0124740600585938,14,2.5332e-06,1020,1.38553,2.5332e-06
,38,1.404e-05,-0.000400066375732,0.421052631579,39.7894736842,4.229354619979858,15,0.000658728,1512,1.38571,0.000658728
,60,1.69297e-05,-0.00250351428986,0.175,29.65,5.47588586807251,22,0.000223259,2038,1.38579,0.000223259
,77,0.000235052,-0.000211954116821,0.1,26.525,6.655812978744507,17,0.000916295,2550,1.3855,0.000916295
,94,0.000126719,-0.00167727470398,0.15,28.9,7.8634867668151855,17,0.00150237,3058,1.38601,0.00150237
,112,0.000139456,0.00048828125,0.125,28.2,9.064152717590332,18,0.00105772,3563,1.38562,0.00105772
,129,0.00049366,-0.00215351581573,0.125,28.675,10.2215735912323,17,0.00499493,4090,1.38465,0.00499493
,143,0.000170691,-0.000286221504211,0.2,31.125,11.409958839416504,14,0.00177346,4603,1.38516,0.00177346
,162,0.00103219,0.000989615917206,0.2,29.725,12.601943492889404,19,0.00124561,5120,1.38425,0.00124561
,181,0.000474185,-0.000436544418335,0.125,26.7,13.845601558685303,19,0.00354519,5625,1.38305,0.00354519
,198,0.000339511,0.000380158424377,0.15,28.25,15.074000835418701,17,0.00148681,6130,1.38069,0.00148681
,213,0.000636269,-0.00200533866882,0.2,30.075,16.25611424446106,15,0.00516671,6646,1.38096,0.00516671
,229,0.00103597,-0.00287306308746,0.275,32.7,17.432379484176636,16,0.00462283,7161,1.38018,0.00462283
,245,0.00109867,0.000647008419037,0.225,30.95,18.61299753189087,16,0.00600816,7674,1.38332,0.00600816
,260,0.00051261,-0.000617980957031,0.275,33.625,19.797706842422485,15,0.00278579,8150,1.38424,0.00278579
,275,0.0011481,0.00470900535583,0.2,30.6,20.954285860061646,15,0.00570696,8567,1.38301,0.00570696
,290,0.000752769,0.00058925151825,0.3,34.0,22.15182662010193,15,0.00241472,9195,1.38051,0.00241472
,305,0.000649298,-0.002121925354,0.275,33.45,23.332033395767212,15,0.00209669,9677,1.37867,0.00209669
,321,0.000787043,0.00175327062607,0.2,31.4,24.52387285232544,16,0.00930623,10202,1.3743,0.00930623
,336,0.00102581,-0.00169622898102,0.275,34.15,25.75608801841736,15,0.00904749,10743,1.37621,0.00904749
,349,0.000361503,0.00167065858841,0.25,31.425,26.97880721092224,13,0.00654694,11187,1.37338,0.00654694
,366,0.00045786,0.0018002986908,0.3,34.15,28.16196370124817,17,0.00518456,11760,1.37199,0.00518456
,384,0.00126745,0.00125616788864,0.225,31.0,29.38348889350891,18,0.00406034,12254,1.37892,0.00406034
,403,0.000886544,0.00273579359055,0.2,29.8,30.618105173110962,19,0.00928106,12792,1.37359,0.00928106
,420,0.000354312,-0.000442504882812,0.2,29.05,31.826167583465576,17,0.00263792,13296,1.37629,0.00263792
,436,0.00027434,0.000683486461639,0.2,29.8,33.03572201728821,16,0.0045433,13823,1.37654,0.0045433
,453,0.000947548,0.00193482637405,0.2,30.125,34.27882766723633,17,0.00932958,14282,1.3768,0.00932958
,468,0.000898172,0.00225132703781,0.2,30.775,35.52499032020569,15,0.0114009,14827,1.37751,0.0114009
,484,0.000364814,-0.000737905502319,0.25,31.925,36.75643539428711,16,0.00590273,15354,1.37672,0.00590273
,503,0.000783275,0.00144743919373,0.175,28.6,38.00561475753784,19,0.00913819,15856,1.37489,0.00913819
,521,0.00085389,-0.00171291828156,0.15,28.175,39.245874643325806,18,0.0103367,16384,1.37524,0.0103367
,536,0.000307341,0.00106585025787,0.2,29.65,40.51802468299866,15,0.00435266,16883,1.37375,0.00435266
,549,0.0012326,-0.0025669336319,0.25,32.125,41.72148156166077,13,0.0116065,17397,1.36725,0.0116065
,564,0.000464038,0.000515878200531,0.35,35.475,42.935672998428345,15,0.00814654,17919,1.36751,0.00814654
,579,0.000696737,-0.000129461288452,0.325,34.875,44.168970346450806,15,0.00324893,18393,1.36996,0.00324893
,599,0.000722353,0.00432556867599,0.2,28.875,45.40352272987366,20,0.00980962,18931,1.36913,0.00980962
,616,0.000773627,-0.00203597545624,0.15,28.05,46.624866247177124,17,0.0105669,19446,1.36789,0.0105669
,632,0.0013496,-0.00141370296478,0.2,30.3,47.840715169906616,16,0.0133416,19960,1.36477,0.0133416
,651,0.0010814,0.00193750858307,0.15,28.275,49.07770490646362,19,0.0132444,20464,1.37452,0.0132444
,667,0.00108551,-0.00317215919495,0.2,30.225,50.30008554458618,16,0.0107931,20982,1.3706,0.0107931
,685,0.00118462,0.00181692838669,0.175,29.125,51.528205156326294,18,0.0132995,21495,1.36733,0.0132995
,700,0.00103999,0.00059974193573,0.225,31.025,52.71374821662903,15,0.0115837,22008,1.36365,0.0115837
,718,0.00102415,-0.000830173492432,0.25,31.675,53.93188166618347,18,0.0114087,22524,1.36291,0.0114087
,735,0.00119471,0.00225311517715,0.175,28.6,55.158721923828125,17,0.0110029,23039,1.35372,0.0110029
,750,0.00106119,0.00124430656433,0.225,31.15,56.391958713531494,15,0.0137304,23536,1.35244,0.0137304
,765,0.001234,0.000249743461609,0.2,31.35,57.609930992126465,15,0.012861,24019,1.35423,0.012861
,781,0.00100621,0.00137805938721,0.2,32.1,58.82574510574341,16,0.0148983,24518,1.35596,0.0148983
,795,0.00108103,0.00325340032578,0.25,34.0,60.07174634933472,14,0.0116798,25056,1.34873,0.0116798
,810,0.00121401,0.00195908546448,0.3,35.45,61.25888395309448,15,0.0141396,25592,1.3491,0.0141396
,823,0.00116664,0.000789046287537,0.325,34.95,62.476900815963745,13,0.0143078,26058,1.36188,0.0143078
,833,0.000929243,-0.00278091430664,0.45,40.1,63.682536363601685,10,0.0120237,26614,1.35397,0.0120237
,850,0.00107167,-0.00151240825653,0.4,38.4,64.93671226501465,17,0.0125041,27128,1.3578,0.0125041
,868,0.00100862,-0.00172245502472,0.275,33.975,66.16433882713318,18,0.0143615,27637,1.35445,0.0143615
,883,0.00106212,-0.0025999546051,0.2,30.025,67.40353894233704,15,0.0131524,28140,1.35668,0.0131524
,899,0.00098412,-0.000940918922424,0.225,30.675,68.62337136268616,16,0.0116351,28665,1.35176,0.0116351
,917,0.00106358,-0.00266909599304,0.275,32.275,69.86541891098022,18,0.0126997,29173,1.36043,0.0126997
,934,0.0011392,-0.0010541677475,0.2,28.775,71.0881028175354,17,0.0149423,29675,1.35105,0.0149423
,949,0.00118968,-0.00178933143616,0.275,31.825,72.30215287208557,15,0.0109574,30164,1.34479,0.0109574
,963,0.00121809,-0.00185608863831,0.375,34.875,73.50941753387451,14,0.0140935,30704,1.34475,0.0140935
,980,0.000580827,-0.00261521339417,0.325,33.375,74.80285882949829,17,0.000196433,31219,1.35228,0.000196433
,997,0.000842693,3.45706939697e-06,0.275,31.85,76.04812216758728,17,0.0111492,31737,1.34417,0.0111492
,1013,0.00113955,-0.00159800052643,0.225,30.425,77.24975752830505,16,0.014922,32247,1.35595,0.014922
,1028,0.00103249,0.000591993331909,0.25,31.575,78.46653985977173,15,0.0103438,32767,1.35127,0.0103438
,1044,0.00146675,0.00297677516937,0.25,30.675,79.68300414085388,16,0.012522,33215,1.34152,0.012522
,1060,0.00093513,-0.00119960308075,0.225,31.7,80.9067976474762,16,0.011447,33763,1.33303,0.011447
,1074,0.000395592,-0.000456571578979,0.25,32.55,82.13657760620117,14,0.00658298,34263,1.34301,0.00658298
,1087,0.000953325,-0.00102579593658,0.275,33.325,83.34226322174072,13,0.0115748,34758,1.33777,0.0115748
,1098,0.00107985,-0.000229954719543,0.425,38.675,84.5579001903534,11,0.0133938,35268,1.33145,0.0133938
,1116,0.00118922,-0.000511169433594,0.375,36.7,85.76577925682068,18,0.0118704,35821,1.33241,0.0118704
,1130,0.00112139,0.000694096088409,0.35,35.875,87.00598168373108,14,0.0126247,36337,1.33213,0.0126247
,1137,0.000448196,0.00203615427017,0.45,39.45,88.25680780410767,7,0.00594302,36823,1.32893,0.00594302
,1152,0.00095573,0.00118267536163,0.475,40.475,89.62572646141052,15,0.0121094,37322,1.33476,0.0121094
,1160,0.000869538,0.00163727998734,0.6,46.3,91.04158115386963,8,0.0115044,37838,1.32685,0.0115044
,1173,0.00126319,0.00154310464859,0.525,43.825,92.37091040611267,13,0.014061,38362,1.33119,0.014061
,1179,0.00101771,0.00131165981293,0.6,46.925,93.67251634597778,6,0.0106447,38840,1.32298,0.0106447
,1192,0.00118686,-0.00410270690918,0.725,52.45,95.02607440948486,13,0.0103221,39420,1.32487,0.0103221
,1205,0.000987148,0.00323218107224,0.525,43.575,96.37659883499146,13,0.0106066,39895,1.33235,0.0106066
,1211,0.000928477,0.00334888696671,0.75,52.725,97.68557953834534,6,0.0106239,40427,1.32493,0.0106239
,1226,0.00139298,0.0025577545166,0.55,43.325,99.02364873886108,15,0.0137268,40942,1.32292,0.0137268
,1237,0.000990574,-0.00115990638733,0.575,44.65,100.34582042694092,11,0.0107387,41377,1.32162,0.0107387
,1250,0.00123567,0.0015721321106,0.475,41.675,101.62824201583862,13,0.0139741,41945,1.33535,0.0139741
,1267,0.00093434,0.00403255224228,0.325,36.325,102.95632290840149,17,0.0102188,42479,1.31439,0.0102188
,1283,0.000779034,0.00196081399918,0.225,30.975,104.27429723739624,16,0.00899197,42974,1.32223,0.00899197
,1300,0.00129769,-0.000847578048706,0.2,30.6,105.55922222137451,17,0.0126226,43496,1.30705,0.0126226
,1314,0.000361158,0.00290882587433,0.225,31.975,106.86537623405457,14,0.00590089,44020,1.30388,0.00590089
,1325,0.00121729,-0.000723481178284,0.275,34.25,108.14903116226196,11,0.0116309,44485,1.30684,0.0116309
,1341,0.00106366,-0.000990152359009,0.3,34.775,109.43776202201843,16,0.0115871,45034,1.30919,0.0115871
,1361,0.00118977,0.000510990619659,0.15,28.375,110.73985457420349,20,0.0125552,45532,1.31043,0.0125552
,1379,0.00106147,0.00192022323608,0.15,27.275,112.0617413520813,18,0.0121872,46079,1.2922,0.0121872
,1395,0.00106389,0.000520527362823,0.2,29.55,113.36809420585632,16,0.011797,46578,1.29977,0.011797
,1404,0.00109901,0.00124132633209,0.325,34.7,114.63439059257507,9,0.0126981,47044,1.28484,0.0126981
,1425,0.00116676,-0.000320672988892,0.275,33.425,115.9922730922699,21,0.0101208,47598,1.26864,0.0101208
,1440,0.00112974,0.00144243240356,0.15,28.9,117.31153607368469,15,0.0129044,48108,1.27908,0.0129044
,1454,0.00114207,-0.00224637985229,0.275,31.975,118.69602465629578,14,0.0117881,48626,1.27072,0.0117881
,1462,0.00131955,-0.000251412391663,0.45,38.05,120.04873275756836,8,0.0142377,49051,1.2786,0.0142377
,1476,0.000342847,-0.005575299263,0.6,41.2,121.38141250610352,14,0.00741842,49664,1.24942,0.00741842
,1486,0.00114769,0.00730150938034,0.65,43.025,122.73055934906006,10,0.0136104,49993,1.26825,0.0136104
,1497,0.0010901,0.00350695848465,0.725,45.775,124.05939841270447,11,0.0155985,50662,1.24475,0.0155985
,1509,0.00104431,0.00151014328003,0.65,43.575,125.37228751182556,12,0.0123045,51197,1.27101,0.0123045
,1524,0.000316206,0.00168210268021,0.65,44.175,126.72190737724304,15,0.00592454,51685,1.30118,0.00592454
,1539,0.00100626,-0.000108003616333,0.375,36.175,128.08594226837158,15,0.0111056,52181,1.2769,0.0111056
,1560,0.00109034,0.00315791368484,0.15,28.35,129.26414918899536,21,0.0149685,52727,1.28497,0.0149685
,1569,0.00122716,-0.00203824043274,0.3,34.35,130.39011001586914,9,0.0109583,53235,1.24795,0.0109583
,1581,0.000330311,-0.00719332695007,0.325,35.575,131.56341910362244,12,0.00681956,53723,1.29719,0.00681956
,1589,0.00118581,0.00303530693054,0.575,44.475,132.70341086387634,8,0.0138097,54259,1.28972,0.0138097
,1609,0.000263317,-0.000617384910583,0.4,37.65,133.90246605873108,20,0.00454825,54741,1.28046,0.00454825
,1622,0.00107109,-0.00055992603302,0.325,35.1,135.0788128376007,13,0.0114078,55279,1.26741,0.0114078
,1635,0.000362899,-0.008904337883,0.3,34.925,136.25937747955322,13,0.00518353,55792,1.29174,0.00518353
,1655,0.000942539,-0.00413525104523,0.275,34.225,137.44398260116577,20,0.0121038,56319,1.27156,0.0121038
,1669,0.00119415,-0.00362980365753,0.275,33.7,138.5974018573761,14,0.0112259,56832,1.28447,0.0112259
,1683,0.00122446,-0.00235903263092,0.25,32.075,139.74070858955383,14,0.0130672,57332,1.23785,0.0130672
,1693,0.00115856,0.00727713108063,0.425,39.375,140.85119771957397,10,0.0119189,57850,1.27055,0.0119189
,1704,0.00104444,-0.00435209274292,0.55,44.4,142.0108437538147,11,0.0099934,58323,1.29328,0.0099934
,1716,0.000913543,0.00752675533295,0.575,46.125,143.16541004180908,12,0.0115977,58863,1.27172,0.0115977
,1728,0.00125207,-0.00803506374359,0.475,42.325,144.32323670387268,12,0.0121123,59331,1.28926,0.0121123
,1746,0.00103162,0.00339990854263,0.325,36.075,145.50243496894836,18,0.0136898,59888,1.26023,0.0136898
,1757,0.000988901,0.00307148694992,0.325,34.725,146.63274836540222,11,0.0115038,60275,1.23054,0.0115038
,1770,0.000969475,0.00918060541153,0.425,37.5,147.7857313156128,13,0.0115612,60923,1.24046,0.0115612
,1779,0.00143824,-0.00200796127319,0.575,44.9,148.92160153388977,9,0.00926442,61424,1.21253,0.00926442
,1797,0.00131627,0.00300323963165,0.475,41.9,150.0848424434662,18,0.0136872,61951,1.28431,0.0136872
,1814,0.000893717,0.000212013721466,0.25,32.1,151.25550889968872,17,0.0153056,62447,1.24425,0.0153056
,1827,0.00134055,0.00282752513885,0.225,29.725,152.40241146087646,13,0.0117241,62841,1.24836,0.0117241
,1846,0.000910485,0.00473964214325,0.25,31.05,153.5862274169922,19,0.00846298,63450,1.24137,0.00846298
,1855,0.0011169,-0.00186550617218,0.425,37.575,154.70786571502686,9,0.0118952,63971,1.22932,0.0118952
,1867,0.00103786,0.00164800882339,0.475,41.225,155.846360206604,12,0.0138005,64490,1.21175,0.0138005
,1885,0.00112494,-0.00526583194733,0.425,39.25,157.02178716659546,18,0.00824844,64997,1.25824,0.00824844
,1895,0.00035295,-0.0108535289764,0.375,38.075,158.16626000404358,10,0.0058494,65494,1.28017,0.0058494
,1907,0.00106613,0.00941443443298,0.4,38.15,159.28708720207214,12,0.0101585,66016,1.19113,0.0101585
,1917,0.000510723,-0.0164619684219,0.5,42.825,160.482670545578,10,0.00736513,66530,1.28206,0.00736513
,1928,0.00109909,-0.0137678384781,0.625,48.9,161.6159851551056,11,0.0107755,67048,1.28148,0.0107755
,1936,0.0013511,-0.0096492767334,0.625,49.025,162.75250816345215,8,0.00994204,67506,1.27638,0.00994204
,1947,0.00126374,-0.00783932209015,0.7,51.55,163.9421947002411,11,0.011966,68078,1.24519,0.011966
,1958,0.00132441,0.00742846727371,0.65,48.65,165.12125492095947,11,0.0131208,68548,1.25933,0.0131208
,1971,0.00107418,-0.00365996360779,0.575,45.975,166.30347323417664,13,0.0137386,69109,1.24578,0.0137386
,1986,0.00118037,-0.00185489654541,0.425,39.2,167.47637748718262,15,0.0113838,69625,1.23972,0.0113838
,2002,0.0010821,0.00754088163376,0.275,34.05,168.62822437286377,16,0.0114255,70122,1.26286,0.0114255
,2010,0.00108652,-0.00720071792603,0.325,35.975,169.7746970653534,8,0.0108498,70525,1.23009,0.0108498
,2020,0.00106729,-0.00623166561127,0.525,43.825,170.92203974723816,10,0.0103102,71167,1.1878,0.0103102
,2030,0.00102334,-0.00779986381531,0.6,45.625,172.08584928512573,10,0.0108807,71633,1.19283,0.0108807
,2043,0.00110436,-0.00148725509644,0.775,50.7,173.22487258911133,13,0.0126429,72173,1.20435,0.0126429
,2058,0.00105748,-0.00226151943207,0.5,39.2,174.39881014823914,15,0.0146123,72693,1.22536,0.0146123
,2073,0.00107696,-0.00216460227966,0.325,33.175,175.56093502044678,15,0.0109404,73196,1.16917,0.0109404
,2086,0.00120185,-0.00277185440063,0.4,36.75,176.7192840576172,13,0.0136318,73712,1.19945,0.0136318
,2094,0.00120194,0.00728470087051,0.55,42.9,177.85129117965698,8,0.0103956,74209,1.21322,0.0103956
,2109,0.00109541,-0.00354468822479,0.475,41.0,179.00622296333313,15,0.0121871,74744,1.20611,0.0121871
,2119,0.000973501,-0.00274193286896,0.6,46.2,180.13342308998108,10,0.0103908,75233,1.18966,0.0103908
,2127,0.00115275,-0.00167155265808,0.675,47.975,181.28363633155823,8,0.0120261,75703,1.18532,0.0120261
,2140,0.00111843,-0.00436532497406,0.65,46.7,182.45477175712585,13,0.0156844,76286,1.19208,0.0156844
,2153,0.0012931,0.00584268569946,0.725,48.9,183.60984015464783,13,0.0116921,76788,1.17853,0.0116921
,2165,0.0010816,-0.00604581832886,0.5,40.325,184.77302384376526,12,0.0113637,77242,1.20233,0.0113637
,2176,0.00121648,-0.0104475021362,0.5,41.725,185.93374967575073,11,0.0117968,77804,1.21556,0.0117968
,2193,0.00098506,0.00572818517685,0.4,38.425,187.10257720947266,17,0.0105161,78325,1.18266,0.0105161
,2213,0.00110062,0.000787734985352,0.2,29.8,188.29222631454468,20,0.012795,78835,1.17879,0.012795
,2226,0.00104706,-0.00261211395264,0.175,28.625,189.4794545173645,13,0.0100694,79311,1.19204,0.0100694
,2240,0.000996717,-0.00149786472321,0.325,33.825,190.63853812217712,14,0.0104723,79865,1.17405,0.0104723
,2253,0.0011123,0.00237935781479,0.4,37.575,191.81081867218018,13,0.0120715,80338,1.22584,0.0120715
,2264,0.0012343,-0.0100737810135,0.475,40.725,192.94003629684448,11,0.012005,80894,1.22917,0.012005
,2276,0.00116564,-0.00707316398621,0.475,41.65,194.07303190231323,12,0.0120171,81366,1.21132,0.0120171
,2289,0.000853567,-0.00699973106384,0.55,45.35,195.2066571712494,13,0.0102047,81910,1.20453,0.0102047
,2306,0.000958882,-0.000901222229004,0.325,35.775,196.37189650535583,17,0.0160844,82417,1.20599,0.0160844
,2322,0.00109937,-0.00550150871277,0.325,34.575,197.5389964580536,16,0.0126023,82934,1.21521,0.0126023
,2342,0.00118189,0.0120289921761,0.175,27.85,198.74154090881348,20,0.011552,83441,1.17203,0.011552
,2361,0.000965307,0.00430774688721,0.125,26.025,199.94588446617126,19,0.00960274,83954,1.17769,0.00960274
,2371,0.00109366,0.00294810533524,0.275,31.975,201.10221195220947,10,0.011112,84473,1.16412,0.011112
,2385,0.00126091,-0.00092339515686,0.4,36.55,202.265065908432,14,0.0142092,84972,1.18541,0.0142092
,2400,0.0011597,0.00715452432632,0.45,38.975,203.42253589630127,15,0.0124042,85490,1.19289,0.0124042
,2414,0.0010944,-0.00493037700653,0.325,33.625,204.57097029685974,14,0.0117728,86013,1.1926,0.0117728
,2432,0.000935645,0.0100522041321,0.3,33.35,205.72745776176453,18,0.0138389,86521,1.19731,0.0138389
,2445,0.000942974,-0.00502133369446,0.35,34.45,206.86990785598755,13,0.00956219,86981,1.21814,0.00956219
,2452,0.000410253,-0.00597453117371,0.4,36.775,208.0081160068512,7,0.00569857,87411,1.18509,0.00569857
,2463,0.000394984,-0.00439584255219,0.575,43.575,209.15819835662842,11,0.00601511,88059,1.17161,0.00601511
,2476,0.00131541,-0.00562965869904,0.575,43.975,210.3325822353363,13,0.0125753,88475,1.2294,0.0125753
,2491,0.000473725,-0.0129836797714,0.55,42.575,211.5161201953888,15,0.00876024,89063,1.18675,0.00876024
,2500,0.0013312,0.0108273625374,0.5,41.325,212.6474678516388,9,0.0147292,89570,1.16039,0.0147292
,2509,0.00121804,-0.00108504295349,0.675,47.675,213.79079461097717,9,0.0143176,90102,1.20284,0.0143176
,2520,0.000993833,-0.0140798091888,0.675,46.875,214.92500495910645,11,0.0109887,90534,1.15008,0.0109887
,2528,0.00102327,-0.00170314311981,0.875,54.2,216.05677318572998,8,0.010987,91134,1.15709,0.010987
,2538,0.000929433,-0.00570225715637,0.775,50.475,217.17127227783203,10,0.0107873,91543,1.14546,0.0107873
,2549,0.00122946,-0.000292301177979,0.775,51.275,218.30304503440857,11,0.0105148,92153,1.16471,0.0105148
,2565,0.00138793,0.00128495693207,0.6,44.5,219.48211693763733,16,0.0104044,92629,1.12961,0.0104044
,2581,0.0011472,-0.00130772590637,0.4,36.575,220.62445902824402,16,0.011074,93171,1.16466,0.011074
,2596,0.0010679,-0.0003901720047,0.325,34.0,221.78460812568665,15,0.0118633,93674,1.15287,0.0118633
,2611,0.000980376,-0.00563657283783,0.325,33.9,222.93981623649597,15,0.0138783,94198,1.09963,0.0138783
,2620,0.00111094,-0.00266540050507,0.475,39.075,224.10320615768433,9,0.0165822,94711,1.06598,0.0165822
,2628,0.0010811,0.0271382331848,0.625,44.55,225.21653151512146,8,0.0106721,95156,1.13841,0.0106721
,2641,0.00109338,-0.00327837467194,0.675,44.95,226.35697078704834,13,0.0120659,95661,1.13396,0.0120659
,2650,0.00147598,0.00279766321182,0.85,52.475,227.51192688941956,9,0.0107848,96246,1.12941,0.0107848
,2668,0.00108806,0.00544846057892,0.5,39.75,228.69748711585999,18,0.010544,96746,1.07408,0.010544
,2681,0.0010815,-0.000578284263611,0.5,40.425,229.8616919517517,13,0.0111212,97278,1.03713,0.0111212
,2697,0.00117419,-0.000771403312683,0.325,33.625,231.05409169197083,16,0.0123139,97781,1.11626,0.0123139
,2710,0.000884643,-0.00168538093567,0.425,37.05,232.2049901485443,13,0.00945152,98302,1.08228,0.00945152
,2718,0.00118476,-0.00201797485352,0.525,41.0,233.32009959220886,8,0.015841,98787,1.07893,0.015841
,2728,0.00104187,0.00991946458817,0.65,45.875,234.4798183441162,10,0.0113169,99268,1.11327,0.0113169
,2741,0.000937091,-0.00239384174347,0.7,47.25,235.6446282863617,13,0.0108384,99838,1.08711,0.0108384
,2756,0.00119212,-0.0169414281845,0.65,47.075,236.8304238319397,15,0.0101221,100349,1.16073,0.0101221
,2772,0.00140791,-0.00299513339996,0.35,35.125,237.98919987678528,16,0.0131769,100814,1.15328,0.0131769
,2785,0.00109196,0.00111877918243,0.35,35.75,239.16323113441467,13,0.0108739,101360,1.12394,0.0108739
,2795,0.00117644,-0.00353610515594,0.475,39.025,240.33661603927612,10,0.00959129,101887,1.08017,0.00959129
,2811,0.000397414,0.0161430835724,0.5,39.725,241.5198221206665,16,0.00708745,102382,1.13615,0.00708745
,2825,0.00100831,-0.00169110298157,0.425,37.7,242.69850635528564,14,0.0116574,102868,1.17399,0.0116574
,2833,0.00107997,0.00660300254822,0.425,38.725,243.8320116996765,8,0.0108371,103309,1.05528,0.0108371
,2839,0.0009512,0.00575351715088,0.675,48.475,244.95850825309753,6,0.00993347,103916,1.16309,0.00993347
,2855,0.00105572,-0.00427711009979,0.675,48.9,246.1261384487152,16,0.00942905,104428,1.09123,0.00942905
,2866,0.00102403,-0.00975203514099,0.65,46.85,247.26734495162964,11,0.0109667,104896,1.06279,0.0109667
,2878,0.000875431,0.00822019577026,0.425,38.175,248.42386674880981,12,0.0106086,105371,1.11012,0.0106086
,2891,0.00110112,-0.00511384010315,0.55,42.725,249.56835556030273,13,0.0123921,105974,1.1404,0.0123921
,2907,0.00138869,-0.00832951068878,0.375,37.3,250.7272789478302,16,0.0126678,106459,1.16756,0.0126678
,2924,0.000906735,0.00278890132904,0.25,32.325,251.89290952682495,17,0.00892348,107000,1.1039,0.00892348
,2934,0.000748064,-0.0152659416199,0.325,35.75,253.04273390769958,10,0.00325041,107473,1.1399,0.00325041
,2947,0.00115544,-0.000743269920349,0.425,39.25,254.2135088443756,13,0.0108425,108029,1.09608,0.0108425
,2963,0.00106003,-0.00759744644165,0.425,39.175,255.36017084121704,16,0.0113831,108544,1.07016,0.0113831
,2977,0.000994026,0.00539082288742,0.35,35.525,256.51250743865967,14,0.0109907,109039,1.11146,0.0109907
,2987,0.00097911,-0.0154560804367,0.4,38.325,257.6521360874176,10,0.00976034,109562,1.16302,0.00976034
,2998,0.00104432,-0.0119457244873,0.525,43.9,258.8229703903198,11,0.012158,110032,1.14628,0.012158
,3020,0.000999136,-0.00430655479431,0.3,35.1,260.0337357521057,22,0.00925288,110584,1.07067,0.00925288
,3034,0.00101832,0.0202054381371,0.15,27.425,261.175253868103,14,0.00990397,110988,1.07594,0.00990397
,3046,0.000312772,-0.0130845308304,0.275,32.85,262.35210156440735,12,0.00577847,111555,1.15444,0.00577847
,3057,0.000926798,-0.00192201137543,0.475,39.8,263.498752117157,11,0.0130695,112109,1.12865,0.0130695
,3067,0.000309354,-0.00604581832886,0.675,47.2,264.64173913002014,10,0.00518633,112629,1.12525,0.00518633
,3081,0.00109977,-0.0198976993561,0.625,45.475,265.8298408985138,14,0.0118117,113138,1.17749,0.0118117
,3092,0.00106364,0.00173658132553,0.55,42.25,266.9751811027527,11,0.0097207,113640,1.03368,0.0097207
,3098,0.000895218,0.000291049480438,0.75,49.8,268.1322202682495,6,0.00995903,114124,1.16001,0.00995903
,3108,0.00111654,-0.0135774612427,0.725,50.65,269.2609369754791,10,0.010688,114676,1.18922,0.010688
,3118,0.00129194,0.00626611709595,0.825,53.425,270.4010407924652,10,0.0127093,115180,1.13634,0.0127093
,3132,0.000377274,-0.00258946418762,0.675,49.75,271.56729912757874,14,0.00522176,115630,1.15893,0.00522176
,3148,0.000897634,0.0178058743477,0.425,38.65,272.75174355506897,16,0.0105357,116222,1.12258,0.0105357
,3162,0.00107959,0.00257557630539,0.325,33.825,273.90507197380066,14,0.0106498,116725,1.0691,0.0106498
,3173,0.00102997,-0.0227497816086,0.4,37.35,275.05630111694336,11,0.00998524,117220,1.15651,0.00998524
,3182,0.000360868,-0.0133861303329,0.475,41.55,276.22112917900085,9,0.00325758,117748,1.16407,0.00325758
,3197,0.00106024,-0.00155675411224,0.475,43.0,277.3820879459381,15,0.00791905,118261,1.16232,0.00791905
,3209,0.000342162,0.0138333439827,0.5,43.125,278.528427362442,12,0.00653212,118732,1.08981,0.00653212
,3222,0.00105341,0.0185560584068,0.35,35.2,279.6670150756836,13,0.0101969,119156,1.0559,0.0101969
,3235,0.00110862,0.026929795742,0.5,39.675,280.8282084465027,13,0.0105625,119802,1.1136,0.0105625
,3243,0.00144329,-0.0168654918671,0.65,45.8,281.95447278022766,8,0.0111345,120225,1.12987,0.0111345
,3252,0.000992793,-0.00635170936584,0.65,47.525,283.0865707397461,9,0.0097859,120774,1.17852,0.0097859
,3264,0.00100637,-0.00146949291229,0.575,46.6,284.2227792739868,12,0.0091396,121321,1.16947,0.0091396
,3281,0.00136415,0.00187683105469,0.45,42.4,285.38415908813477,17,0.0113013,121832,1.1542,0.0113013
,3294,0.000961045,-0.000243425369263,0.3,35.75,286.53394389152527,13,0.00932342,122350,1.12009,0.00932342
,3302,0.00116283,-0.00980055332184,0.375,38.85,287.6710503101349,8,0.0113152,122783,1.14276,0.0113152
,3310,0.00100486,0.0143065452576,0.6,46.8,288.85664319992065,8,0.00966185,123380,1.12387,0.00966185
,3327,0.000990385,0.00312560796738,0.525,43.6,290.01264095306396,17,0.0116731,123888,1.15126,0.0116731
,3334,0.00104417,-0.0193374156952,0.725,51.325,291.1539170742035,7,0.00936051,124403,1.11633,0.00936051
,3352,0.00101808,0.0490669608116,0.375,37.175,292.3408899307251,18,0.0117767,124913,1.09108,0.0117767
,3369,0.000489941,0.0181885361671,0.375,36.35,293.53226709365845,17,0.00773561,125435,1.06583,0.00773561
,3384,0.000990364,0.0103479623795,0.25,31.425,294.6941728591919,15,0.00889774,125933,1.06351,0.00889774
,3401,0.00106203,0.00584214925766,0.225,30.1,295.8505985736847,17,0.00844328,126373,1.04721,0.00844328
