total_timesteps,explained_variance,policy_entropy,fps,nupdates,value_loss
3168000,0.8630414009094238,1.1154077053070068,1330,39600,0.018189484253525734
3176000,0.6652386486530304,1.1645689010620117,1330,39700,0.019956860691308975
3184000,0.8542269915342331,1.125253438949585,1331,39800,0.012666678056120872
3192000,0.6386527717113495,1.109343409538269,1331,39900,0.026266520842909813
3200000,0.7686297446489334,1.0205533504486084,1331,40000,0.03825358301401138
3208000,0.6644911170005798,1.1691315174102783,1331,40100,0.0450936034321785
3216000,0.816464826464653,1.105938196182251,1331,40200,0.012171187438070774
3224000,0.9214761033654213,1.1331043243408203,1331,40300,0.00929936207830906
3232000,0.5809929370880127,1.0863454341888428,1331,40400,0.03694123774766922
3240000,0.7600988149642944,1.0954726934432983,1331,40500,0.020143788307905197
3248000,0.6776162385940552,1.1099989414215088,1331,40600,0.026228222995996475
3256000,0.8015735149383545,1.1785106658935547,1331,40700,0.02569342777132988
3264000,0.7753319293260574,1.0667775869369507,1332,40800,0.023869704455137253
3272000,0.6174174845218658,1.1083331108093262,1332,40900,0.05699760839343071
3280000,0.7997881025075912,1.0864771604537964,1332,41000,0.0260147862136364
3288000,0.8212007433176041,1.004174828529358,1332,41100,0.021591801196336746
3296000,0.8764801546931267,1.0544161796569824,1332,41200,0.014293459244072437
3304000,0.5657353699207306,0.9751647710800171,1332,41300,0.04997286945581436
3312000,0.7824252396821976,1.001059651374817,1332,41400,0.04140698164701462
3320000,0.6925052106380463,1.0407663583755493,1332,41500,0.01475199032574892
3328000,0.7384710311889648,1.0019853115081787,1333,41600,0.012757198885083199
3336000,0.6918401420116425,1.0551480054855347,1333,41700,0.02175132744014263
3344000,0.3986724019050598,1.0334827899932861,1333,41800,0.027066504582762718
3352000,0.8306383490562439,1.0098867416381836,1333,41900,0.01744222082197666
3360000,0.601312667131424,1.1078275442123413,1333,42000,0.05075504630804062
3368000,0.7404999732971191,1.037994384765625,1333,42100,0.0422777459025383
3376000,0.76903435587883,1.0350652933120728,1333,42200,0.018916171044111252
3384000,0.5468475520610809,1.0693485736846924,1333,42300,0.023743674159049988
3392000,0.6597859561443329,1.0346715450286865,1333,42400,0.03445008397102356
3400000,0.7255993485450745,0.980903148651123,1333,42500,0.015887737274169922
3408000,0.5988399982452393,1.0220340490341187,1333,42600,0.03328520804643631
3416000,0.22687846422195435,1.1111600399017334,1334,42700,0.09346162527799606
3424000,0.6377076506614685,0.9887133836746216,1334,42800,0.03379686921834946
3432000,0.7089585959911346,1.0410352945327759,1334,42900,0.028921643272042274
3440000,0.7106042504310608,1.0401110649108887,1334,43000,0.03646106645464897
3448000,0.8595404922962189,0.9605084657669067,1334,43100,0.017501225695014
3456000,0.7886995822191238,1.0184224843978882,1334,43200,0.01433013565838337
3464000,0.660575807094574,0.9463955760002136,1334,43300,0.042953528463840485
3472000,0.49423474073410034,0.9845272898674011,1334,43400,0.017389139160513878
3480000,0.8550815731287003,1.0158997774124146,1334,43500,0.00632148003205657
3488000,0.7649132013320923,1.0612856149673462,1334,43600,0.02261143922805786
3496000,0.7459577918052673,1.087180256843567,1335,43700,0.020662525668740273
3504000,0.8037332594394684,1.2167173624038696,1335,43800,0.027334626764059067
3512000,0.5275305211544037,1.0188924074172974,1335,43900,0.09389685839414597
3520000,0.7058046460151672,0.8326822519302368,1335,44000,0.03041457012295723
3528000,0.8106906712055206,1.1445587873458862,1335,44100,0.010421810671687126
3536000,0.738440603017807,0.9350124597549438,1335,44200,0.022117475047707558
3544000,0.7682830840349197,0.9984358549118042,1335,44300,0.01748628541827202
3552000,0.7345126569271088,0.9860736727714539,1335,44400,0.042666297405958176
3560000,0.7711693197488785,1.0064313411712646,1335,44500,0.031249821186065674
3568000,0.7356148660182953,0.9880119562149048,1336,44600,0.026668071746826172
3576000,0.7190271317958832,1.0217609405517578,1336,44700,0.019422326236963272
3584000,0.7386106550693512,1.0619616508483887,1336,44800,0.030561691150069237
3592000,0.6660875380039215,1.0853499174118042,1336,44900,0.01848643645644188
3600000,0.8189281225204468,0.9741403460502625,1336,45000,0.016055438667535782
3608000,0.7982829958200455,1.0999395847320557,1336,45100,0.016482284292578697
3616000,0.6437239050865173,1.0561145544052124,1336,45200,0.024622347205877304
3624000,0.7883786857128143,0.9650267362594604,1336,45300,0.019253822043538094
3632000,0.7709918171167374,0.9362170100212097,1336,45400,0.05272740125656128
3640000,0.486305832862854,1.0132801532745361,1336,45500,0.039715297520160675
3648000,0.7821106016635895,0.9660565257072449,1337,45600,0.015032721683382988
3656000,0.6046018004417419,1.1221548318862915,1337,45700,0.06385312974452972
3664000,0.7755378633737564,1.1288864612579346,1337,45800,0.03071311116218567
3672000,0.6412253081798553,1.056992769241333,1337,45900,0.01699388399720192
3680000,0.6614764034748077,1.0686174631118774,1337,46000,0.018157873302698135
3688000,0.6150300800800323,1.0020850896835327,1337,46100,0.0981929823756218
3696000,0.707611083984375,1.0965454578399658,1337,46200,0.013473382219672203
3704000,0.5677843987941742,1.12392258644104,1337,46300,0.06919009983539581
3712000,0.37887269258499146,0.9589864611625671,1337,46400,0.052458763122558594
3720000,0.8291214853525162,1.125370979309082,1337,46500,0.013343995437026024
