#{"env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3", "t_start": 1511450387.1763432}
r,l,t
1.0,155,2.433449
1.0,175,3.778883
0.0,127,4.707386
0.0,127,5.665743
0.0,129,6.648087
1.0,157,7.881208
3.0,233,9.703554
1.0,173,11.090238
0.0,127,12.059199
2.0,223,13.852514
2.0,201,15.481416
0.0,129,16.455304
0.0,129,17.472028
0.0,127,18.454416
0.0,127,19.382705
0.0,129,20.33965
0.0,129,21.315428
0.0,129,22.262711
3.0,252,24.246016
0.0,129,25.217011
5.0,352,28.050529
12.0,429,31.548161
0.0,129,32.489643
4.0,280,34.750835
0.0,129,35.716577
0.0,129,36.699203
1.0,173,38.612265
0.0,127,40.524643
1.0,172,42.364283
0.0,129,43.82111
5.0,352,48.029927
0.0,127,49.43928
0.0,123,50.794609
0.0,127,52.190408
1.0,155,53.91447
0.0,129,55.318566
2.0,201,57.66142
1.0,177,59.649532
0.0,127,61.061621
0.0,129,62.49754
4.0,297,65.999019
1.0,172,67.982837
1.0,172,69.923015
0.0,123,71.290697
0.0,129,72.722112
1.0,155,74.399186
4.0,279,77.65355
2.0,224,80.30785
0.0,125,81.662979
0.0,125,83.000895
2.0,202,85.288189
2.0,198,87.569611
0.0,127,88.962552
0.0,129,90.409045
3.0,275,93.684125
1.0,173,95.644537
1.0,170,97.618505
2.0,202,100.006552
0.0,127,101.388918
0.0,125,102.796067
0.0,129,104.252858
6.0,378,108.637925
2.0,190,110.844579
1.0,174,112.802719
0.0,129,114.259054
3.0,272,117.373256
0.0,129,118.773672
0.0,123,120.08012
5.0,331,124.04035
0.0,129,125.493225
1.0,155,127.306425
0.0,129,128.747885
0.0,129,130.182527
0.0,129,131.596819
1.0,175,133.628137
0.0,129,135.050952
1.0,172,137.006306
4.0,278,140.300806
0.0,125,141.588336
1.0,173,143.618037
1.0,157,145.411501
0.0,129,146.807966
1.0,157,148.595354
2.0,202,150.880488
4.0,298,154.39233
2.0,186,156.50047
3.0,248,159.420778
0.0,127,160.817843
0.0,129,162.242069
0.0,125,163.601294
1.0,155,165.340184
0.0,129,166.782562
2.0,203,169.218248
1.0,173,171.168464
2.0,200,173.493473
0.0,127,174.902513
0.0,129,176.308302
3.0,230,179.001916
4.0,320,182.747317
1.0,176,184.757069
1.0,173,186.711816
0.0,129,188.135935
0.0,127,189.491803
2.0,202,191.847951
0.0,129,193.275168
2.0,201,195.595233
0.0,129,196.980654
1.0,175,198.97279
0.0,127,200.383113
0.0,125,201.780775
9.0,422,206.791921
0.0,129,208.233858
0.0,129,209.692299
13.0,552,216.290545
2.0,222,218.816287
3.0,248,221.678768
1.0,175,223.644094
3.0,234,226.285673
5.0,350,230.453614
4.0,297,233.901044
2.0,202,236.239048
0.0,129,237.711261
0.0,127,239.120198
0.0,127,240.481849
0.0,129,241.929126
0.0,129,243.368962
2.0,200,245.728379
1.0,153,247.42318
4.0,319,251.1687
1.0,175,253.139265
2.0,217,255.612067
2.0,202,257.952774
4.0,321,261.699609
0.0,129,263.11924
0.0,129,264.519078
0.0,129,265.913613
0.0,129,267.337143
2.0,202,269.657707
2.0,200,271.962625
1.0,157,273.732809
0.0,127,275.121603
2.0,200,277.406133
3.0,271,280.507228
13.0,460,285.964163
3.0,270,289.076316
0.0,129,290.456026
