#{"env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3", "t_start": 1511450386.988619}
r,l,t
2.0,203,3.023991
2.0,222,4.747434
1.0,171,6.095218
0.0,125,7.025871
4.0,301,9.437877
0.0,129,10.43343
0.0,127,11.431035
0.0,127,12.408839
0.0,125,13.345263
1.0,175,14.727798
0.0,125,15.704099
0.0,129,16.677052
1.0,173,18.060915
1.0,155,19.24948
0.0,129,20.215758
3.0,248,22.15998
2.0,202,23.719138
0.0,129,24.700696
0.0,129,25.660172
1.0,157,26.88362
0.0,127,27.825565
0.0,127,28.789616
1.0,157,29.983841
2.0,221,31.707857
0.0,129,32.648785
0.0,127,33.601522
0.0,125,34.560508
8.0,375,37.685766
1.0,153,40.209459
1.0,173,41.962244
0.0,127,43.39738
0.0,129,44.832947
0.0,125,46.247686
2.0,202,48.560999
4.0,319,52.353279
1.0,173,54.309957
2.0,220,56.868108
3.0,250,59.744863
1.0,176,61.756579
1.0,157,63.59072
3.0,249,66.454134
1.0,157,68.270537
0.0,125,69.625801
0.0,127,70.999635
6.0,377,75.460498
0.0,129,76.884544
4.0,279,80.170324
4.0,299,83.661403
0.0,123,84.997624
0.0,129,86.394071
0.0,129,87.847765
0.0,129,89.26161
0.0,125,90.670519
0.0,129,92.107486
2.0,200,94.408505
2.0,205,96.772704
0.0,127,98.235609
0.0,125,99.643438
2.0,202,101.997298
2.0,202,104.333903
6.0,399,108.994306
0.0,129,110.431723
1.0,176,112.44651
0.0,129,113.872444
2.0,219,116.335327
0.0,125,117.719481
5.0,332,121.63564
5.0,348,125.786763
0.0,127,127.229761
1.0,173,129.237797
2.0,200,131.551275
4.0,319,135.375386
1.0,157,137.126202
0.0,129,138.546242
0.0,127,139.971105
1.0,175,141.889194
0.0,127,143.332388
1.0,175,145.352139
0.0,125,146.699815
3.0,251,149.615115
2.0,183,151.732882
1.0,173,153.642482
3.0,248,156.562243
0.0,129,157.998874
0.0,129,159.429084
0.0,129,160.855354
3.0,252,163.771429
0.0,127,165.167117
1.0,175,167.21737
1.0,157,169.053157
3.0,268,172.188404
1.0,171,174.154686
5.0,326,178.020746
1.0,175,180.00773
0.0,127,181.405348
2.0,222,183.939819
0.0,129,185.336195
3.0,219,187.869602
3.0,248,190.759474
0.0,129,192.217287
1.0,172,194.144874
1.0,155,195.92171
0.0,127,197.271728
2.0,187,199.403424
0.0,127,200.83216
3.0,269,203.987942
4.0,299,207.482308
0.0,129,208.9366
1.0,174,210.932952
0.0,127,212.323506
1.0,153,214.073726
0.0,129,215.448028
7.0,328,219.252838
5.0,373,223.644234
0.0,129,225.054538
0.0,129,226.405644
3.0,250,229.356923
7.0,320,233.094099
0.0,129,234.516317
8.0,377,239.046586
2.0,200,241.360872
2.0,220,243.947796
1.0,173,245.957245
2.0,221,248.464949
6.0,369,252.821512
3.0,253,255.730462
0.0,125,257.116343
3.0,270,260.22244
3.0,248,263.125777
1.0,173,265.086845
4.0,299,268.608363
0.0,129,269.994912
1.0,155,271.739861
5.0,350,275.88221
9.0,404,280.608407
0.0,125,281.956228
2.0,220,284.478216
2.0,200,286.77812
5.0,348,290.815628
0.0,129,292.287953
0.0,127,293.718554
3.0,271,296.911541
0.0,129,298.329895
0.0,127,299.731894
0.0,125,301.081137
3.0,271,304.236555
9.0,419,309.210794
0.0,127,310.591299
0.0,125,312.023591
0.0,129,313.480781
2.0,200,315.737061
0.0,129,317.224111
9.0,404,322.053149
3.0,250,325.023103
2.0,200,327.360949
2.0,188,329.456383
3.0,248,332.343941
0.0,127,333.733459
0.0,129,335.190877
3.0,272,338.365372
0.0,129,339.776759
6.0,379,344.265619
0.0,129,345.695416
0.0,129,347.119618
2.0,202,349.42264
2.0,198,351.702361
9.0,404,356.641865
0.0,127,358.064865
9.0,380,362.453526
2.0,202,364.868967
2.0,202,367.535807
3.0,248,370.730669
2.0,220,373.560248
0.0,127,375.007937
5.0,349,379.091805
4.0,299,382.516621
0.0,127,383.93515
1.0,153,385.664237
0.0,129,387.090497
0.0,125,388.483093
0.0,125,389.850153
0.0,125,391.205482
0.0,129,392.585567
5.0,350,396.651784
0.0,125,398.016859
0.0,129,399.437135
0.0,129,400.81442
0.0,129,402.163623
0.0,129,403.578082
9.0,404,408.36428
0.0,127,409.713304
0.0,127,411.093221
0.0,129,412.468376
2.0,202,414.770437
0.0,127,416.113223
3.0,248,419.016491
7.0,410,423.847032
0.0,127,425.282841
9.0,404,429.996814
0.0,125,431.366382
0.0,129,432.759774
3.0,248,435.597224
9.0,404,440.420485
0.0,127,441.76987
0.0,129,443.174251
0.0,127,444.557934
4.0,299,448.07788
4.0,278,451.273742
0.0,127,452.656209
2.0,185,454.735811
0.0,127,456.119668
0.0,127,457.508295
9.0,382,462.030795
12.0,427,467.129876
0.0,127,468.486257
0.0,129,469.908921
4.0,278,473.102596
2.0,202,475.400841
0.0,129,476.787539
5.0,350,480.805585
0.0,129,482.200823
8.0,350,486.361686
0.0,125,487.739399
0.0,129,489.12359
5.0,352,493.311392
5.0,350,497.454759
0.0,127,498.867476
0.0,127,500.344001
0.0,129,501.785174
0.0,129,503.203012
0.0,127,504.614944
10.0,454,509.97384
0.0,129,511.429562
2.0,202,513.740043
4.0,297,517.198498
0.0,129,518.657818
0.0,129,520.05219
0.0,127,521.397304
4.0,299,524.802647
2.0,202,527.119229
5.0,350,531.208827
0.0,125,532.593367
0.0,129,534.015549
11.0,481,539.738221
0.0,125,541.087475
6.0,379,545.478537
2.0,202,547.847421
0.0,129,549.267754
3.0,271,552.447684
0.0,127,553.810812
0.0,127,555.177033
0.0,129,556.595052
0.0,129,557.958853
0.0,125,559.318666
2.0,202,561.630467
0.0,127,563.031012
2.0,202,565.313236
0.0,125,566.685505
0.0,129,568.069357
9.0,404,572.858652
3.0,248,575.723041
4.0,299,579.293095
0.0,129,580.699597
5.0,375,585.182653
0.0,125,586.537049
0.0,129,587.955855
0.0,127,589.367798
0.0,129,590.765741
5.0,330,594.718415
9.0,404,599.420445
0.0,127,600.820958
1.0,155,602.575692
0.0,129,603.983146
0.0,127,605.369191
0.0,127,606.799575
4.0,297,610.260288
0.0,129,611.699297
2.0,202,614.034716
