value_loss,explained_variance,total_timesteps,policy_entropy,fps,nupdates
0.011179259978234768,-282.83258056640625,80,1.720934271812439,136,1
0.02969534322619438,-0.022317051887512207,8000,1.649034857749939,1351,100
0.011726148426532745,0.01810663938522339,16000,1.6588910818099976,1403,200
0.03373134881258011,0.01723998785018921,24000,1.692962408065796,1423,300
0.0272508654743433,-0.004620909690856934,32000,1.7126575708389282,1425,400
0.03909037262201309,0.006453335285186768,40000,1.7367916107177734,1431,500
0.006890186574310064,-0.0058023929595947266,48000,1.7187656164169312,1437,600
0.02320167049765587,0.0227087140083313,56000,1.7200114727020264,1439,700
0.01688563823699951,-0.0003502368927001953,64000,1.6647857427597046,1441,800
0.013339316472411156,-0.004638791084289551,72000,1.7656257152557373,1443,900
0.017660461366176605,0.02535068988800049,80000,1.7405951023101807,1444,1000
0.002015045378357172,-0.13654804229736328,88000,1.699829339981079,1445,1100
0.017243675887584686,0.02256464958190918,96000,1.7194526195526123,1446,1200
0.053742390125989914,0.048797428607940674,104000,1.745296835899353,1447,1300
0.04836184158921242,0.06758683919906616,112000,1.7295606136322021,1448,1400
0.03145822510123253,-0.38985538482666016,120000,1.6770553588867188,1448,1500
0.046432700008153915,0.08444172143936157,128000,1.7248426675796509,1449,1600
0.008603354915976524,0.22814780473709106,136000,1.7151803970336914,1448,1700
0.007206805050373077,-0.0484004020690918,144000,1.7846883535385132,1448,1800
0.04209909588098526,-0.11715507507324219,152000,1.6898584365844727,1449,1900
0.04617685824632645,0.2797434329986572,160000,1.780763030052185,1449,2000
0.0235498808324337,0.5582753419876099,168000,1.7685428857803345,1450,2100
0.03790057823061943,0.6779162883758545,176000,1.6136869192123413,1450,2200
0.025220971554517746,0.6487901508808136,184000,1.6730064153671265,1450,2300
0.02853994071483612,0.2134529948234558,192000,1.7589279413223267,1450,2400
0.01008821465075016,0.4221736192703247,200000,1.7568483352661133,1451,2500
0.030435707420110703,0.24653255939483643,208000,1.7858390808105469,1451,2600
0.030147239565849304,0.5939135849475861,216000,1.779254674911499,1451,2700
0.008241427130997181,0.8446078300476074,224000,1.7463524341583252,1451,2800
0.07378361374139786,-0.06720256805419922,232000,1.7771679162979126,1451,2900
0.007958004251122475,0.8704568594694138,240000,1.7843908071517944,1452,3000
0.010444678366184235,0.8009598851203918,248000,1.7825396060943604,1452,3100
0.01398642547428608,0.6957950294017792,256000,1.7782697677612305,1452,3200
0.03200353682041168,0.0940542221069336,264000,1.7713124752044678,1452,3300
0.014303895644843578,0.709031879901886,272000,1.770358681678772,1452,3400
0.01742951199412346,0.6760639548301697,280000,1.7766917943954468,1451,3500
0.043467581272125244,0.46449869871139526,288000,1.7501583099365234,1452,3600
0.011215909384191036,0.7695740908384323,296000,1.757727026939392,1452,3700
0.029250646010041237,0.21572387218475342,304000,1.7727464437484741,1452,3800
0.006370903458446264,0.7961105108261108,312000,1.7518672943115234,1452,3900
0.007884426042437553,0.7219185531139374,320000,1.7657973766326904,1452,4000
0.03004428744316101,0.4050467014312744,328000,1.770154595375061,1452,4100
0.008836113847792149,0.6650126278400421,336000,1.755044937133789,1452,4200
0.014024300500750542,0.6109163165092468,344000,1.766320824623108,1453,4300
0.009459959343075752,0.7075020670890808,352000,1.7731151580810547,1452,4400
0.013269077055156231,0.6575287580490112,360000,1.766844391822815,1452,4500
0.0027309954166412354,0.9201337099075317,368000,1.776510238647461,1452,4600
0.009900495409965515,0.7176320552825928,376000,1.7798877954483032,1452,4700
0.0032107557635754347,0.78973688185215,384000,1.7850761413574219,1452,4800
0.03003757633268833,0.5224559307098389,392000,1.7856696844100952,1452,4900
0.002071341034024954,0.9600285813212395,400000,1.782050371170044,1452,5000
0.027060512453317642,0.6009870767593384,408000,1.784942388534546,1452,5100
0.008732466027140617,0.6238904893398285,416000,1.7885640859603882,1452,5200
0.03092155233025551,0.5019503831863403,424000,1.7791112661361694,1452,5300
0.018532829359173775,0.6487997472286224,432000,1.7682526111602783,1452,5400
0.004235167056322098,0.9016974344849586,440000,1.7655986547470093,1452,5500
0.01155757438391447,0.7076851725578308,448000,1.7781975269317627,1452,5600
0.030387157574295998,0.5473594069480896,456000,1.7563241720199585,1452,5700
0.012990063056349754,0.742122083902359,464000,1.7315794229507446,1452,5800
0.01600426621735096,0.6366627812385559,472000,1.7157787084579468,1452,5900
0.013377003371715546,0.8013321459293365,480000,1.7428333759307861,1452,6000
0.005100606475025415,0.8447220176458359,488000,1.751588225364685,1452,6100
0.018496055155992508,0.4516837000846863,496000,1.7545554637908936,1452,6200
0.007782169617712498,0.9225066006183624,504000,1.7793035507202148,1452,6300
0.025425776839256287,0.8461963683366776,512000,1.7615382671356201,1452,6400
0.0058799684047698975,0.8908777385950089,520000,1.7739408016204834,1452,6500
0.027608778327703476,0.7438376545906067,528000,1.7802692651748657,1452,6600
0.004354729782789946,0.9019509255886078,536000,1.7858495712280273,1453,6700
0.006443778984248638,0.8865780979394913,544000,1.7866556644439697,1453,6800
0.020207246765494347,0.622626543045044,552000,1.7817920446395874,1453,6900
0.0254681296646595,0.7858667969703674,560000,1.7660777568817139,1453,7000
0.02533881925046444,0.6378756165504456,568000,1.7556641101837158,1453,7100
0.008989585563540459,0.7932331264019012,576000,1.7830053567886353,1453,7200
0.021206194534897804,0.7860928475856781,584000,1.7808339595794678,1453,7300
0.044902388006448746,0.6659725606441498,592000,1.7848098278045654,1453,7400
0.023114170879125595,0.6255767643451691,600000,1.7873456478118896,1453,7500
0.0132529828697443,0.7724687308073044,608000,1.7801281213760376,1453,7600
0.006882870104163885,0.8713575303554535,616000,1.7816898822784424,1453,7700
0.017758037894964218,0.5198535919189453,624000,1.7829968929290771,1453,7800
0.005149697419255972,0.9436613209545612,632000,1.778748869895935,1453,7900
0.00794663093984127,0.8182642161846161,640000,1.7838577032089233,1453,8000
0.007360890507698059,0.9217871055006981,648000,1.7810834646224976,1453,8100
0.007999488152563572,0.7993632256984711,656000,1.7818444967269897,1453,8200
0.007007488515228033,0.9430276453495026,664000,1.7871383428573608,1453,8300
0.024978743866086006,0.4549632668495178,672000,1.7834844589233398,1453,8400
0.004521017428487539,0.9529889486730099,680000,1.7672607898712158,1453,8500
0.004230549558997154,0.9404851123690605,688000,1.779510498046875,1453,8600
0.03666038066148758,0.6671878695487976,696000,1.7792003154754639,1453,8700
0.004086185246706009,0.9610675871372223,704000,1.778720498085022,1454,8800
0.0055534434504806995,0.9538068547844887,712000,1.78500497341156,1454,8900
0.012069281190633774,0.9045081809163094,720000,1.7868856191635132,1454,9000
0.005436123348772526,0.8656561225652695,728000,1.781886339187622,1454,9100
0.012739020399749279,0.7124944031238556,736000,1.7886731624603271,1454,9200
0.005805570632219315,0.9118316173553467,744000,1.7863880395889282,1454,9300
0.021132387220859528,0.8233039975166321,752000,1.7892277240753174,1454,9400
0.008149882778525352,0.9304593354463577,760000,1.7874228954315186,1454,9500
0.01072708610445261,0.8733246922492981,768000,1.7871726751327515,1454,9600
0.017747169360518456,0.8787368685007095,776000,1.7847490310668945,1454,9700
0.023217495530843735,0.7174656093120575,784000,1.7827026844024658,1454,9800
0.015231956727802753,0.8649676740169525,792000,1.7825870513916016,1454,9900
0.00351296691223979,0.9710630271583796,800000,1.785392165184021,1454,10000
0.004924421198666096,0.8822686299681664,808000,1.7823364734649658,1454,10100
0.005788080394268036,0.9103154018521309,816000,1.7877479791641235,1454,10200
0.00653235474601388,0.8616810292005539,824000,1.7863820791244507,1454,10300
0.0043248459696769714,0.9125280752778053,832000,1.7777900695800781,1454,10400
0.03475860133767128,0.7513449788093567,840000,1.7775119543075562,1454,10500
0.013667074963450432,0.8426530212163925,848000,1.7734953165054321,1454,10600
0.008805879391729832,0.9232814908027649,856000,1.779728651046753,1454,10700
0.005653551779687405,0.9040981754660606,864000,1.7718816995620728,1454,10800
0.0022922635544091463,0.932810828089714,872000,1.7788397073745728,1454,10900
0.00916184950619936,0.8966430351138115,880000,1.775214433670044,1454,11000
0.004822655115276575,0.9688938744366169,888000,1.785038709640503,1454,11100
0.0066318875178694725,0.9029553607106209,896000,1.7861287593841553,1454,11200
0.010606066323816776,0.8476777672767639,904000,1.7840185165405273,1454,11300
0.05877278372645378,0.625522792339325,912000,1.7840923070907593,1454,11400
0.01150949764996767,0.9138726219534874,920000,1.7828811407089233,1454,11500
0.0069965035654604435,0.8784341141581535,928000,1.7862069606781006,1454,11600
0.01505645364522934,0.6432394087314606,936000,1.7796905040740967,1454,11700
0.007257889024913311,0.9589309766888618,944000,1.779574990272522,1454,11800
0.012249907478690147,0.847276970744133,952000,1.7805864810943604,1454,11900
0.00808740220963955,0.8839212357997894,960000,1.7852264642715454,1454,12000
0.006493115331977606,0.7975206226110458,968000,1.788053274154663,1454,12100
0.006166386418044567,0.94234249740839,976000,1.7900314331054688,1454,12200
0.006433053873479366,0.9134217724204063,984000,1.79018235206604,1454,12300
0.0042939381673932076,0.9490724429488182,992000,1.7872645854949951,1454,12400
0.016146428883075714,0.8282323181629181,1000000,1.7889602184295654,1454,12500
0.008616497740149498,0.9113127812743187,1008000,1.7875350713729858,1454,12600
0.002959347330033779,0.9224448204040527,1016000,1.7893950939178467,1454,12700
0.008156118914484978,0.9138395339250565,1024000,1.7894214391708374,1454,12800
0.009353753179311752,0.8131790459156036,1032000,1.7877010107040405,1454,12900
0.012745003215968609,0.8530612736940384,1040000,1.7892205715179443,1454,13000
0.008071472868323326,0.9066706150770187,1048000,1.7873386144638062,1454,13100
0.006538769695907831,0.8800675719976425,1056000,1.78070068359375,1454,13200
0.00395796587690711,0.9594489596784115,1064000,1.787121057510376,1454,13300
0.004766078665852547,0.8994684144854546,1072000,1.7802194356918335,1454,13400
0.007249070797115564,0.9562331400811672,1080000,1.7751680612564087,1454,13500
0.005694267805665731,0.9181601777672768,1088000,1.7847745418548584,1454,13600
0.003674281295388937,0.970667127519846,1096000,1.7779678106307983,1454,13700
0.010667317546904087,0.7673113495111465,1104000,1.7819888591766357,1454,13800
0.026758138090372086,0.8756293654441833,1112000,1.7849016189575195,1454,13900
0.008266341872513294,0.8878287896513939,1120000,1.782859206199646,1454,14000
0.013041305355727673,0.7564846128225327,1128000,1.7863492965698242,1454,14100
0.004675824195146561,0.9223695397377014,1136000,1.774200439453125,1454,14200
0.040526289492845535,0.809153601527214,1144000,1.7814289331436157,1454,14300
0.011517711915075779,0.8620005548000336,1152000,1.7850691080093384,1454,14400
0.0051694284193217754,0.8598874658346176,1160000,1.7775824069976807,1454,14500
0.011593264527618885,0.7630108892917633,1168000,1.7843687534332275,1454,14600
0.007939334958791733,0.926942303776741,1176000,1.779620885848999,1454,14700
0.011332767084240913,0.8482397496700287,1184000,1.7839819192886353,1454,14800
0.009901221841573715,0.8370536714792252,1192000,1.7751224040985107,1454,14900
0.015630964189767838,0.8396517038345337,1200000,1.7784278392791748,1454,15000
0.003375087399035692,0.9716952834278345,1208000,1.7806198596954346,1454,15100
0.007417544722557068,0.9177282974123955,1216000,1.7886638641357422,1454,15200
0.019251329824328423,0.8514901697635651,1224000,1.786379098892212,1454,15300
0.01079176738858223,0.9239949956536293,1232000,1.7881824970245361,1454,15400
0.009671215899288654,0.9009713754057884,1240000,1.7872207164764404,1454,15500
0.005872103851288557,0.9236174151301384,1248000,1.789117455482483,1454,15600
0.010127191431820393,0.8822818398475647,1256000,1.784671425819397,1454,15700
0.008960886858403683,0.7793398350477219,1264000,1.7862205505371094,1454,15800
0.0113657396286726,0.9214047491550446,1272000,1.7750673294067383,1454,15900
0.004933415912091732,0.9379721991717815,1280000,1.7812881469726562,1454,16000
0.007376856170594692,0.9545053839683533,1288000,1.7837390899658203,1454,16100
