#{"t_start": 1511458562.3284497, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-21.0,1063,14.959024
-19.0,1127,27.353637
-20.0,1008,38.363627
-21.0,819,47.347034
-20.0,933,57.574743
-19.0,977,68.296657
-19.0,992,79.106012
-20.0,956,89.64351
-21.0,823,98.704459
-21.0,818,107.6623
-21.0,813,116.610049
-21.0,763,124.96809
-21.0,786,133.584301
-21.0,896,143.382446
-21.0,919,153.4769
-21.0,834,162.640871
-19.0,1011,173.614984
-20.0,895,183.473849
-21.0,909,193.516333
-21.0,763,201.855649
-21.0,820,210.876054
-20.0,976,221.599697
-21.0,762,229.934554
-21.0,968,240.514977
-21.0,764,248.887862
-21.0,877,258.594483
-21.0,910,268.596551
-20.0,962,279.179607
-21.0,881,288.839933
-20.0,1101,300.920102
-21.0,941,311.379322
-20.0,931,321.628335
-21.0,853,330.968112
-21.0,782,339.524411
-20.0,958,350.016768
-21.0,789,358.69244
-20.0,984,369.456887
-21.0,1025,380.643836
-21.0,1006,391.680989
-21.0,807,400.546493
-20.0,839,409.749592
-21.0,906,419.666893
-20.0,893,429.520871
-21.0,874,439.089945
-21.0,817,448.008573
-21.0,819,456.967597
-19.0,1021,468.070501
-20.0,862,477.533553
-20.0,839,486.717719
-21.0,882,496.316733
-21.0,778,504.893375
-20.0,833,514.050124
-21.0,878,523.697731
-21.0,821,532.727568
-20.0,1144,545.330122
-20.0,925,555.492309
-21.0,776,563.984486
-21.0,851,573.286302
-21.0,818,582.239561
-21.0,872,591.849
-21.0,851,601.194391
-21.0,792,609.824171
-21.0,847,619.066724
-20.0,1054,630.706013
-20.0,1009,641.75797
-20.0,870,651.276412
-20.0,1116,663.555613
-21.0,1050,675.106148
-21.0,818,684.106437
-20.0,896,693.906881
-21.0,781,702.419994
-20.0,1010,713.403748
-20.0,895,723.24198
-20.0,892,733.044178
-21.0,905,743.078526
-20.0,982,753.838969
-21.0,782,762.458518
-21.0,848,771.714535
-21.0,840,780.995022
-21.0,841,790.249143
-20.0,867,799.720032
-21.0,1003,810.713445
-20.0,957,821.215858
-21.0,843,830.465064
-20.0,990,841.475046
-19.0,974,852.182751
-19.0,998,863.11322
-19.0,1117,875.361088
-20.0,835,884.480966
-20.0,1039,895.783506
-21.0,849,905.107795
-20.0,1017,916.297771
-20.0,951,926.801091
-21.0,862,936.242759
-20.0,997,947.215839
-20.0,980,957.930842
-21.0,879,967.563899
-19.0,1024,978.768741
-19.0,1123,991.062196
-20.0,957,1001.516973
-20.0,904,1011.421864
-19.0,1066,1023.114341
-21.0,846,1032.347956
-21.0,882,1042.039461
-21.0,931,1052.300573
-20.0,835,1061.538593
-20.0,1126,1073.826499
-21.0,880,1083.554677
