entloss,EpLenMean,EpRewMean,EpisodesSoFar,meankl,optimgain,EpThisIter,entropy,ev_tdlam_before,TimestepsSoFar,surrgain,TimeElapsed
,2687.3,-9.1,652,0.000598521,0.00854591,,0.451667,1.19209289551e-07,1120646,0.00854591,2392.883070707321
,2687.3,-9.1,652,0.00058936,0.00877498,,0.416661,,1120646,0.00877498,2393.974105358124
,2685.9,-9.2,653,0.000931029,0.0136473,1,0.447241,,1123412,0.0136473,2395.0952200889587
,2685.9,-9.2,653,0.00139899,0.012113,,0.409593,,1123412,0.012113,2396.185561656952
,2685.9,-9.2,653,0.000412444,0.00917111,,0.41771,,1123412,0.00917111,2397.267978668213
,2685.9,-9.2,653,0.00127144,0.0110733,,0.468466,5.96046447754e-08,1123412,0.0110733,2398.346575975418
,2685.9,-9.2,653,0.00109571,0.0138744,,0.421378,,1123412,0.0138744,2399.428234577179
,2710.4,-8.8,654,0.00106846,0.0122105,1,0.42097,5.96046447754e-08,1126345,0.0122105,2400.5354595184326
,2710.4,-8.8,654,0.00124963,0.0158482,,0.493194,,1126345,0.0158482,2401.613789796829
,2710.4,-8.8,654,0.00114737,0.0093599,,0.443605,,1126345,0.0093599,2402.6965391635895
,2710.4,-8.8,654,0.000514258,0.00705557,,0.427585,,1126345,0.00705557,2403.7953271865845
,2710.4,-8.8,654,0.00063745,0.00861062,,0.433682,,1126345,0.00861062,2404.88675737381
,2710.4,-8.8,654,0.000710422,0.00819109,,0.435382,,1126345,0.00819109,2405.9820466041565
,2711.225,-8.775,655,0.000420064,0.00980911,1,0.460881,-1.19209289551e-07,1129288,0.00980911,2407.0686116218567
,2711.225,-8.775,655,0.00041746,0.00607304,,0.413431,,1129288,0.00607304,2408.1884422302246
,2711.225,-8.775,655,0.000549853,0.00785271,,0.393322,,1129288,0.00785271,2409.283243894577
,2711.225,-8.775,655,0.000516282,0.00842407,,0.428714,,1129288,0.00842407,2410.362330198288
,2711.225,-8.775,655,0.00139927,0.0139248,,0.42204,,1129288,0.0139248,2411.454883813858
,2711.225,-8.775,655,0.000577812,0.00696262,,0.441435,,1129288,0.00696262,2412.542813062668
,2711.225,-8.775,655,0.0012179,0.0130894,,0.418799,,1129288,0.0130894,2413.6434569358826
,2737.425,-8.375,656,0.000923833,0.0157199,1,0.457769,,1132755,0.0157199,2414.735604286194
,2737.425,-8.375,656,0.00147617,0.0150819,,0.424163,,1132755,0.0150819,2415.850337266922
,2737.425,-8.375,656,0.00128061,0.0131661,,0.467514,,1132755,0.0131661,2416.9370522499084
,2737.425,-8.375,656,0.0014773,0.011277,,0.420174,,1132755,0.011277,2418.045844078064
,2737.425,-8.375,656,0.000434283,0.00840818,,0.443403,,1132755,0.00840818,2419.1678721904755
,2752.55,-8.15,657,0.000444299,0.00696772,1,0.465307,,1135545,0.00696772,2420.269051551819
,2752.55,-8.15,657,0.0014882,0.0148647,,0.470329,,1135545,0.0148647,2421.3718342781067
,2752.55,-8.15,657,0.00138173,0.0123629,,0.425348,,1135545,0.0123629,2422.469451904297
,2752.55,-8.15,657,0.00113294,0.0121513,,0.375298,-1.19209289551e-07,1135545,0.0121513,2423.567096710205
,2752.55,-8.15,657,0.00112772,0.0109537,,0.448955,,1135545,0.0109537,2424.664041519165
,2752.55,-8.15,657,0.000533531,0.00793523,,0.430053,-1.19209289551e-07,1135545,0.00793523,2425.7832934856415
,2754.4,-7.825,658,0.00121588,0.0161709,1,0.428642,1.78813934326e-07,1138422,0.0161709,2426.9134821891785
,2754.4,-7.825,658,0.000386165,0.00793116,,0.461923,,1138422,0.00793116,2428.0208587646484
,2754.4,-7.825,658,0.000482358,0.00960787,,0.459702,,1138422,0.00960787,2429.119663000107
,2754.4,-7.825,658,0.00142109,0.0136109,,0.401804,,1138422,0.0136109,2430.227803468704
,2754.4,-7.825,658,0.000981164,0.0107244,,0.424484,1.19209289551e-07,1138422,0.0107244,2431.3378393650055
,2754.4,-7.825,658,0.00137113,0.0121538,,0.417327,5.96046447754e-08,1138422,0.0121538,2432.443165540695
,2755.9,-7.725,659,0.000950366,0.0128986,1,0.501602,-1.19209289551e-07,1141707,0.0128986,2433.5302319526672
,2755.9,-7.725,659,0.00129218,0.0155095,,0.454208,,1141707,0.0155095,2434.64497756958
,2755.9,-7.725,659,0.000443112,0.00852324,,0.495198,,1141707,0.00852324,2435.7634601593018
,2755.9,-7.725,659,0.00129457,0.017477,,0.434646,,1141707,0.017477,2436.872128725052
,2745.35,-7.8,660,0.000493441,0.00940711,1,0.46832,-1.19209289551e-07,1143575,0.00940711,2437.9804227352142
,2745.35,-7.8,660,0.00149397,0.0133096,,0.411895,-1.19209289551e-07,1143575,0.0133096,2439.0786583423615
,2745.35,-7.8,660,0.00052181,0.00537156,,0.452678,,1143575,0.00537156,2440.1980254650116
,2745.35,-7.8,660,0.00148928,0.0131574,,0.485444,,1143575,0.0131574,2441.2919461727142
,2745.35,-7.8,660,0.000407521,0.00555553,,0.477994,1.19209289551e-07,1143575,0.00555553,2442.3964834213257
,2752.7,-7.65,661,0.000702072,0.00948078,1,0.515889,,1146354,0.00948078,2443.515318632126
,2752.7,-7.65,661,0.000506854,0.00926745,,0.464377,,1146354,0.00926745,2444.6022810935974
,2752.7,-7.65,661,0.000570963,0.00776407,,0.423727,,1146354,0.00776407,2445.6964840888977
,2752.7,-7.65,661,0.000655366,0.00663823,,0.470492,1.19209289551e-07,1146354,0.00663823,2446.817130804062
,2752.7,-7.65,661,0.000398652,0.007877,,0.480752,1.78813934326e-07,1146354,0.007877,2447.9340274333954
,2752.7,-7.65,661,0.000400713,0.011044,,0.465866,,1146354,0.011044,2449.054201364517
,2752.7,-7.65,661,0.000558593,0.00979284,,0.477614,,1146354,0.00979284,2450.1460239887238
,2757.175,-7.825,662,0.000456172,0.00904478,1,0.467244,1.78813934326e-07,1149483,0.00904478,2451.269273042679
,2757.175,-7.825,662,0.0013036,0.0144835,,0.476804,1.78813934326e-07,1149483,0.0144835,2452.354859828949
,2757.175,-7.825,662,0.0011743,0.0121872,,0.453053,,1149483,0.0121872,2453.4595744609833
,2757.175,-7.825,662,0.000380602,0.00857405,,0.412969,,1149483,0.00857405,2454.543821811676
,2746.825,-7.95,663,0.00116165,0.00898851,1,0.444973,5.96046447754e-08,1151688,0.00898851,2455.652918815613
,2746.825,-7.95,663,0.0012635,0.0140489,,0.495687,,1151688,0.0140489,2456.7547614574432
,2746.825,-7.95,663,0.00107132,0.0117506,,0.474271,,1151688,0.0117506,2457.848021507263
,2746.825,-7.95,663,0.000375587,0.00857053,,0.490528,,1151688,0.00857053,2458.9430141448975
,2746.825,-7.95,663,0.00113551,0.0161392,,0.460902,,1151688,0.0161392,2460.0284695625305
,2746.825,-7.95,663,0.000529636,0.0100624,,0.435033,5.96046447754e-08,1151688,0.0100624,2461.1631157398224
,2751.45,-7.925,664,0.00129055,0.014975,1,0.50661,-1.19209289551e-07,1154694,0.014975,2462.2791845798492
,2751.45,-7.925,664,0.00105466,0.0118128,,0.40075,5.96046447754e-08,1154694,0.0118128,2463.356853723526
,2751.45,-7.925,664,0.000418631,0.00649244,,0.420236,,1154694,0.00649244,2464.451062440872
,2751.45,-7.925,664,0.000590545,0.00793409,,0.519028,,1154694,0.00793409,2465.53830909729
,2751.45,-7.925,664,0.000568089,0.00763603,,0.452522,,1154694,0.00763603,2466.63427734375
,2751.45,-7.925,664,0.000398218,0.00591772,,0.469411,,1154694,0.00591772,2467.7491393089294
,2761.75,-7.7,665,0.000909262,0.0103004,1,0.442014,,1157930,0.0103004,2468.8605694770813
,2761.75,-7.7,665,0.000425329,0.00680093,,0.482994,-1.19209289551e-07,1157930,0.00680093,2469.9606549739838
,2761.75,-7.7,665,0.000741512,0.00979029,,0.509354,1.19209289551e-07,1157930,0.00979029,2471.0666275024414
,2761.75,-7.7,665,0.000548225,0.00914201,,0.47607,5.96046447754e-08,1157930,0.00914201,2472.1509268283844
,2761.75,-7.7,665,0.000476973,0.00819629,,0.469864,,1157930,0.00819629,2473.2454788684845
,2762.9,-7.725,666,0.00123342,0.01277,1,0.528777,,1160488,0.01277,2474.352562189102
,2762.9,-7.725,666,0.000970358,0.00882051,,0.409498,,1160488,0.00882051,2475.4502618312836
,2762.9,-7.725,666,0.00048486,0.00767913,,0.464578,,1160488,0.00767913,2476.5591111183167
,2762.9,-7.725,666,0.00128695,0.0111821,,0.412896,,1160488,0.0111821,2477.6562275886536
,2762.9,-7.725,666,0.00144145,0.0161685,,0.49724,-1.19209289551e-07,1160488,0.0161685,2478.7349474430084
,2762.9,-7.725,666,0.000494808,0.00658066,,0.413289,,1160488,0.00658066,2479.849442243576
,2762.9,-7.725,666,0.000484606,0.00905743,,0.447812,,1160488,0.00905743,2480.9436116218567
,2788.225,-7.35,667,0.000375077,0.00617889,1,0.489501,-1.19209289551e-07,1163819,0.00617889,2482.0705354213715
,2788.225,-7.35,667,0.00111368,0.0140607,,0.473076,,1163819,0.0140607,2483.1628103256226
,2788.225,-7.35,667,0.00140251,0.0143591,,0.4594,,1163819,0.0143591,2484.239743709564
,2788.225,-7.35,667,0.000465809,0.0101443,,0.440731,,1163819,0.0101443,2485.3454892635345
,2791.625,-7.325,668,0.000401067,0.00805881,1,0.450978,5.96046447754e-08,1166253,0.00805881,2486.4676084518433
,2791.625,-7.325,668,0.000776054,0.0101216,,0.469329,,1166253,0.0101216,2487.55837726593
,2791.625,-7.325,668,0.000390461,0.00936317,,0.423813,-1.19209289551e-07,1166253,0.00936317,2488.674601316452
,2791.625,-7.325,668,0.0006236,0.00887021,,0.519699,,1166253,0.00887021,2489.770149230957
,2791.625,-7.325,668,0.00108341,0.00912518,,0.413538,,1166253,0.00912518,2490.869088411331
,2789.275,-7.325,669,0.00135856,0.0149878,1,0.458104,1.19209289551e-07,1168794,0.0149878,2491.962982416153
,2789.275,-7.325,669,0.000587163,0.00495031,,0.403498,,1168794,0.00495031,2493.0419204235077
,2789.275,-7.325,669,0.00126819,0.013296,,0.458964,,1168794,0.013296,2494.144157409668
,2789.275,-7.325,669,0.00131444,0.019721,,0.490399,,1168794,0.019721,2495.2429704666138
,2789.275,-7.325,669,0.00108642,0.0151979,,0.441311,,1168794,0.0151979,2496.348263502121
,2795.2,-6.7,670,0.000392164,0.00836302,1,0.449986,,1171369,0.00836302,2497.4444942474365
,2795.2,-6.7,670,0.000391287,0.00918026,,0.469764,-1.19209289551e-07,1171369,0.00918026,2498.5328063964844
,2795.2,-6.7,670,0.000587739,0.00977069,,0.469198,,1171369,0.00977069,2499.6349337100983
,2795.2,-6.7,670,0.00145364,0.0148425,,0.470624,,1171369,0.0148425,2500.745552301407
,2795.2,-6.7,670,0.00109379,0.0141339,,0.501879,-1.19209289551e-07,1171369,0.0141339,2501.8542923927307
,2795.2,-6.7,670,0.00042641,0.00684735,,0.492886,5.96046447754e-08,1171369,0.00684735,2502.9352695941925
,2807.85,-6.4,671,0.000769824,0.0103342,1,0.498219,-1.19209289551e-07,1174475,0.0103342,2504.0518555641174
,2807.85,-6.4,671,0.000401039,0.00666685,,0.52238,,1174475,0.00666685,2505.1517763137817
,2807.85,-6.4,671,0.000374429,0.00793163,,0.484491,1.19209289551e-07,1174475,0.00793163,2506.244099855423
,2807.85,-6.4,671,0.000401579,0.00885766,,0.458226,,1174475,0.00885766,2507.335227251053
,2807.85,-6.4,671,0.000501279,0.00936174,,0.501064,,1174475,0.00936174,2508.441823244095
,2807.85,-6.4,671,0.000379647,0.00692333,,0.467954,-1.19209289551e-07,1174475,0.00692333,2509.5349707603455
,2814.625,-6.25,672,0.00134411,0.0130663,1,0.476353,,1177541,0.0130663,2510.619719028473
,2814.625,-6.25,672,0.000541905,0.00896699,,0.478725,,1177541,0.00896699,2511.7125203609467
,2814.625,-6.25,672,0.000949158,0.0116381,,0.49144,,1177541,0.0116381,2512.816325187683
,2814.625,-6.25,672,0.00126531,0.0151928,,0.549594,,1177541,0.0151928,2513.8945071697235
,2814.625,-6.25,672,0.00135737,0.0145304,,0.472212,,1177541,0.0145304,2514.9843924045563
,2814.625,-6.25,672,0.00050003,0.00789698,,0.512687,,1177541,0.00789698,2516.091629266739
,2815.45,-6.075,673,0.00147269,0.0163848,1,0.443187,-1.19209289551e-07,1180635,0.0163848,2517.18555021286
,2815.45,-6.075,673,0.000781546,0.0110633,,0.470484,,1180635,0.0110633,2518.277417421341
,2815.45,-6.075,673,0.00135282,0.0155129,,0.51061,,1180635,0.0155129,2519.3822133541107
,2815.45,-6.075,673,0.00139004,0.0141134,,0.440959,5.96046447754e-08,1180635,0.0141134,2520.4753708839417
,2815.45,-6.075,673,0.0010722,0.012038,,0.427422,,1180635,0.012038,2521.55543756485
,2794.7,-6.35,674,0.000541434,0.0117821,1,0.456163,,1182852,0.0117821,2522.6786499023438
,2794.7,-6.35,674,0.000399961,0.00633374,,0.480331,,1182852,0.00633374,2523.78542304039
,2794.7,-6.35,674,0.00135202,0.0120502,,0.399256,,1182852,0.0120502,2524.877913236618
,2794.7,-6.35,674,0.000442095,0.00777622,,0.482578,,1182852,0.00777622,2525.965211868286
,2794.7,-6.35,674,0.00043824,0.00895936,,0.462637,-1.19209289551e-07,1182852,0.00895936,2527.03679394722
,2794.7,-6.35,674,0.000588606,0.00966312,,0.474078,,1182852,0.00966312,2528.1346757411957
,2793.85,-6.225,675,0.000394176,0.0079374,1,0.495892,,1185954,0.0079374,2529.2533962726593
,2793.85,-6.225,675,0.000434336,0.0069327,,0.466296,,1185954,0.0069327,2530.3576731681824
,2793.85,-6.225,675,0.00114951,0.01595,,0.454393,4.76837158203e-07,1185954,0.01595,2531.4513790607452
,2793.85,-6.225,675,0.00121212,0.0122899,,0.417634,,1185954,0.0122899,2532.5802416801453
,2792.875,-6.225,676,0.000464796,0.00830177,1,0.420981,,1187936,0.00830177,2533.712567806244
,2792.875,-6.225,676,0.00133823,0.0152022,,0.485116,5.96046447754e-08,1187936,0.0152022,2534.808606863022
,2792.875,-6.225,676,0.000421517,0.00909412,,0.511215,5.96046447754e-08,1187936,0.00909412,2535.92058968544
,2792.875,-6.225,676,0.00112713,0.0136124,,0.49566,-2.38418579102e-07,1187936,0.0136124,2537.0135028362274
,2776.3,-6.325,677,0.00104337,0.0131426,1,0.411201,,1190399,0.0131426,2538.1251378059387
,2776.3,-6.325,677,0.000584688,0.00920996,,0.456404,1.78813934326e-07,1190399,0.00920996,2539.2148463726044
,2776.3,-6.325,677,0.00146602,0.0176691,,0.454955,5.96046447754e-08,1190399,0.0176691,2540.3142354488373
,2776.3,-6.325,677,0.00130202,0.0126019,,0.470659,5.96046447754e-08,1190399,0.0126019,2541.392509698868
,2776.3,-6.325,677,0.000542879,0.00942795,,0.46391,,1190399,0.00942795,2542.5028841495514
,2774.675,-6.225,678,0.000396438,0.00668774,1,0.432997,,1192776,0.00668774,2543.6179718971252
,2774.675,-6.225,678,0.00123824,0.0164622,,0.435862,1.19209289551e-07,1192776,0.0164622,2544.7218074798584
,2774.675,-6.225,678,0.00143247,0.0147842,,0.487079,-1.19209289551e-07,1192776,0.0147842,2545.8258843421936
,2774.675,-6.225,678,0.00103303,0.0121509,,0.540772,-1.19209289551e-07,1192776,0.0121509,2546.925431728363
,2774.675,-6.225,678,0.000697145,0.00987795,,0.40529,2.62260437012e-06,1192776,0.00987795,2548.01638507843
,2773.875,-6.3,679,0.00142026,0.0162053,1,0.47528,3.57627868652e-07,1195028,0.0162053,2549.105255842209
,2773.875,-6.3,679,0.000433543,0.00971065,,0.419318,,1195028,0.00971065,2550.2026693820953
,2773.875,-6.3,679,0.000507035,0.00728422,,0.461663,-2.38418579102e-07,1195028,0.00728422,2551.2717242240906
,2773.875,-6.3,679,0.000415808,0.00827487,,0.434654,,1195028,0.00827487,2552.382961511612
,2746.025,-6.65,680,0.000385941,0.00629241,1,0.447303,,1197155,0.00629241,2553.475930213928
,2746.025,-6.65,680,0.000939994,0.0140669,,0.446624,1.43051147461e-06,1197155,0.0140669,2554.5595314502716
,2746.025,-6.65,680,0.00137984,0.0135188,,0.471062,,1197155,0.0135188,2555.647774219513
,2746.025,-6.65,680,0.00142969,0.0171792,,0.434712,,1197155,0.0171792,2556.7362711429596
,2746.025,-6.65,680,0.0014768,0.0118478,,0.449629,,1197155,0.0118478,2557.8594677448273
,2746.025,-6.65,680,0.000463407,0.00905466,,0.417452,1.19209289551e-07,1197155,0.00905466,2558.974820137024
,2758.675,-6.275,681,0.000394267,0.00553116,1,0.447108,,1200196,0.00553116,2560.0627031326294
,2758.675,-6.275,681,0.0011287,0.0155131,,0.427049,,1200196,0.0155131,2561.150449991226
,2758.675,-6.275,681,0.00137584,0.0133429,,0.453463,,1200196,0.0133429,2562.2420494556427
,2758.675,-6.275,681,0.000435326,0.00786372,,0.448816,,1200196,0.00786372,2563.342696428299
,2758.675,-6.275,681,0.00103532,0.0121843,,0.465565,,1200196,0.0121843,2564.438873767853
,2749.15,-6.425,682,0.000677761,0.0115798,1,0.449694,,1203130,0.0115798,2565.541816473007
,2749.15,-6.425,682,0.00113984,0.0148273,,0.415523,,1203130,0.0148273,2566.646849632263
,2749.15,-6.425,682,0.00117968,0.0144643,,0.441002,1.90734863281e-06,1203130,0.0144643,2567.753664255142
,2749.15,-6.425,682,0.000408405,0.00845334,,0.366352,5.96046447754e-08,1203130,0.00845334,2568.858875989914
,2749.15,-6.425,682,0.000649332,0.0119162,,0.410853,,1203130,0.0119162,2569.9469287395477
,2745.075,-6.375,683,0.00144317,0.0153759,1,0.504542,-1.19209289551e-07,1205254,0.0153759,2571.05934214592
,2745.075,-6.375,683,0.000393376,0.00767941,,0.492794,2.38418579102e-07,1205254,0.00767941,2572.161696910858
,2745.075,-6.375,683,0.00136433,0.0163713,,0.460419,,1205254,0.0163713,2573.233155965805
,2745.075,-6.375,683,0.00139412,0.0144495,,0.517002,,1205254,0.0144495,2574.3242571353912
,2724.625,-6.65,684,0.00037623,0.00790323,1,0.482973,5.96046447754e-08,1207557,0.00790323,2575.4259066581726
,2724.625,-6.65,684,0.000434623,0.00734851,,0.434001,,1207557,0.00734851,2576.515897989273
,2724.625,-6.65,684,0.000376792,0.00869214,,0.460565,,1207557,0.00869214,2577.6152634620667
,2724.625,-6.65,684,0.00120082,0.0127371,,0.46299,,1207557,0.0127371,2578.6984825134277
,2724.625,-6.65,684,0.000374503,0.00692164,,0.538172,,1207557,0.00692164,2579.7926409244537
,2735.0,-6.5,685,0.000472326,0.00950016,1,0.441792,,1210296,0.00950016,2580.933530330658
,2735.0,-6.5,685,0.00142801,0.0140623,,0.516834,,1210296,0.0140623,2582.0390000343323
,2735.0,-6.5,685,0.00046601,0.00895835,,0.439688,,1210296,0.00895835,2583.152512073517
,2735.0,-6.5,685,0.000413842,0.00937097,,0.478461,5.96046447754e-08,1210296,0.00937097,2584.2389585971832
,2735.0,-6.5,685,0.00089968,0.012152,,0.421553,5.96046447754e-08,1210296,0.012152,2585.339951276779
,2735.0,-6.5,685,0.00052155,0.0100096,,0.454677,,1210296,0.0100096,2586.444947719574
,2728.825,-6.6,686,0.000527607,0.00829896,1,0.448176,,1213164,0.00829896,2587.5434215068817
,2728.825,-6.6,686,0.000394982,0.00952005,,0.518337,,1213164,0.00952005,2588.6184346675873
,2728.825,-6.6,686,0.0011578,0.0145179,,0.472519,5.96046447754e-08,1213164,0.0145179,2589.72371673584
,2728.825,-6.6,686,0.00129866,0.0159757,,0.436891,-1.19209289551e-07,1213164,0.0159757,2590.81516122818
,2707.2,-6.975,687,0.000461147,0.00999388,1,0.489081,,1215438,0.00999388,2591.9033308029175
,2707.2,-6.975,687,0.00120841,0.0198971,,0.444457,,1215438,0.0198971,2593.0125160217285
,2707.2,-6.975,687,0.00100142,0.0151107,,0.514813,,1215438,0.0151107,2594.1051552295685
,2707.2,-6.975,687,0.00110949,0.0118153,,0.541239,,1215438,0.0118153,2595.197660923004
,2707.2,-6.975,687,0.000461684,0.00775418,,0.459089,,1215438,0.00775418,2596.2984721660614
,2707.2,-6.975,687,0.000456164,0.00672894,,0.448099,,1215438,0.00672894,2597.389450073242
,2726.0,-6.85,688,0.000426397,0.00824739,1,0.421063,,1218065,0.00824739,2598.494440793991
,2726.0,-6.85,688,0.000640983,0.00832286,,0.433948,1.19209289551e-07,1218065,0.00832286,2599.5848412513733
,2726.0,-6.85,688,0.000577775,0.0109769,,0.441497,,1218065,0.0109769,2600.694126367569
,2726.0,-6.85,688,0.000875924,0.011912,,0.384198,5.96046447754e-08,1218065,0.011912,2601.789050579071
,2712.775,-7.05,689,0.00144436,0.0142952,1,0.473398,,1220104,0.0142952,2602.890568971634
,2712.775,-7.05,689,0.00116078,0.0154272,,0.470017,-4.76837158203e-07,1220104,0.0154272,2603.9749414920807
,2712.775,-7.05,689,0.000391671,0.0083141,,0.427506,,1220104,0.0083141,2605.076544046402
,2712.775,-7.05,689,0.000425346,0.00626846,,0.419573,,1220104,0.00626846,2606.1639218330383
,2712.775,-7.05,689,0.000418077,0.00687468,,0.416209,,1220104,0.00687468,2607.24657869339
,2714.75,-7.025,690,0.000763747,0.0114478,1,0.413491,-1.19209289551e-07,1223097,0.0114478,2608.353964805603
,2714.75,-7.025,690,0.00132213,0.0145935,,0.478675,,1223097,0.0145935,2609.467843770981
,2714.75,-7.025,690,0.00109707,0.0103208,,0.404863,,1223097,0.0103208,2610.546881198883
,2714.75,-7.025,690,0.0003963,0.00708878,,0.480543,-2.38418579102e-07,1223097,0.00708878,2611.6409196853638
,2714.75,-7.025,690,0.00140867,0.0117017,,0.433228,,1223097,0.0117017,2612.745588541031
,2714.75,-7.025,690,0.000685073,0.0075329,,0.416414,,1223097,0.0075329,2613.8352601528168
,2709.25,-6.95,691,0.000387396,0.00872476,1,0.406957,,1226123,0.00872476,2614.946254968643
,2709.25,-6.95,691,0.000412977,0.00828586,,0.49988,,1226123,0.00828586,2616.0683403015137
,2709.25,-6.95,691,0.00039766,0.00867086,,0.410341,5.96046447754e-08,1226123,0.00867086,2617.155397415161
,2709.25,-6.95,691,0.000380432,0.00617262,,0.460246,-1.19209289551e-07,1226123,0.00617262,2618.2378430366516
,2709.25,-6.95,691,0.000405482,0.00629778,,0.459247,,1226123,0.00629778,2619.3220975399017
,2698.6,-7.4,692,0.00146541,0.0143108,1,0.443748,,1228590,0.0143108,2620.421415090561
,2698.6,-7.4,692,0.00111224,0.0167654,,0.495495,,1228590,0.0167654,2621.5033173561096
,2698.6,-7.4,692,0.00103985,0.0144329,,0.499477,,1228590,0.0144329,2622.593892097473
,2698.6,-7.4,692,0.00130381,0.0146061,,0.385818,,1228590,0.0146061,2623.689650774002
,2698.6,-7.4,692,0.000401939,0.00782195,,0.429567,7.68899917603e-06,1228590,0.00782195,2624.7814552783966
,2688.025,-7.525,693,0.00144963,0.0128412,1,0.382948,-9.94205474854e-05,1230933,0.0128412,2625.8881051540375
,2688.025,-7.525,693,0.00052388,0.00603651,,0.442987,-0.000146865844727,1230933,0.00603651,2626.9659695625305
,2688.025,-7.525,693,0.000400201,0.00939476,,0.474113,5.96046447754e-08,1230933,0.00939476,2628.037150621414
,2688.025,-7.525,693,0.0010289,0.0133425,,0.40108,,1230933,0.0133425,2629.1228682994843
,2688.025,-7.525,693,0.00139434,0.0120768,,0.383819,,1230933,0.0120768,2630.2265281677246
,2678.975,-7.725,694,0.0014962,0.0142863,1,0.420031,,1233504,0.0142863,2631.3242008686066
,2678.975,-7.725,694,0.0013706,0.0114145,,0.438865,,1233504,0.0114145,2632.4098439216614
,2678.975,-7.725,694,0.00100938,0.00939914,,0.389109,5.96046447754e-08,1233504,0.00939914,2633.4866514205933
,2678.975,-7.725,694,0.000705725,0.00970063,,0.421786,5.96046447754e-08,1233504,0.00970063,2634.604458093643
,2678.975,-7.725,694,0.000532265,0.00946711,,0.399774,5.96046447754e-08,1233504,0.00946711,2635.699971675873
,2668.4,-7.875,695,0.00105137,0.0105829,1,0.444831,,1236024,0.0105829,2636.7887756824493
,2668.4,-7.875,695,0.000976675,0.00924003,,0.40196,,1236024,0.00924003,2637.8877115249634
,2668.4,-7.875,695,0.000689309,0.00820474,,0.431868,5.96046447754e-08,1236024,0.00820474,2638.978584766388
,2668.4,-7.875,695,0.00122365,0.0180707,,0.405909,,1236024,0.0180707,2640.057045698166
,2668.4,-7.875,695,0.000588113,0.00712337,,0.389056,1.19209289551e-07,1236024,0.00712337,2641.147305250168
,2649.2,-8.1,696,0.000459495,0.00696361,1,0.471249,,1238723,0.00696361,2642.262776374817
,2649.2,-8.1,696,0.00102107,0.0110518,,0.435942,,1238723,0.0110518,2643.3418707847595
,2649.2,-8.1,696,0.00103913,0.00887991,,0.414612,,1238723,0.00887991,2644.437667131424
,2649.2,-8.1,696,0.000401355,0.00717017,,0.383954,5.96046447754e-08,1238723,0.00717017,2645.5360295772552
,2649.2,-8.1,696,0.00126073,0.0143549,,0.39694,-1.19209289551e-07,1238723,0.0143549,2646.6398363113403
,2649.2,-8.1,696,0.00141857,0.0118061,,0.425262,-1.19209289551e-07,1238723,0.0118061,2647.7220318317413
,2651.425,-7.975,697,0.00127012,0.0170006,1,0.408847,,1241602,0.0170006,2648.8226125240326
,2651.425,-7.975,697,0.000408203,0.008289,,0.47779,,1241602,0.008289,2649.913610935211
,2651.425,-7.975,697,0.00143069,0.0137296,,0.420442,-1.19209289551e-07,1241602,0.0137296,2650.992755651474
,2651.425,-7.975,697,0.00139512,0.012302,,0.40873,,1241602,0.012302,2652.089807987213
,2651.425,-7.975,697,0.00115926,0.00953867,,0.420333,,1241602,0.00953867,2653.186317920685
,2652.7,-8.35,698,0.00109282,0.0129286,1,0.394867,,1244530,0.0129286,2654.331430912018
,2652.7,-8.35,698,0.00123282,0.00919234,,0.410222,,1244530,0.00919234,2655.452433824539
,2652.7,-8.35,698,0.00137291,0.0167934,,0.425865,,1244530,0.0167934,2656.5713555812836
,2652.7,-8.35,698,0.00136601,0.019918,,0.456858,-1.19209289551e-07,1244530,0.019918,2657.714420557022
,2624.625,-8.775,699,0.000538573,0.00868766,1,0.417262,,1246692,0.00868766,2658.8359508514404
,2624.625,-8.775,699,0.000511081,0.00716292,,0.407795,-2.38418579102e-07,1246692,0.00716292,2659.9505393505096
,2624.625,-8.775,699,0.00120323,0.0223899,,0.399955,,1246692,0.0223899,2661.052364587784
,2624.625,-8.775,699,0.00105584,0.0144402,,0.443621,,1246692,0.0144402,2662.1508581638336
,2627.15,-8.775,700,0.00133495,0.0162528,1,0.334572,,1248661,0.0162528,2663.263172388077
,2627.15,-8.775,700,0.00149844,0.0179373,,0.391579,1.19209289551e-07,1248661,0.0179373,2664.3491649627686
,2627.15,-8.775,700,0.001353,0.0172341,,0.403667,,1248661,0.0172341,2665.4368121623993
,2627.15,-8.775,700,0.000387834,0.00898146,,0.413766,,1248661,0.00898146,2666.5419821739197
,2609.375,-9.05,701,0.0013942,0.0123355,1,0.378712,-1.19209289551e-07,1250729,0.0123355,2667.65581035614
,2609.375,-9.05,701,0.001195,0.010527,,0.388142,-1.19209289551e-07,1250729,0.010527,2668.7743213176727
,2609.375,-9.05,701,0.000541591,0.00602144,,0.455999,1.19209289551e-07,1250729,0.00602144,2669.884053707123
,2609.375,-9.05,701,0.000469043,0.00705932,,0.462007,,1250729,0.00705932,2670.9754202365875
,2609.375,-9.05,701,0.00054726,0.00914971,,0.418132,,1250729,0.00914971,2672.074667453766
,2609.375,-9.05,701,0.000403314,0.00670273,,0.407674,,1250729,0.00670273,2673.167990207672
,2597.425,-9.15,702,0.00102142,0.0100202,1,0.397189,,1253380,0.0100202,2674.2776770591736
,2597.425,-9.15,702,0.000482881,0.00918898,,0.404164,,1253380,0.00918898,2675.3696250915527
