nupdates,fps,value_loss,policy_entropy,explained_variance,total_timesteps
70400,1342,0.09883971512317657,0.9210513830184937,0.6515933275222778,5632000
70500,1342,0.17174367606639862,0.9306875467300415,0.4995827078819275,5640000
70600,1342,0.013346776366233826,1.0042967796325684,0.6985118091106415,5648000
70700,1342,0.012328675016760826,0.9881216883659363,0.7989224493503571,5656000
70800,1342,0.027383392676711082,0.9509703516960144,0.6402333080768585,5664000
70900,1342,0.02222573757171631,0.9494174718856812,0.8488808870315552,5672000
71000,1343,0.03450111299753189,0.8525419235229492,0.19600319862365723,5680000
71100,1343,0.01579277589917183,0.8474458456039429,0.8428845703601837,5688000
71200,1343,0.1258353888988495,0.8239363431930542,0.5151182413101196,5696000
71300,1343,0.025002241134643555,0.9835718870162964,0.8666000664234161,5704000
71400,1343,0.3207477331161499,1.0164527893066406,0.33555567264556885,5712000
71500,1343,0.017870279029011726,0.9386504292488098,0.6264289319515228,5720000
71600,1343,0.046776335686445236,0.888262927532196,0.8291196227073669,5728000
71700,1343,0.03231077641248703,0.8783275485038757,0.6131506562232971,5736000
71800,1343,0.016088342294096947,0.8821613192558289,0.7443122267723083,5744000
71900,1343,0.1373555213212967,0.944146454334259,0.49776655435562134,5752000
72000,1343,0.03583734482526779,0.7774450182914734,-0.05388224124908447,5760000
72100,1343,0.014348059892654419,0.8806442022323608,0.6612814366817474,5768000
72200,1343,0.11048001050949097,0.9444535970687866,0.3564271330833435,5776000
72300,1343,0.040662266314029694,0.9832622408866882,0.4117391109466553,5784000
72400,1343,0.02146192453801632,0.9016887545585632,0.020492970943450928,5792000
72500,1343,0.15311318635940552,0.886627197265625,0.2648521661758423,5800000
72600,1344,0.010219793766736984,0.9269722700119019,0.8797087967395782,5808000
72700,1344,0.014484426006674767,0.9169632196426392,0.8115837574005127,5816000
72800,1344,0.1563257873058319,0.9802675247192383,0.37188029289245605,5824000
72900,1344,0.18737632036209106,0.9202631115913391,0.48421138525009155,5832000
73000,1344,0.07439707219600677,0.9076347351074219,0.8979489654302597,5840000
73100,1344,0.018834028393030167,1.0059046745300293,0.9056194424629211,5848000
73200,1344,0.11070571839809418,0.9821609258651733,0.4194221496582031,5856000
73300,1344,0.016289355233311653,0.9865226745605469,0.7482565939426422,5864000
73400,1344,0.04713863506913185,1.0135477781295776,0.7357456982135773,5872000
73500,1344,0.006862536072731018,0.9133729934692383,0.7905030846595764,5880000
73600,1344,0.02346014231443405,0.9565962553024292,0.8318409621715546,5888000
73700,1344,0.045561838895082474,0.8802472352981567,0.6323858499526978,5896000
73800,1344,0.012224927544593811,0.855660080909729,0.7574463337659836,5904000
73900,1344,0.008208092302083969,0.8667486310005188,0.8394105434417725,5912000
74000,1344,0.08638592064380646,1.1143481731414795,0.34878283739089966,5920000
