#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511450426.399885}
r,l,t
0.0,129,3.169318
2.0,219,5.710515
1.0,176,7.678306
0.0,129,9.072101
0.0,127,10.493006
2.0,204,12.948155
0.0,125,14.311887
3.0,269,17.496373
0.0,123,18.863754
1.0,175,20.933538
0.0,125,22.300476
0.0,127,23.699139
2.0,220,26.289907
1.0,175,28.292301
0.0,125,29.654069
3.0,232,32.36341
0.0,127,33.755941
0.0,127,35.183132
2.0,186,37.314029
0.0,129,38.756709
0.0,129,40.182861
4.0,295,43.702516
0.0,129,45.143214
3.0,249,48.111692
1.0,155,49.871763
3.0,234,52.616438
0.0,129,54.054554
2.0,202,56.392637
5.0,330,60.241772
0.0,129,61.666533
7.0,433,66.793107
1.0,155,68.567032
0.0,127,69.946453
3.0,250,72.864432
2.0,222,75.412688
0.0,127,76.844471
2.0,198,79.123965
2.0,226,81.73803
0.0,127,83.141198
2.0,200,85.434276
0.0,127,86.788038
0.0,129,88.192877
0.0,127,89.570774
1.0,173,91.574156
1.0,155,93.350191
0.0,129,94.802203
2.0,224,97.468586
0.0,127,98.849676
2.0,202,101.168061
0.0,127,102.604954
0.0,127,104.00228
1.0,175,106.02748
0.0,129,107.493418
3.0,272,110.698722
2.0,188,112.818878
0.0,125,114.241779
0.0,127,115.620237
0.0,129,117.079187
2.0,223,119.695947
0.0,127,121.081461
0.0,127,122.486848
0.0,129,123.935051
9.0,403,128.676963
1.0,176,130.684198
0.0,127,132.101886
0.0,125,133.506164
2.0,204,135.808771
1.0,173,137.841466
0.0,125,139.233912
0.0,127,140.697271
3.0,250,143.633595
0.0,127,145.081766
3.0,253,148.078823
0.0,129,149.488206
0.0,127,150.92746
2.0,218,153.429708
1.0,175,155.416141
2.0,201,157.7711
2.0,224,160.385294
4.0,322,164.275756
0.0,127,165.668661
1.0,175,167.657738
0.0,127,169.038394
4.0,266,172.176077
0.0,127,173.577502
0.0,125,174.935161
1.0,175,176.982602
2.0,223,179.656686
7.0,376,184.148139
2.0,222,186.760662
0.0,129,188.195319
0.0,127,189.603158
0.0,125,190.962302
4.0,283,194.269781
0.0,127,195.654691
0.0,129,197.195019
3.0,250,200.188218
1.0,157,201.961009
1.0,175,203.941042
0.0,125,205.32727
2.0,202,207.640205
7.0,326,211.503092
2.0,204,213.867094
1.0,173,215.833514
2.0,203,218.209528
1.0,175,220.265433
1.0,175,222.25703
6.0,382,226.880309
2.0,204,229.232172
3.0,272,232.449421
0.0,123,233.800635
1.0,171,235.762731
3.0,249,238.68515
2.0,223,241.268386
0.0,129,242.721703
3.0,252,245.712002
2.0,200,247.9952
0.0,129,249.453704
2.0,200,251.784617
5.0,330,255.703968
4.0,301,259.304329
1.0,170,261.24346
1.0,171,263.234238
3.0,252,266.155328
2.0,201,268.497261
1.0,171,270.495694
0.0,127,271.895428
0.0,125,273.260352
0.0,127,274.666366
