#{"t_start": 1511327526.0216007, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-21.0,822,28.018834
-20.0,914,53.330727
-21.0,763,74.2021
-21.0,758,95.25258
-21.0,759,116.356815
-21.0,760,137.117546
-20.0,864,161.019869
-20.0,939,186.697132
-20.0,1001,214.354975
-20.0,888,238.820833
-19.0,941,264.654239
-18.0,1107,295.537997
-20.0,839,318.577623
-17.0,1172,351.163706
-21.0,925,376.815422
-17.0,1609,421.223886
-19.0,1145,452.676265
-20.0,1522,494.806703
-19.0,1867,546.13953
-15.0,1992,601.688545
-15.0,2377,667.761927
-20.0,958,694.280459
-21.0,759,715.503731
-21.0,763,736.858555
-19.0,1113,767.985687
-17.0,2402,834.149654
-15.0,2494,903.114053
10.0,2826,982.156696
19.0,2086,1040.242319
20.0,2005,1096.127398
16.0,2113,1154.598786
20.0,1585,1198.417095
19.0,1634,1243.914883
20.0,2007,1299.677153
16.0,2039,1355.973975
15.0,2102,1414.191365
18.0,2318,1477.963663
18.0,1875,1529.799386
20.0,1990,1584.985255
14.0,2669,1658.773253
20.0,1562,1701.853869
9.0,2809,1778.825441
16.0,2191,1839.305696
18.0,1755,1888.1048
20.0,1565,1931.332362
19.0,2201,1992.363451
18.0,1730,2040.415937
11.0,2669,2114.32159
20.0,1563,2157.863895
19.0,1631,2203.104492
20.0,1566,2246.569399
20.0,2003,2301.735803
13.0,2268,2364.44904
14.0,2434,2432.034488
20.0,1564,2475.377547
20.0,2005,2531.070143
17.0,1984,2586.172764
17.0,2026,2642.400577
19.0,2087,2700.268765
17.0,1999,2755.764529
18.0,1850,2806.49936
18.0,1786,2855.948163
20.0,1566,2899.153715
20.0,2002,2954.371937
20.0,2003,3009.577049
15.0,2225,3069.03877
15.0,2129,3114.910052
20.0,2025,3156.014275
18.0,1783,3192.183089
19.0,1661,3225.698421
20.0,1564,3257.412032
19.0,2027,3298.429752
18.0,1843,3335.635319
20.0,2001,3376.21429
20.0,1564,3407.951912
20.0,2007,3448.639445
19.0,2043,3490.083499
20.0,1997,3530.783592
20.0,2004,3571.382759
20.0,1996,3611.919157
18.0,1686,3645.898473
17.0,1851,3683.615009
19.0,1704,3718.0885
19.0,2222,3762.989667
20.0,2006,3803.8902
20.0,1993,3844.387984
19.0,3091,3906.922593
20.0,2002,3947.588984
17.0,2310,3994.576291
20.0,2007,4035.209058
17.0,2255,4081.056101
15.0,2267,4127.209118
20.0,1564,4159.013163
20.0,1565,4190.871715
18.0,2114,4233.751983
18.0,2165,4277.648041
20.0,2002,4318.225708
19.0,1660,4351.803342
20.0,3060,4414.034985
19.0,3031,4475.8111
20.0,1561,4507.274493
18.0,3159,4571.284945
20.0,2006,4611.683647
19.0,1661,4645.521246
18.0,2126,4688.674801
20.0,1994,4729.036407
18.0,2164,4773.060562
19.0,1961,4812.730335
20.0,1593,4844.854839
20.0,1561,4876.71454
20.0,2007,4917.61142
19.0,2026,4958.862286
17.0,2111,5001.760409
20.0,1995,5042.345953
20.0,2005,5083.139284
20.0,3086,5145.696231
20.0,2001,5186.349527
18.0,2075,5228.519845
14.0,2464,5278.343577
20.0,1562,5310.338386
19.0,3094,5372.80656
20.0,2381,5421.176222
21.0,1965,5461.164455
20.0,1561,5492.996757
17.0,2153,5536.844868
18.0,3125,5600.301026
19.0,3090,5662.959561
20.0,3062,5725.380283
20.0,2005,5766.134534
20.0,2005,5806.980246
20.0,2003,5847.572302
20.0,2006,5888.318061
20.0,1992,5928.623206
20.0,2006,5969.448633
20.0,2057,6011.274828
17.0,2428,6060.670002
20.0,2040,6102.112807
20.0,1993,6142.579419
20.0,3060,6204.486123
20.0,2005,6245.262698
20.0,1994,6285.673223
20.0,1567,6317.507429
21.0,3021,6378.778768
20.0,2003,6419.247115
20.0,2186,6463.470807
16.0,2434,6513.115803
19.0,1656,6546.789547
20.0,2007,6587.340814
21.0,2020,6628.35961
19.0,3094,6690.924576
20.0,1564,6722.754352
20.0,3061,6785.001364
18.0,1729,6820.25777
18.0,3286,6886.997454
20.0,3062,6949.362173
20.0,3055,7011.522342
19.0,2098,7054.288853
19.0,2054,7096.05254
20.0,2006,7136.82158
20.0,2057,7178.470901
21.0,3087,7240.904305
20.0,1561,7272.595961
20.0,2005,7313.344949
13.0,2495,7364.292361
20.0,2034,7405.349688
20.0,2049,7446.79499
19.0,2231,7495.516148
19.0,1669,7529.643317
19.0,2155,7571.288821
20.0,2058,7612.269972
20.0,1561,7642.444695
19.0,1658,7675.185314
20.0,3058,7733.709854
19.0,3095,7795.152987
