nupdates,total_timesteps,policy_loss,policy_entropy,explained_variance,fps,value_loss
2786,1783040,-0.019091930240392685,1.5142488479614258,0.9276669323444366,1152,0.004195608198642731
2787,1783680,-0.05067824572324753,1.616784691810608,0.9182715490460396,1152,0.006133786402642727
2788,1784320,-0.03075503557920456,1.5789265632629395,0.9214395806193352,1152,0.004749159328639507
2789,1784960,-0.08196990191936493,1.5521492958068848,0.8615511208772659,1152,0.013218541629612446
2790,1785600,-0.020340003073215485,1.592633605003357,0.9201789349317551,1152,0.006701106671243906
2791,1786240,0.02632215805351734,1.5603588819503784,0.8633343726396561,1152,0.009051297791302204
2792,1786880,-0.05567173659801483,1.6183993816375732,0.9345010742545128,1152,0.006247293669730425
2793,1787520,0.011567067354917526,1.5921965837478638,0.9013708382844925,1152,0.008263369090855122
2794,1788160,-0.021346300840377808,1.5821256637573242,0.9568445384502411,1152,0.004680956713855267
2795,1788800,-0.029344160109758377,1.569800853729248,0.9099306017160416,1152,0.01457261759787798
2796,1789440,0.014250706881284714,1.623610496520996,0.9464590847492218,1152,0.008363911882042885
2797,1790080,0.013686709105968475,1.590875267982483,0.9140346646308899,1152,0.01006641797721386
2798,1790720,0.008278034627437592,1.5871257781982422,0.8758762553334236,1152,0.012662576511502266
2799,1791360,-0.034725986421108246,1.5985171794891357,0.908119298517704,1152,0.011358225718140602
2800,1792000,-0.01492789015173912,1.5791219472885132,0.9399130381643772,1152,0.007061766926199198
2801,1792640,-0.06560914218425751,1.5863131284713745,0.7687345445156097,1152,0.026442736387252808
2802,1793280,-0.04338876157999039,1.5858352184295654,0.9162698909640312,1152,0.01240784116089344
2803,1793920,-0.01882817968726158,1.6322784423828125,0.908729761838913,1152,0.009728181175887585
2804,1794560,0.010905059054493904,1.5436033010482788,0.9253435209393501,1152,0.009122064337134361
2805,1795200,-0.05847533047199249,1.5854328870773315,0.8750113844871521,1152,0.01804136298596859
2806,1795840,-0.01982092298567295,1.6204792261123657,0.8791250810027122,1152,0.011669725179672241
2807,1796480,-0.03537960723042488,1.5595817565917969,0.8692340552806854,1152,0.017784632742404938
2808,1797120,-0.00128974299877882,1.5866024494171143,0.9129862561821938,1152,0.012389728799462318
2809,1797760,-0.03140455484390259,1.6682865619659424,0.9429024420678616,1152,0.006809779442846775
2810,1798400,0.0009794048964977264,1.578999400138855,0.8883325383067131,1152,0.010960412211716175
2811,1799040,-0.04946807399392128,1.5361316204071045,0.79290771484375,1152,0.020118925720453262
2812,1799680,-0.01721992716193199,1.6313116550445557,0.9304475039243698,1152,0.009238137863576412
2813,1800320,0.028465913608670235,1.6427866220474243,0.8686439394950867,1152,0.01183377392590046
2814,1800960,-0.04496040940284729,1.6046171188354492,0.909355491399765,1152,0.011476708576083183
2815,1801600,-0.07091908901929855,1.55216383934021,0.8630677461624146,1152,0.02411690726876259
2816,1802240,-0.037334077060222626,1.6385066509246826,0.9254539236426353,1152,0.01288258470594883
2817,1802880,0.009776534512639046,1.646423578262329,0.8328468650579453,1152,0.023060716688632965
2818,1803520,0.003504311665892601,1.564605474472046,0.7630532532930374,1152,0.02669832669198513
2819,1804160,-0.008833237923681736,1.5972530841827393,0.9179885983467102,1152,0.007842491380870342
2820,1804800,-0.02557532489299774,1.5993022918701172,0.8929783776402473,1152,0.01182519644498825
2821,1805440,-0.019980238750576973,1.6417312622070312,0.8468865156173706,1152,0.016039086505770683
2822,1806080,0.020861944183707237,1.6136738061904907,0.9247989431023598,1152,0.00873599760234356
2823,1806720,-0.002836300991475582,1.5817615985870361,0.8972024023532867,1152,0.01621377468109131
2824,1807360,-0.003500920720398426,1.629887580871582,0.8827645778656006,1152,0.02001090720295906
2825,1808000,-0.0516248494386673,1.6325708627700806,0.7589432448148727,1152,0.036196548491716385
2826,1808640,0.03034067526459694,1.5846394300460815,0.9061518386006355,1152,0.01231185719370842
2827,1809280,-0.029372580349445343,1.6414411067962646,0.876848891377449,1152,0.015785088762640953
2828,1809920,0.017154980450868607,1.6334526538848877,0.900041900575161,1152,0.012928436510264874
2829,1810560,0.026056332513689995,1.6008126735687256,0.9131206423044205,1152,0.011704879812896252
2830,1811200,-0.062023814767599106,1.6043291091918945,0.7980161756277084,1152,0.020932789891958237
2831,1811840,0.023747194558382034,1.6399428844451904,0.7513712793588638,1152,0.023231592029333115
2832,1812480,-0.060119591653347015,1.604480504989624,0.907212570309639,1152,0.01085523422807455
2833,1813120,-0.020681990310549736,1.634885549545288,0.8923030197620392,1152,0.015091322362422943
2834,1813760,0.03100687637925148,1.6316394805908203,0.713396430015564,1152,0.027572641149163246
2835,1814400,-0.14408621191978455,1.6292489767074585,0.7301415503025055,1152,0.04943393915891647
2836,1815040,-0.0015839999541640282,1.6303430795669556,0.9172659292817116,1152,0.01131482608616352
2837,1815680,-0.00799146294593811,1.6138026714324951,0.9184676110744476,1152,0.009253322146832943
2838,1816320,-0.08052205294370651,1.6270925998687744,0.8624097108840942,1152,0.019209789112210274
2839,1816960,-0.0020051542669534683,1.6124651432037354,0.9046780839562416,1152,0.012916411273181438
2840,1817600,0.02694685384631157,1.6232486963272095,0.9578009732067585,1152,0.005653569009155035
2841,1818240,0.0068573616445064545,1.6360290050506592,0.8372974693775177,1152,0.01669975183904171
2842,1818880,0.0130197424441576,1.625292181968689,0.8749846369028091,1152,0.012747997418045998
2843,1819520,-0.019482530653476715,1.608762502670288,0.9004231840372086,1152,0.010280905291438103
2844,1820160,-0.08625675737857819,1.6021133661270142,0.8962048590183258,1152,0.016583051532506943
2845,1820800,-0.011403226293623447,1.6352651119232178,0.9278489574790001,1152,0.009769114665687084
2846,1821440,-0.036122024059295654,1.6217809915542603,0.8890026211738586,1152,0.013937383890151978
2847,1822080,-0.01726187765598297,1.6153771877288818,0.8721947818994522,1152,0.015706997364759445
2848,1822720,-0.037843890488147736,1.5709856748580933,0.842520996928215,1152,0.021858012303709984
2849,1823360,-0.06050902605056763,1.648601770401001,0.8597181439399719,1152,0.028760910034179688
2850,1824000,0.02105148881673813,1.6541049480438232,0.9136111810803413,1152,0.01188662089407444
2851,1824640,0.034263141453266144,1.6069644689559937,0.896975003182888,1152,0.009670372121036053
2852,1825280,-0.028482500463724136,1.6144635677337646,0.8683566600084305,1152,0.011879944242537022
2853,1825920,0.002756640315055847,1.5883409976959229,0.9007145687937737,1152,0.011847181245684624
2854,1826560,0.007886977866292,1.65106201171875,0.9562151208519936,1152,0.004983612801879644
2855,1827200,-0.01336207427084446,1.6350479125976562,0.9355635792016983,1152,0.007690068334341049
2856,1827840,-0.04482119902968407,1.5915024280548096,0.809737041592598,1152,0.021815743297338486
2857,1828480,-0.018644334748387337,1.6364959478378296,0.9217388704419136,1152,0.009000241756439209
2858,1829120,-0.053839970380067825,1.5521389245986938,0.9010468944907188,1152,0.01645897887647152
2859,1829760,-0.05822068452835083,1.6678361892700195,0.9238440170884132,1152,0.011253129690885544
2860,1830400,0.005661515519022942,1.6411765813827515,0.8623152375221252,1152,0.016734806820750237
2861,1831040,0.03430633246898651,1.5950443744659424,0.7966087311506271,1152,0.01676698960363865
2862,1831680,-0.11164339631795883,1.5955829620361328,0.766772136092186,1152,0.022947434335947037
2863,1832320,-0.07482033222913742,1.6206276416778564,0.774514228105545,1152,0.027998587116599083
2864,1832960,-0.07600828260183334,1.6386806964874268,0.8858815878629684,1152,0.0167069174349308
2865,1833600,-0.01956721395254135,1.5652529001235962,0.8954896703362465,1152,0.01502941083163023
2866,1834240,-0.015592390671372414,1.663734793663025,0.8972571566700935,1152,0.014760531485080719
2867,1834880,0.0006696432828903198,1.6112957000732422,0.9102912545204163,1152,0.01351782213896513
2868,1835520,-0.07161028683185577,1.5728683471679688,0.8309106230735779,1152,0.02587740495800972
2869,1836160,-0.15737952291965485,1.604681372642517,0.740027666091919,1152,0.05989763140678406
2870,1836800,0.011708781123161316,1.6462644338607788,0.8075316101312637,1152,0.020577985793352127
2871,1837440,-0.03225851431488991,1.5781339406967163,0.918268047273159,1152,0.012442314997315407
2872,1838080,0.04045499488711357,1.5660024881362915,0.9194213971495628,1152,0.010712767019867897
2873,1838720,0.05577671527862549,1.636725664138794,0.9001100957393646,1152,0.013213169761002064
2874,1839360,0.0301517266780138,1.647789716720581,0.8566634804010391,1152,0.0142763527110219
2875,1840000,0.016395101323723793,1.5809295177459717,0.6978141069412231,1152,0.03372690826654434
2876,1840640,-0.011632934212684631,1.5854766368865967,0.9290438294410706,1153,0.009336831048130989
2877,1841280,-0.019500888884067535,1.6399123668670654,0.8281507343053818,1153,0.019774384796619415
2878,1841920,-0.024346521124243736,1.5713871717453003,0.869137704372406,1153,0.015479473397135735
2879,1842560,0.0079666618257761,1.6085214614868164,0.8259118944406509,1153,0.0180819034576416
2880,1843200,0.04278845340013504,1.633379340171814,0.9033645614981651,1152,0.010071438737213612
2881,1843840,-0.010502219200134277,1.607804536819458,0.864994615316391,1152,0.011095119640231133
2882,1844480,-0.04556048661470413,1.6250721216201782,0.8919131830334663,1152,0.013700539246201515
2883,1845120,0.025062168017029762,1.5764719247817993,0.9355736970901489,1153,0.008904778398573399
2884,1845760,-0.04622063785791397,1.6649091243743896,0.9262190386652946,1152,0.007754124701023102
2885,1846400,0.012975066900253296,1.5990406274795532,0.8673062324523926,1152,0.013982700183987617
2886,1847040,-0.02390168234705925,1.6148960590362549,0.903277151286602,1152,0.007920973934233189
2887,1847680,-0.04326805844902992,1.5874156951904297,0.9196246787905693,1153,0.008558748289942741
2888,1848320,-0.03050282970070839,1.6244306564331055,0.6803207397460938,1153,0.03134652227163315
2889,1848960,-0.08354992419481277,1.6487137079238892,0.938519574701786,1153,0.0066289701499044895
2890,1849600,-0.08236245810985565,1.5856853723526,0.9086716845631599,1153,0.013118179515004158
2891,1850240,0.035683806985616684,1.6123745441436768,0.6826534569263458,1153,0.032231125980615616
2892,1850880,0.019335851073265076,1.6220715045928955,0.7180346846580505,1153,0.021857064217329025
2893,1851520,-0.04307514801621437,1.6447757482528687,0.9326246380805969,1153,0.005936375819146633
2894,1852160,-0.04314026981592178,1.5835453271865845,0.8075048178434372,1153,0.018199622631072998
2895,1852800,-0.09906861931085587,1.6313155889511108,0.8802893832325935,1153,0.013312814757227898
2896,1853440,-0.05210453271865845,1.6168053150177002,0.8943784981966019,1153,0.012268776074051857
2897,1854080,-0.02590671181678772,1.6212215423583984,0.7998909205198288,1153,0.02621440589427948
2898,1854720,-0.07279644161462784,1.6140161752700806,0.8457992374897003,1153,0.02227752096951008
2899,1855360,-0.05332161486148834,1.5980032682418823,0.7947144061326981,1153,0.022809240967035294
2900,1856000,-0.051840655505657196,1.591384768486023,0.8590259253978729,1153,0.024499576538801193
2901,1856640,0.008631043136119843,1.6035312414169312,0.8752357885241508,1153,0.01747310720384121
2902,1857280,0.05875380337238312,1.6584831476211548,0.8520436584949493,1153,0.0149398073554039
2903,1857920,-0.04065823182463646,1.6232140064239502,0.8218197971582413,1153,0.01896309107542038
2904,1858560,0.0648956447839737,1.6101551055908203,0.8434561342000961,1153,0.019405363127589226
2905,1859200,0.08895735442638397,1.5652437210083008,0.8348786532878876,1152,0.02128301002085209
2906,1859840,0.02628490701317787,1.6612228155136108,0.8846885040402412,1153,0.014155331067740917
2907,1860480,0.0807676911354065,1.6251903772354126,0.8983993083238602,1153,0.012323222123086452
2908,1861120,-0.06451791524887085,1.5950260162353516,0.816157266497612,1152,0.03079700842499733
2909,1861760,0.041146669536828995,1.621559739112854,0.7970136255025864,1152,0.026688173413276672
2910,1862400,0.05756652355194092,1.5680196285247803,0.8864747434854507,1153,0.015012606978416443
2911,1863040,0.03301902860403061,1.6683299541473389,0.8885119035840034,1153,0.014309030957520008
2912,1863680,-0.014565720222890377,1.6205545663833618,0.9181502535939217,1153,0.009734057821333408
2913,1864320,-0.004665486514568329,1.6078243255615234,0.9394652061164379,1152,0.006641411688178778
2914,1864960,0.0022518523037433624,1.5879137516021729,0.931218683719635,1152,0.011045282706618309
2915,1865600,-0.048533037304878235,1.6579735279083252,0.8440184444189072,1153,0.027141574770212173
2916,1866240,-0.129941925406456,1.6377296447753906,0.8340116888284683,1153,0.03191246837377548
2917,1866880,0.04529708996415138,1.613519310951233,0.8159664571285248,1153,0.022309940308332443
2918,1867520,-0.13451264798641205,1.5429463386535645,0.8422028720378876,1153,0.030594756826758385
2919,1868160,-0.02482306770980358,1.6749273538589478,0.8146716952323914,1153,0.016237735748291016
2920,1868800,-0.14664849638938904,1.6170408725738525,0.8620726019144058,1153,0.02132183127105236
2921,1869440,-0.09177076816558838,1.6086623668670654,0.9053583890199661,1153,0.013545828871428967
2922,1870080,-0.044572047889232635,1.659767508506775,0.8628012239933014,1153,0.011946944519877434
2923,1870720,-0.06744751334190369,1.558087706565857,0.670466423034668,1153,0.039915021508932114
2924,1871360,-0.08247514069080353,1.5903465747833252,0.906273603439331,1153,0.013251081109046936
2925,1872000,-0.03606972098350525,1.6317723989486694,0.8404287546873093,1153,0.017962554469704628
2926,1872640,0.012017201632261276,1.6743476390838623,0.774208277463913,1153,0.024119451642036438
2927,1873280,-0.07748153805732727,1.6250492334365845,0.8537658154964447,1153,0.017966851592063904
2928,1873920,-0.005815541371703148,1.500285267829895,0.9133372232317924,1153,0.012683073990046978
2929,1874560,0.02241741493344307,1.6564130783081055,0.8571731150150299,1153,0.01683308556675911
2930,1875200,0.04740910977125168,1.6800947189331055,0.9102240800857544,1153,0.009254442527890205
2931,1875840,-0.0065543390810489655,1.5885193347930908,0.8809991329908371,1153,0.012135806493461132
