#{"t_start": 1511327527.146197, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
-21.0,761,25.249713
-18.0,1011,53.172571
-21.0,758,73.936437
-21.0,762,95.158006
-21.0,764,116.377921
-21.0,822,138.886872
-20.0,898,163.584104
-21.0,842,186.707284
-20.0,1005,214.388899
-19.0,925,240.017968
-20.0,921,265.203118
-19.0,988,292.825744
-20.0,976,319.670046
-21.0,939,345.731352
-19.0,1070,375.391073
-18.0,1333,412.224067
-16.0,1351,449.329202
-16.0,1361,487.029423
-15.0,1992,541.823111
-16.0,2138,601.354593
-15.0,2521,671.394939
-21.0,857,695.15706
-21.0,761,716.456668
-21.0,757,737.781708
-20.0,1110,768.518281
-16.0,2651,841.882294
-10.0,3768,946.180641
19.0,2186,1007.54858
20.0,1711,1055.144394
8.0,2911,1135.949778
14.0,2255,1198.406321
18.0,2154,1258.3214
20.0,1564,1301.768101
15.0,2079,1359.142299
20.0,1685,1405.720134
13.0,2325,1469.833954
21.0,1990,1524.836759
18.0,2116,1583.546246
15.0,2136,1642.332899
17.0,1708,1689.869307
19.0,1743,1737.466123
20.0,2003,1792.443863
20.0,2004,1847.837895
17.0,2383,1913.90414
13.0,2275,1976.774786
14.0,2634,2050.098076
20.0,2004,2105.426163
19.0,2058,2162.963758
20.0,2004,2218.653768
16.0,2213,2279.776548
19.0,2089,2337.311982
20.0,2148,2396.887892
18.0,2149,2456.579836
19.0,2194,2517.383378
21.0,1993,2572.72096
16.0,2121,2631.618343
20.0,1566,2675.094883
17.0,2205,2736.328362
18.0,1669,2782.177885
18.0,1675,2828.280226
20.0,1566,2871.562065
18.0,1785,2920.95274
19.0,1756,2969.265007
20.0,2006,3024.833924
20.0,2061,3077.87
16.0,1971,3119.15322
20.0,2024,3160.269715
20.0,2002,3200.847913
19.0,2136,3244.008161
20.0,1596,3276.289831
16.0,2007,3316.805145
20.0,2006,3357.469356
17.0,2360,3405.383622
17.0,1812,3442.249357
19.0,2082,3484.439685
20.0,1991,3525.047948
11.0,3065,3587.167303
15.0,2456,3636.893085
20.0,2003,3677.501642
11.0,2960,3737.531559
17.0,2285,3783.780352
17.0,2226,3829.071454
20.0,2007,3869.986208
18.0,2127,3912.808052
19.0,3115,3976.084418
20.0,1993,4016.453842
19.0,2048,4058.13592
20.0,1990,4098.639359
19.0,2025,4139.89851
18.0,2107,4182.654254
18.0,1948,4222.370201
19.0,2102,4265.007147
20.0,1992,4305.249542
19.0,2208,4349.977289
19.0,2053,4391.638924
17.0,2084,4434.150666
20.0,1564,4465.9643
20.0,1626,4498.773613
21.0,3026,4560.027519
20.0,1992,4600.219379
20.0,2022,4641.262506
19.0,3093,4704.13873
19.0,2121,4747.011463
19.0,1643,4780.527956
20.0,2007,4821.094037
19.0,2211,4865.876814
17.0,2186,4910.532245
20.0,1562,4942.38892
20.0,2003,4983.264555
19.0,2197,5027.584568
19.0,1901,5066.496979
20.0,1997,5106.904852
21.0,1993,5147.409992
20.0,2066,5189.320842
20.0,1994,5229.822211
19.0,2088,5271.960261
20.0,3061,5334.391932
20.0,3057,5396.2807
20.0,1995,5436.733207
18.0,2190,5481.399995
19.0,3073,5544.002222
18.0,3187,5608.588715
19.0,1722,5643.5405
20.0,2004,5684.30553
20.0,2249,5730.165784
20.0,1994,5770.614891
19.0,1847,5808.304946
20.0,1580,5840.319077
20.0,1566,5872.040472
20.0,3061,5934.164834
20.0,3058,5996.510811
20.0,2135,6039.845718
20.0,1993,6080.240732
19.0,3026,6141.791906
20.0,1996,6182.154471
18.0,2686,6236.73085
20.0,1564,6268.362345
20.0,1997,6308.925169
21.0,1992,6349.379838
20.0,2006,6389.948181
20.0,1993,6430.253177
18.0,1887,6468.487859
20.0,1566,6500.290028
18.0,2172,6544.585661
20.0,1992,6584.756503
20.0,1621,6617.73018
20.0,2069,6659.735123
20.0,3055,6721.605174
20.0,1994,6762.225887
20.0,2087,6804.661889
18.0,2462,6854.608998
20.0,1567,6886.430906
21.0,3022,6948.013217
20.0,1996,6988.533154
19.0,2495,7039.514765
20.0,1995,7080.10123
20.0,2047,7121.688331
19.0,1695,7155.955963
20.0,1993,7196.440773
20.0,3062,7258.453237
20.0,3056,7320.510206
18.0,2146,7364.32875
20.0,2006,7404.902297
19.0,3088,7468.455054
20.0,1566,7502.905431
20.0,2007,7542.477445
19.0,3182,7604.741004
20.0,2004,7644.455697
20.0,1995,7682.78703
19.0,1661,7714.020432
20.0,1567,7746.959218
