nupdates,fps,value_loss,explained_variance,policy_entropy,total_timesteps
54600,1474,0.015048233792185783,0.6881524324417114,1.6042019128799438,4368000
54700,1474,0.011742928065359592,0.6905296444892883,1.6597903966903687,4376000
54800,1474,0.01139913685619831,0.9004556909203529,1.670135498046875,4384000
54900,1474,0.011904425919055939,0.8457863032817841,1.6408007144927979,4392000
55000,1474,0.008112172596156597,0.8934475481510162,1.685671091079712,4400000
55100,1474,0.0168120376765728,0.5385957658290863,1.6741571426391602,4408000
55200,1474,0.0027850274927914143,0.9188198819756508,1.6507869958877563,4416000
55300,1474,0.006659799255430698,0.6482336819171906,1.6375499963760376,4424000
55400,1474,0.006268852390348911,0.8385971337556839,1.6000980138778687,4432000
55500,1474,0.009374723769724369,0.7830487489700317,1.5966862440109253,4440000
55600,1474,0.014552302658557892,0.8368173986673355,1.6694252490997314,4448000
55700,1474,0.005399810615926981,0.9475095681846142,1.707455039024353,4456000
55800,1474,0.03255074843764305,0.7269250750541687,1.6202045679092407,4464000
55900,1474,0.02009253390133381,0.7116751670837402,1.605413794517517,4472000
56000,1474,0.007899029180407524,0.8728083372116089,1.5996654033660889,4480000
56100,1474,0.01340892631560564,0.8367440551519394,1.719986915588379,4488000
56200,1474,0.006963839288800955,0.8995281085371971,1.6373918056488037,4496000
56300,1474,0.0036106971092522144,0.8589030057191849,1.679792046546936,4504000
56400,1474,0.008030623197555542,0.8797190189361572,1.6304683685302734,4512000
56500,1474,0.021949907764792442,0.8040688931941986,1.645501732826233,4520000
56600,1474,0.011317678727209568,0.6864798069000244,1.711503267288208,4528000
56700,1474,0.005547989159822464,0.9190657958388329,1.6726068258285522,4536000
56800,1474,0.0054212771356105804,0.9624424315989017,1.6717755794525146,4544000
56900,1474,0.009449148550629616,0.9095501825213432,1.6808910369873047,4552000
57000,1474,0.011369471438229084,0.7712572515010834,1.644683837890625,4560000
57100,1474,0.008544908836483955,0.9272364005446434,1.5661733150482178,4568000
57200,1474,0.010619005188345909,0.8023231476545334,1.6037318706512451,4576000
57300,1474,0.013678863644599915,0.832007884979248,1.6858583688735962,4584000
57400,1474,0.011759256012737751,0.7433464229106903,1.6446281671524048,4592000
57500,1474,0.005678854417055845,0.900754876434803,1.682474136352539,4600000
57600,1474,0.008483359590172768,0.7702451944351196,1.7238868474960327,4608000
57700,1474,0.017373982816934586,0.6308499872684479,1.628440260887146,4616000
57800,1474,0.01083949115127325,0.907888188958168,1.6103241443634033,4624000
57900,1474,0.0080333910882473,0.8498034477233887,1.5947250127792358,4632000
58000,1474,0.009267385117709637,0.8627946674823761,1.6426827907562256,4640000
58100,1474,0.005925211124122143,0.8539139926433563,1.7048141956329346,4648000
58200,1474,0.011346274986863136,0.8612283021211624,1.6067081689834595,4656000
58300,1474,0.010995125398039818,0.8677717447280884,1.5190179347991943,4664000
58400,1474,0.013116708025336266,0.8851122558116913,1.575187087059021,4672000
58500,1474,0.011603126302361488,0.7873356491327286,1.653954267501831,4680000
58600,1474,0.04706593602895737,0.6351735591888428,1.5923001766204834,4688000
58700,1474,0.012413082644343376,0.7412026226520538,1.6709339618682861,4696000
58800,1474,0.01078032422810793,0.8366085439920425,1.6868330240249634,4704000
58900,1474,0.015200266614556313,0.8367309272289276,1.6949058771133423,4712000
59000,1474,0.008921278640627861,0.9605959840118885,1.581793189048767,4720000
59100,1474,0.015371114015579224,0.8859313428401947,1.6222442388534546,4728000
59200,1474,0.020401732996106148,0.8271496295928955,1.6100103855133057,4736000
59300,1474,0.012217712588608265,0.9263028129935265,1.565519094467163,4744000
