#{"t_start": 1511316779.1298082, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
1.0,171,9.655891
1.0,175,14.919408
0.0,127,18.440223
0.0,127,22.044373
0.0,127,25.508152
1.0,176,30.598688
1.0,173,35.450494
0.0,127,38.774904
1.0,157,43.375935
5.0,326,53.101433
0.0,127,56.744027
1.0,157,61.124638
1.0,153,65.349069
5.0,329,75.119049
0.0,127,78.832489
1.0,175,83.873742
0.0,127,87.532979
3.0,274,95.59404
3.0,249,102.554694
0.0,127,106.177589
2.0,202,111.899414
0.0,125,115.436094
0.0,129,118.91714
0.0,127,122.410163
6.0,398,134.394246
1.0,173,139.129044
2.0,200,144.849232
3.0,268,152.673346
0.0,125,156.107621
7.0,324,165.590923
3.0,248,172.842098
5.0,350,183.103201
2.0,200,188.944405
5.0,350,199.454893
2.0,198,205.270559
0.0,127,208.68227
0.0,125,212.090337
4.0,321,221.594147
0.0,129,225.168108
0.0,129,228.496208
2.0,202,234.351001
0.0,125,237.631825
0.0,127,241.234553
3.0,248,248.381409
6.0,401,260.573606
2.0,198,266.29174
5.0,305,275.35418
4.0,297,284.008326
0.0,129,287.588301
0.0,125,290.957594
0.0,127,294.72314
1.0,174,299.810205
0.0,129,303.486238
0.0,129,306.964498
0.0,129,310.501565
2.0,202,316.39441
2.0,200,322.134532
1.0,175,327.219741
0.0,125,330.490775
5.0,350,341.118172
1.0,157,345.590312
4.0,299,354.196744
5.0,350,364.191712
5.0,350,374.486742
2.0,224,381.307539
4.0,284,389.671424
9.0,404,401.645615
2.0,187,407.035596
9.0,404,419.377013
0.0,127,422.79916
2.0,202,428.693071
5.0,350,438.991157
0.0,129,442.351711
0.0,125,445.899887
5.0,328,455.547395
1.0,157,459.951434
0.0,129,463.285503
5.0,350,473.664509
6.0,401,485.550369
2.0,205,491.32763
6.0,319,500.405749
4.0,262,507.864553
0.0,129,511.536669
0.0,129,515.097161
5.0,296,523.694074
12.0,515,538.960232
4.0,260,546.179771
13.0,454,559.483861
8.0,469,573.210425
11.0,477,587.161514
10.0,555,603.481226
12.0,509,618.392174
8.0,435,631.00885
7.0,411,643.00324
8.0,442,655.742722
9.0,323,665.010938
9.0,447,677.951243
19.0,619,696.091781
10.0,553,712.083987
16.0,607,729.860586
3.0,218,735.94287
14.0,498,750.58566
17.0,705,771.561884
9.0,329,780.951673
16.0,644,799.959725
12.0,569,816.579602
9.0,496,830.800295
23.0,693,851.145765
16.0,451,863.985764
10.0,500,878.362647
17.0,525,893.882026
16.0,613,911.766071
19.0,730,933.125697
14.0,727,954.567017
22.0,643,973.305393
22.0,741,995.004343
18.0,666,1014.292866
10.0,534,1029.966645
12.0,587,1047.415494
11.0,560,1063.297263
12.0,612,1081.1509
12.0,411,1092.832594
12.0,604,1110.214894
14.0,598,1127.546975
28.0,772,1150.006483
21.0,698,1170.410098
10.0,529,1185.709343
18.0,657,1204.559766
22.0,787,1227.67741
13.0,611,1245.442748
22.0,651,1264.166791
19.0,689,1284.317084
17.0,708,1305.121598
27.0,838,1329.496863
22.0,727,1350.546073
13.0,664,1369.988336
12.0,594,1387.078289
28.0,729,1408.562726
29.0,777,1431.122355
27.0,888,1457.198711
53.0,791,1480.024506
44.0,1059,1510.663393
45.0,1158,1544.435333
37.0,911,1570.807201
53.0,1197,1605.400603
37.0,1072,1636.738156
22.0,739,1658.296415
53.0,1285,1695.874847
39.0,967,1723.79985
44.0,1232,1759.698569
33.0,929,1786.349149
19.0,713,1807.002689
53.0,1391,1847.636875
37.0,1055,1878.414256
47.0,975,1906.498717
40.0,970,1934.582597
24.0,744,1956.315517
66.0,1473,1998.797208
67.0,1255,2035.638209
76.0,1454,2077.703724
93.0,1781,2129.44685
66.0,1220,2165.121133
84.0,1501,2208.707283
277.0,1665,2257.236598
50.0,1025,2286.546784
62.0,1275,2323.903549
88.0,1478,2366.960813
40.0,874,2392.222964
339.0,1739,2443.120698
23.0,838,2467.109125
22.0,891,2492.835057
119.0,1512,2536.812775
150.0,1628,2583.89741
125.0,1565,2628.978603
103.0,1661,2676.816119
222.0,1618,2723.674495
157.0,1575,2769.481773
73.0,1300,2806.730254
324.0,1623,2853.599429
95.0,1562,2898.745153
322.0,1993,2956.626594
103.0,1301,2994.093368
341.0,1403,3034.45305
255.0,1608,3081.161093
67.0,979,3109.428962
396.0,1996,3167.303133
311.0,2257,3233.174451
366.0,1781,3284.78243
81.0,1522,3328.511628
172.0,1650,3375.947963
414.0,2304,3442.432415
339.0,2218,3506.503064
75.0,925,3533.076591
47.0,795,3556.136684
401.0,2552,3629.508514
394.0,1916,3684.765949
206.0,2051,3744.025265
382.0,2054,3803.060693
137.0,1571,3848.126446
420.0,2146,3909.560319
377.0,2087,3969.415201
410.0,2524,4041.921071
382.0,2182,4104.641233
380.0,1940,4160.172252
411.0,2246,4224.810659
307.0,1941,4280.848245
725.0,5104,4428.325208
418.0,3022,4515.286432
346.0,2176,4578.484805
366.0,3002,4664.085656
427.0,3226,4756.319603
363.0,2007,4813.737928
440.0,3825,4923.731809
363.0,2166,4985.910275
394.0,2126,5047.299977
397.0,2451,5116.946779
442.0,3529,5218.249192
394.0,2842,5299.850517
337.0,2100,5359.752834
267.0,2428,5429.026752
402.0,3171,5519.75851
400.0,2540,5592.473177
381.0,99998,8456.776671
434.0,4242,8577.93016
421.0,3593,8680.196971
420.0,4574,8810.610356
410.0,3069,8898.13538
821.0,4346,9021.464939
389.0,2259,9086.020963
864.0,9053,9344.096067
864.0,5520,9483.897005
324.0,2303,9521.820812
417.0,3323,9576.573198
425.0,3175,9628.495136
443.0,6323,9731.333639
