explained_variance,total_timesteps,policy_entropy,fps,nupdates,value_loss,policy_loss
0.9492486417293549,6702720,0.6642128229141235,1091,10473,0.14064739644527435,0.02130058966577053
0.9311780631542206,6703360,0.6423134803771973,1091,10474,0.2286662757396698,-0.008332079276442528
0.9704370871186256,6704000,0.6890783309936523,1091,10475,0.1218680739402771,0.03163307160139084
0.9768612924963236,6704640,0.6554220914840698,1091,10476,0.08998079597949982,0.058504920452833176
0.8907210156321526,6705280,0.6490600109100342,1091,10477,0.30334705114364624,-0.06183638051152229
0.9874553475528955,6705920,0.6837690472602844,1091,10478,0.033765923231840134,-0.01489180326461792
0.8002075850963593,6706560,0.6842535734176636,1091,10479,0.49347490072250366,-0.05399499088525772
0.8941076174378395,6707200,0.683925449848175,1091,10480,0.32220566272735596,-0.03402712568640709
0.9751778934150934,6707840,0.6539036631584167,1091,10481,0.07546158134937286,0.02754216268658638
0.9561436623334885,6708480,0.6601637601852417,1091,10482,0.1097429022192955,-0.048941150307655334
0.9495742805302143,6709120,0.633343517780304,1091,10483,0.1342305839061737,-0.007143051829189062
0.8992055132985115,6709760,0.6679123044013977,1091,10484,0.26775413751602173,0.01217755675315857
0.9118393883109093,6710400,0.6809248924255371,1091,10485,0.21172413229942322,-0.03555144742131233
0.910182274878025,6711040,0.6786264181137085,1091,10486,0.1754114329814911,-0.048410188406705856
0.9856052165850997,6711680,0.6580831408500671,1091,10487,0.03323780745267868,-0.0021641612984240055
0.9759308509528637,6712320,0.6753170490264893,1091,10488,0.054260414093732834,-0.010557357221841812
0.8614575117826462,6712960,0.6255685687065125,1091,10489,0.2920057773590088,-0.06132326275110245
0.9677073173224926,6713600,0.668576180934906,1091,10490,0.09001388400793076,0.06424844264984131
0.9624541774392128,6714240,0.6668204069137573,1091,10491,0.12576067447662354,0.012660562992095947
0.9626705162227154,6714880,0.663184404373169,1091,10492,0.10622348636388779,0.03941717743873596
0.979445917531848,6715520,0.6883994340896606,1091,10493,0.05345756933093071,-0.005311912856996059
0.885785199701786,6716160,0.6643875241279602,1091,10494,0.4546690583229065,0.014159025624394417
0.922308012843132,6716800,0.6350822448730469,1091,10495,0.2937111258506775,0.0030256840400397778
0.7994644939899445,6717440,0.6455769538879395,1091,10496,0.5772244334220886,-0.11477706581354141
0.9607465527951717,6718080,0.6234061121940613,1091,10497,0.08101971447467804,0.004195442423224449
0.9553101882338524,6718720,0.6722995638847351,1091,10498,0.12903249263763428,-0.011301740072667599
0.9598519913852215,6719360,0.6294271945953369,1091,10499,0.10475622117519379,0.029558032751083374
0.9594545476138592,6720000,0.6716354489326477,1091,10500,0.11209962517023087,0.05562020093202591
0.9784591924399137,6720640,0.6395312547683716,1091,10501,0.05048718303442001,-0.013272375799715519
0.9570856988430023,6721280,0.6346665620803833,1091,10502,0.12615133821964264,0.06018861383199692
0.9764354359358549,6721920,0.6673410534858704,1091,10503,0.05647870898246765,0.002025832422077656
0.9152191057801247,6722560,0.6683653593063354,1091,10504,0.289038747549057,0.13493245840072632
0.9568243399262428,6723200,0.6561437845230103,1091,10505,0.12861542403697968,-0.008534666150808334
0.9468027539551258,6723840,0.6507581472396851,1091,10506,0.14291666448116302,-0.02037273719906807
0.9660775996744633,6724480,0.6902841329574585,1091,10507,0.0730176791548729,-0.023008523508906364
0.9382684081792831,6725120,0.658995509147644,1091,10508,0.1704978048801422,0.05971855670213699
0.9625674448907375,6725760,0.6478989720344543,1091,10509,0.08978251367807388,0.026709018275141716
0.9570525027811527,6726400,0.6713167428970337,1091,10510,0.0963536947965622,-0.05820181593298912
0.9620511494576931,6727040,0.6860392689704895,1091,10511,0.07977870851755142,0.004830237943679094
0.9348331615328789,6727680,0.6628208756446838,1091,10512,0.15758156776428223,0.014176960103213787
0.9665686339139938,6728320,0.6504085063934326,1091,10513,0.0895015075802803,0.09087638556957245
0.9301386848092079,6728960,0.6693739891052246,1091,10514,0.14190545678138733,-0.05084167793393135
0.7393829822540283,6729600,0.6554754972457886,1091,10515,0.48084506392478943,-0.08723184466362
0.9408846572041512,6730240,0.6635346412658691,1091,10516,0.1269829273223877,0.02009539306163788
0.9532415382564068,6730880,0.6391631960868835,1091,10517,0.08873017132282257,-0.049509864300489426
0.9702321700751781,6731520,0.6931114196777344,1091,10518,0.06230964511632919,-0.02171475812792778
0.9482385367155075,6732160,0.6686059236526489,1091,10519,0.11828551441431046,-0.10085399448871613
0.902879111468792,6732800,0.6556890606880188,1091,10520,0.430377334356308,0.06063210964202881
0.9798923898488283,6733440,0.6612594723701477,1091,10521,0.06810083240270615,-0.052600353956222534
0.967348262667656,6734080,0.6513087153434753,1091,10522,0.1536535620689392,-0.03381935507059097
0.9667871333658695,6734720,0.6545592546463013,1091,10523,0.10809264332056046,-0.06754544377326965
0.9467120468616486,6735360,0.6629731059074402,1091,10524,0.12369631230831146,0.036167118698358536
0.9457484781742096,6736000,0.6650505065917969,1091,10525,0.16166579723358154,0.06039641425013542
0.878616526722908,6736640,0.6563231945037842,1091,10526,0.25768688321113586,-0.05452291667461395
0.9669148400425911,6737280,0.6667748689651489,1091,10527,0.06223423406481743,0.03824443370103836
0.9461616389453411,6737920,0.6607308387756348,1091,10528,0.1371450126171112,0.040287744253873825
0.9267941117286682,6738560,0.6838113069534302,1091,10529,0.1415177434682846,0.01331682875752449
0.9446478150784969,6739200,0.6354840993881226,1091,10530,0.09039640426635742,0.009955845773220062
0.960113350301981,6739840,0.6736901998519897,1091,10531,0.07822271436452866,0.04688229411840439
0.9495969414710999,6740480,0.6657727956771851,1091,10532,0.08129515498876572,-0.030816413462162018
0.9522962868213654,6741120,0.6638602018356323,1091,10533,0.0804746001958847,-0.03296854719519615
0.8092442005872726,6741760,0.6690982580184937,1091,10534,0.32301825284957886,-0.11999452114105225
0.9662262722849846,6742400,0.6603208780288696,1091,10535,0.06011706590652466,-0.0031683631241321564
0.9707864634692669,6743040,0.6336432695388794,1091,10536,0.05496291071176529,-0.04495026171207428
0.8358027338981628,6743680,0.6614822745323181,1091,10537,0.3400037884712219,-0.2082933783531189
0.9801901336759329,6744320,0.6492097973823547,1091,10538,0.035061489790678024,-0.0015318244695663452
0.9633335955440998,6744960,0.6797729134559631,1091,10539,0.0717066153883934,0.04675830900669098
0.9510391615331173,6745600,0.6334591507911682,1091,10540,0.07963462918996811,-0.00012267613783478737
0.9702965747565031,6746240,0.677205502986908,1091,10541,0.05775785446166992,-0.06032765284180641
0.9767334219068289,6746880,0.6757299900054932,1091,10542,0.04545822739601135,-0.037638213485479355
0.9487782455980778,6747520,0.6616191267967224,1091,10543,0.08831712603569031,0.002894454635679722
