#{"env_id": "PongNoFrameskip-v4", "t_start": 1511327455.835552, "gym_version": "0.9.3"}
r,l,t
-20.0,955,17.187433
-21.0,838,30.036783
-21.0,822,42.668397
-20.0,900,56.449667
-19.0,1057,75.583806
-21.0,818,96.743919
-20.0,876,119.726292
-20.0,886,143.276664
-19.0,1055,171.387671
-20.0,1166,202.431498
-21.0,896,226.166243
-18.0,1382,262.776128
-19.0,1094,291.475295
-21.0,893,315.11001
-19.0,1182,346.501485
-18.0,1226,379.20369
-12.0,1639,422.552801
-16.0,1871,472.242037
-9.0,2133,528.655101
6.0,2828,604.053512
-5.0,2687,675.833184
14.0,1943,727.357694
-3.0,2733,799.939841
10.0,2275,860.439186
17.0,1819,908.786592
11.0,2479,975.365519
20.0,2006,1029.023978
16.0,1873,1078.616828
15.0,2046,1132.951276
20.0,2001,1186.230704
20.0,1562,1228.081731
19.0,1751,1274.939147
18.0,2117,1331.879838
20.0,2005,1385.671229
19.0,2047,1440.072461
18.0,1822,1488.844948
20.0,2007,1542.617444
20.0,1579,1584.283745
19.0,1750,1630.646055
13.0,2362,1693.59638
18.0,2141,1750.466421
20.0,2037,1805.400218
20.0,2002,1858.813028
20.0,2007,1912.386988
20.0,2005,1965.818766
15.0,2229,2025.156643
20.0,1589,2067.730849
19.0,2034,2121.749188
19.0,1635,2165.078275
20.0,2006,2218.389104
20.0,2002,2271.630455
20.0,2004,2325.150083
20.0,2001,2378.784821
20.0,1565,2420.71041
20.0,2001,2474.49064
20.0,2054,2529.849654
16.0,2056,2584.780264
20.0,2791,2659.880105
14.0,2446,2724.982773
17.0,1866,2774.516387
16.0,2203,2833.244539
16.0,2202,2891.857948
20.0,2001,2945.282301
19.0,2060,2999.87826
20.0,1564,3041.708748
18.0,1845,3090.689146
14.0,2202,3145.755511
17.0,2196,3189.541645
20.0,1623,3221.076641
17.0,2239,3264.651846
20.0,1564,3295.064046
18.0,1769,3329.454303
20.0,2007,3368.992032
13.0,2798,3423.453568
20.0,2001,3462.28854
18.0,2003,3500.991989
20.0,1563,3531.502522
18.0,1783,3566.228999
19.0,2817,3621.236414
19.0,2092,3662.008321
18.0,2890,3718.139729
20.0,2004,3757.39537
20.0,2006,3796.583603
19.0,2042,3836.233191
20.0,2000,3875.427224
20.0,1565,3905.954155
20.0,1567,3936.886894
16.0,2874,3992.638758
21.0,1974,4031.022735
20.0,1566,4061.779503
20.0,2001,4100.607041
20.0,2046,4140.392955
20.0,2002,4179.084589
20.0,1567,4209.623879
20.0,2001,4248.627609
20.0,2001,4287.561666
20.0,2820,4342.455143
19.0,2041,4382.111009
20.0,1564,4412.215314
20.0,2007,4451.382054
20.0,2793,4506.069294
20.0,2001,4545.078256
20.0,2003,4583.914036
20.0,1567,4614.085063
20.0,1621,4645.445455
18.0,2006,4684.607895
20.0,2788,4739.446685
19.0,2558,4789.374998
17.0,2230,4832.578332
16.0,2387,4879.184166
20.0,1567,4909.787151
20.0,2787,4963.858253
19.0,2054,5003.658849
19.0,2146,5045.551332
20.0,1567,5076.003261
18.0,1804,5110.986148
19.0,2175,5153.599238
19.0,1712,5187.01812
19.0,2826,5241.763119
18.0,2110,5282.951118
20.0,2001,5321.813667
20.0,2033,5361.924948
19.0,2172,5404.115699
19.0,2832,5458.985866
19.0,2146,5500.842353
19.0,2047,5540.678353
19.0,2143,5582.16204
20.0,2003,5621.185945
20.0,1632,5653.038955
20.0,2002,5691.671606
20.0,2002,5730.462084
20.0,1564,5760.897513
20.0,1562,5791.236939
20.0,2820,5845.993068
17.0,2231,5889.560327
20.0,2004,5928.561214
18.0,2190,5971.22282
19.0,2145,6012.996795
18.0,2360,6059.065356
20.0,1562,6089.290405
20.0,1562,6119.615199
20.0,2775,6173.877627
20.0,2757,6227.181245
20.0,2035,6266.610807
19.0,2203,6309.365324
20.0,1566,6339.815559
20.0,1595,6370.600059
20.0,2106,6411.390376
20.0,1562,6441.802676
21.0,1991,6480.44162
20.0,2971,6538.180829
18.0,1829,6573.788981
19.0,1634,6605.457778
20.0,1562,6635.783235
20.0,2793,6690.283301
18.0,2248,6733.834089
20.0,1561,6763.951095
21.0,1596,6795.190711
20.0,2785,6849.412006
20.0,2131,6890.594012
19.0,2137,6931.909026
19.0,2140,6973.270461
20.0,2790,7027.521312
20.0,1641,7059.535219
20.0,2791,7113.683779
20.0,2001,7152.587874
19.0,2051,7192.132863
20.0,2003,7230.946247
20.0,1561,7261.23308
20.0,2058,7300.976144
20.0,2065,7341.021053
20.0,1564,7371.316076
19.0,2110,7412.430099
20.0,1566,7442.946002
18.0,2216,7486.058104
