#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511316681.3253317}
r,l,t
0.0,129,5.785208
2.0,201,9.178651
1.0,153,11.660951
0.0,127,13.666606
0.0,127,15.766852
0.0,125,17.617809
1.0,175,20.507001
1.0,173,23.39022
2.0,202,26.776251
3.0,251,30.981298
1.0,174,33.923638
4.0,292,38.911036
3.0,250,43.064902
4.0,301,48.209886
0.0,127,50.232542
1.0,157,52.782337
0.0,129,54.872493
2.0,198,58.159823
2.0,200,61.457964
0.0,127,63.387077
0.0,125,65.402138
5.0,348,71.269588
0.0,127,73.261543
1.0,172,75.9945
0.0,129,78.073275
0.0,129,80.087592
0.0,127,82.100282
4.0,299,87.049767
5.0,350,92.876229
0.0,127,94.912546
6.0,396,105.598798
0.0,129,108.84495
0.0,129,112.360741
0.0,127,115.645298
1.0,159,120.097217
0.0,127,123.445857
5.0,352,133.609344
0.0,127,137.027774
2.0,200,142.723091
0.0,125,145.966768
0.0,125,149.311785
9.0,404,160.863852
0.0,127,164.342539
0.0,125,167.694916
0.0,129,171.262058
0.0,127,174.446959
9.0,404,186.324239
0.0,125,189.485693
7.0,425,201.495112
5.0,350,211.131195
0.0,127,214.553922
2.0,205,220.28626
2.0,206,225.909308
3.0,247,232.866354
0.0,127,236.228971
11.0,482,250.292576
5.0,313,259.240174
5.0,343,269.04612
7.0,378,279.923894
3.0,231,286.190714
5.0,311,294.871741
1.0,152,298.906717
0.0,129,302.204612
5.0,344,311.946125
4.0,297,320.395738
12.0,517,335.324621
0.0,129,338.866934
3.0,214,344.879436
1.0,155,349.152789
10.0,432,361.243134
0.0,129,364.556696
6.0,342,374.287028
9.0,460,387.302726
1.0,175,391.867649
5.0,316,400.413759
5.0,295,408.613918
10.0,433,420.855276
4.0,303,429.557319
5.0,292,437.503442
2.0,185,442.391081
12.0,321,451.302844
5.0,349,461.030817
7.0,408,472.190941
9.0,345,481.59405
3.0,252,488.659057
13.0,548,504.110328
7.0,412,515.513464
15.0,527,530.131702
10.0,543,545.274038
8.0,444,557.856916
9.0,497,571.841593
7.0,428,583.750235
9.0,326,592.499879
12.0,518,607.00103
6.0,376,617.457761
14.0,548,632.853142
5.0,272,640.179481
14.0,503,654.055583
18.0,613,671.546495
10.0,507,685.975978
10.0,511,700.258507
14.0,645,718.368587
10.0,491,732.163388
22.0,497,745.975971
17.0,722,766.626248
20.0,757,787.860728
23.0,659,806.488669
10.0,531,821.607256
22.0,713,841.782519
15.0,547,857.415451
17.0,744,878.631834
15.0,645,896.841533
25.0,800,919.533606
16.0,695,939.063692
22.0,781,960.691453
23.0,752,981.718282
25.0,785,1003.738191
25.0,920,1029.259788
24.0,897,1054.581242
38.0,1051,1083.931478
38.0,1078,1114.326509
34.0,849,1138.079461
19.0,771,1159.797562
41.0,672,1179.008108
32.0,991,1206.769106
36.0,962,1233.660817
55.0,1352,1272.110748
36.0,949,1298.520789
76.0,1574,1342.94676
35.0,1193,1376.589608
25.0,611,1393.511831
28.0,691,1412.771053
35.0,989,1440.369213
57.0,1530,1483.068324
45.0,1310,1519.508271
36.0,1218,1553.935301
58.0,1279,1589.796502
46.0,934,1615.86445
56.0,1499,1657.714331
37.0,1030,1686.547279
54.0,1292,1722.952078
70.0,1300,1759.393679
66.0,1073,1789.667616
50.0,953,1816.765435
62.0,1255,1852.338987
64.0,1252,1887.331354
60.0,1427,1927.780384
49.0,1138,1959.54224
106.0,1753,2009.127465
79.0,1083,2039.321366
52.0,1002,2067.519884
78.0,1539,2110.771343
90.0,1672,2157.745102
252.0,1385,2196.585535
298.0,1764,2245.720144
108.0,1482,2287.169926
297.0,1342,2324.711417
67.0,1335,2362.488448
132.0,1825,2413.625349
87.0,1496,2455.549956
213.0,1391,2494.07616
135.0,1487,2535.131874
208.0,1852,2587.059414
237.0,1588,2631.672189
249.0,1796,2681.880186
96.0,1426,2721.35212
187.0,1978,2776.898074
158.0,1515,2819.207874
391.0,2238,2882.173109
191.0,1820,2932.38923
341.0,1827,2983.188595
311.0,2011,3039.385576
334.0,1915,3092.317348
365.0,1930,3145.816982
399.0,2017,3202.217664
398.0,1951,3256.048151
293.0,1708,3303.204213
355.0,1474,3343.86182
347.0,1679,3390.233898
376.0,1904,3442.678915
334.0,1810,3492.831976
367.0,2079,3550.431203
260.0,1804,3600.089017
356.0,1930,3653.823635
409.0,2489,3722.886564
392.0,1978,3778.063679
353.0,2177,3838.117964
253.0,1665,3884.08937
380.0,1927,3938.007457
377.0,2513,4007.827193
424.0,2921,4088.888448
428.0,2664,4162.371699
420.0,2478,4230.855763
428.0,5676,4386.934648
403.0,3246,4477.112662
409.0,2179,4537.135459
373.0,1927,4590.167328
428.0,2457,4657.988288
376.0,2103,4716.66681
417.0,2979,4798.804809
416.0,1943,4852.526401
351.0,3795,4957.317035
428.0,3682,5059.221364
410.0,2860,5138.0001
407.0,2114,5195.942046
390.0,2263,5258.38639
318.0,1654,5303.788824
330.0,1955,5357.408145
458.0,3816,5463.112555
421.0,2708,5537.66539
444.0,3242,5627.20685
428.0,2812,5704.629779
501.0,3249,5794.438581
413.0,3050,5878.867769
383.0,1998,5933.836602
422.0,2610,6005.232769
808.0,3894,6111.697042
421.0,2862,6190.391318
411.0,2294,6253.1922
385.0,1984,6308.042181
394.0,8090,6532.113266
241.0,1283,6567.967993
425.0,5133,6708.901622
384.0,2090,6765.77133
428.0,3141,6852.471198
416.0,2146,6911.351571
413.0,3631,7010.961283
455.0,3068,7095.230275
437.0,2816,7172.286539
381.0,2109,7229.917018
410.0,3584,7328.389461
424.0,2853,7406.792567
431.0,3424,7500.428336
427.0,2233,7561.135355
410.0,2720,7635.352323
376.0,2845,7713.373888
420.0,2995,7796.075796
428.0,4404,7916.948355
408.0,2310,7980.570385
424.0,3060,8064.647253
424.0,2523,8134.063526
845.0,4764,8264.379358
413.0,4912,8400.016737
420.0,3110,8486.130447
427.0,3383,8579.105537
280.0,1547,8621.575226
390.0,2844,8700.131718
826.0,4436,8821.217573
763.0,4381,8941.844348
472.0,2823,9019.508041
374.0,1843,9069.725844
394.0,1924,9122.779954
439.0,3773,9226.263256
421.0,5344,9372.87269
463.0,3569,9470.526918
