policy_loss,fps,explained_variance,value_loss,policy_entropy,nupdates,total_timesteps
0.02906864881515503,333,-9.005706787109375,0.0013551872689276934,1.381726622581482,1,640
0.19851218163967133,565,0.0453566312789917,0.07123218476772308,1.38316810131073,2,1280
-0.41724854707717896,731,-0.3795815706253052,0.31492361426353455,1.3797762393951416,3,1920
-0.2838585078716278,854,-0.122505784034729,0.21538634598255157,1.3758494853973389,4,2560
-0.09060600399971008,946,-0.005806088447570801,0.03755498304963112,1.3782317638397217,5,3200
0.08390962332487106,1015,-0.06421530246734619,0.019478077068924904,1.3784433603286743,6,3840
0.14307096600532532,1088,-0.0012900829315185547,0.038627587258815765,1.3791024684906006,7,4480
0.10524648427963257,1145,0.002223789691925049,0.04642476141452789,1.3791898488998413,8,5120
-0.02350134588778019,1196,-0.037923455238342285,0.022847766056656837,1.3777170181274414,9,5760
-0.08134327828884125,1230,-0.27303528785705566,0.012118090875446796,1.376019835472107,10,6400
-0.05241358280181885,1254,-0.03084099292755127,0.034440845251083374,1.3748672008514404,11,7040
-0.030717916786670685,1280,-0.0032105445861816406,0.045473724603652954,1.3745490312576294,12,7680
-0.06876444816589355,1314,0.0011875033378601074,0.025309111922979355,1.374558687210083,13,8320
0.02657143957912922,1344,0.0026578307151794434,0.05543091148138046,1.375009298324585,14,8960
-0.026675889268517494,1370,-0.003173232078552246,0.04870491102337837,1.375362515449524,15,9600
-0.06291274726390839,1396,-0.01994931697845459,0.026055246591567993,1.3758134841918945,16,10240
0.06622692197561264,1417,0.0036173462867736816,0.05846502259373665,1.376318335533142,17,10880
-0.04757971316576004,1435,-0.00837695598602295,0.01954435370862484,1.376355528831482,18,11520
0.00416953768581152,1457,0.00033652782440185547,0.03502044826745987,1.3763816356658936,19,12160
0.03687187284231186,1465,0.0010992884635925293,0.054568588733673096,1.3762829303741455,20,12800
-0.1104327142238617,1466,-0.05690443515777588,0.008515002205967903,1.375912070274353,21,13440
0.025710832327604294,1482,0.004307568073272705,0.03791869431734085,1.3768504858016968,22,14080
0.07430525869131088,1493,0.005610525608062744,0.05575985834002495,1.3783820867538452,23,14720
-0.0789567083120346,1503,-0.005660891532897949,0.013988474383950233,1.3805408477783203,24,15360
0.08700765669345856,1512,0.009456634521484375,0.059963446110486984,1.3826298713684082,25,16000
-0.048194464296102524,1520,-0.003182530403137207,0.021530969068408012,1.3832796812057495,26,16640
0.006638027727603912,1528,-0.0029097795486450195,0.02834470570087433,1.3840724229812622,27,17280
0.13148413598537445,1535,0.0120164155960083,0.07143498212099075,1.384375810623169,28,17920
0.004170367494225502,1546,0.00013577938079833984,0.03638485074043274,1.3840886354446411,29,18560
