#{"gym_version": "0.9.3", "env_id": "BreakoutNoFrameskip-v4", "t_start": 1511316681.5921242}
r,l,t
1.0,175,6.36579
1.0,175,9.245886
0.0,125,11.217271
0.0,125,13.255002
0.0,127,15.267256
1.0,177,18.073533
2.0,201,21.498063
0.0,129,23.580184
3.0,248,27.695202
0.0,125,29.73839
3.0,238,33.780195
0.0,127,35.767619
1.0,176,38.711591
0.0,127,40.649616
0.0,127,42.725272
5.0,350,48.698505
0.0,127,50.769485
1.0,155,53.351325
0.0,129,55.328113
0.0,125,57.395042
2.0,202,60.535962
5.0,350,66.590227
0.0,129,68.652892
0.0,129,70.64028
4.0,301,75.658138
0.0,129,77.738502
0.0,127,79.665312
3.0,248,83.823617
2.0,202,87.037213
9.0,404,93.861079
0.0,125,97.321807
2.0,202,102.164019
0.0,125,104.891996
0.0,129,108.153715
0.0,127,111.617928
0.0,127,114.913575
0.0,127,118.385269
1.0,173,123.12211
1.0,173,127.864153
0.0,129,131.176966
0.0,127,134.740426
5.0,350,144.856376
4.0,322,154.10595
4.0,299,162.616689
3.0,230,169.201011
2.0,198,174.604844
1.0,155,178.851089
9.0,382,189.875954
3.0,248,196.679459
0.0,127,199.826677
2.0,200,205.300535
4.0,320,214.287957
2.0,204,219.989235
4.0,301,228.560975
0.0,129,231.922688
5.0,352,242.016747
0.0,129,245.422398
3.0,230,251.952171
8.0,459,265.176272
14.0,479,279.139144
2.0,206,284.695488
3.0,214,290.427223
1.0,152,294.549136
5.0,313,303.338387
6.0,378,314.00873
2.0,185,319.170485
1.0,155,323.372375
5.0,368,333.881638
2.0,219,339.959405
0.0,127,343.536989
0.0,129,346.924702
6.0,396,358.138448
9.0,502,372.30461
11.0,483,386.073676
15.0,527,400.769458
11.0,503,414.941979
6.0,396,426.245984
11.0,428,438.319975
6.0,358,448.275393
6.0,339,457.560584
19.0,732,478.238273
11.0,597,494.863371
10.0,544,510.154519
13.0,352,519.828001
6.0,381,530.495313
12.0,321,539.197644
12.0,613,556.500962
7.0,425,568.419529
7.0,432,580.53771
19.0,689,599.818709
4.0,299,608.00519
6.0,373,618.380514
8.0,442,630.630293
8.0,416,642.128595
11.0,533,656.905013
11.0,508,671.330999
11.0,557,687.328348
21.0,609,704.197706
24.0,667,723.260377
20.0,734,743.66746
20.0,674,762.925981
13.0,571,779.051005
14.0,494,792.766197
32.0,808,815.72843
28.0,897,841.343681
20.0,625,859.150264
17.0,719,879.679319
23.0,568,895.761898
19.0,677,914.887871
14.0,563,930.653347
16.0,679,949.485286
17.0,723,969.776998
28.0,728,989.984075
23.0,879,1014.344964
31.0,849,1038.260206
25.0,923,1064.299742
22.0,705,1083.693527
18.0,636,1101.37686
20.0,756,1122.71069
30.0,986,1150.288532
22.0,643,1168.527314
21.0,751,1189.631092
55.0,1293,1226.083862
33.0,928,1252.34284
25.0,829,1275.673209
25.0,898,1300.555355
65.0,1300,1337.15906
32.0,844,1360.998698
29.0,996,1388.864238
21.0,877,1413.423784
55.0,1169,1446.047703
54.0,1279,1481.697938
89.0,1781,1531.563724
83.0,1633,1577.606892
82.0,1455,1618.494987
32.0,749,1639.00422
56.0,1354,1676.977651
68.0,1418,1717.081593
50.0,1196,1750.510751
61.0,1446,1791.552713
60.0,1137,1824.019433
86.0,1444,1864.549965
66.0,1265,1900.069766
46.0,866,1924.592243
50.0,1063,1954.239713
73.0,1314,1991.386163
74.0,1310,2028.057381
75.0,1331,2065.381037
63.0,1324,2102.740104
94.0,1273,2138.397195
80.0,1357,2176.391115
82.0,1123,2207.943374
210.0,1598,2252.319769
109.0,1463,2293.088237
65.0,1186,2326.295638
124.0,1694,2374.157815
95.0,1388,2413.044593
257.0,1660,2459.429517
151.0,1754,2508.08802
369.0,2088,2566.230459
247.0,1764,2615.85017
123.0,1564,2659.512932
115.0,1555,2702.988456
307.0,2058,2760.362057
129.0,1536,2803.405241
357.0,2024,2860.238016
224.0,1559,2903.705287
363.0,2362,2969.264149
336.0,1411,3008.24292
328.0,1932,3062.222612
28.0,644,3079.697626
347.0,1891,3132.31691
391.0,2210,3193.866224
328.0,1658,3239.711858
296.0,1913,3292.583359
275.0,2939,3373.933765
370.0,1987,3428.816648
368.0,2019,3484.67751
394.0,1978,3539.209436
332.0,1810,3589.268031
371.0,2151,3649.039332
333.0,2056,3706.122405
388.0,2466,3775.020207
428.0,2888,3854.714131
410.0,2231,3916.900257
418.0,2359,3982.275087
359.0,1804,4032.544176
428.0,2267,4095.562881
391.0,1998,4150.46479
373.0,3833,4256.255843
406.0,2424,4322.647537
384.0,2776,4399.388192
405.0,2437,4466.604706
388.0,1633,4511.521465
319.0,1895,4563.692897
381.0,2008,4618.960585
396.0,2300,4683.017875
405.0,2074,4740.287087
416.0,2842,4818.686517
403.0,2695,4893.208638
406.0,2635,4965.781925
230.0,1809,5015.543787
419.0,2295,5079.21981
428.0,4465,5202.128187
282.0,1819,5252.136377
424.0,3325,5344.034161
392.0,2318,5407.771922
394.0,2222,5469.135127
440.0,3725,5572.111918
446.0,2723,5647.079815
421.0,3991,5757.269514
276.0,2465,5825.271042
406.0,2458,5893.299109
428.0,3727,5995.442401
398.0,2233,6056.108448
299.0,2937,6136.928558
837.0,5600,6291.45632
428.0,2641,6364.086356
402.0,2828,6441.976161
380.0,3515,6539.313855
319.0,1845,6590.795003
395.0,5941,6753.926613
399.0,5233,6898.270313
428.0,3573,6996.398747
427.0,3712,7098.105537
394.0,2149,7157.011085
425.0,5267,7301.631295
380.0,2144,7360.631054
405.0,2536,7430.065713
428.0,5150,7570.60112
421.0,2777,7646.74632
424.0,4531,7771.051939
416.0,2479,7839.602011
424.0,2530,7908.406985
434.0,2404,7974.970317
807.0,4510,8099.358026
424.0,3012,8181.272949
431.0,3092,8266.164811
864.0,5557,8419.787022
428.0,3232,8509.132545
421.0,4060,8620.686389
421.0,2697,8695.326367
428.0,3321,8785.675255
773.0,6160,8955.570764
428.0,4031,9066.223968
360.0,1530,9108.160459
463.0,3256,9197.300342
427.0,2849,9275.90292
431.0,4252,9392.209808
831.0,3672,9492.552513
